Total Nacional;Provincias;Edad simple;Sexo;Periodo;Total
Total Nacional;02 Albacete;38 años;Mujeres;1 de enero de 2020;2.626
Total Nacional;02 Albacete;39 años;Hombres;1 de enero de 2020;2.908
Total Nacional;02 Albacete;39 años;Mujeres;1 de enero de 2020;2.710
Total Nacional;02 Albacete;40 años;Hombres;1 de enero de 2020;3.095
Total Nacional;02 Albacete;40 años;Mujeres;1 de enero de 2020;2.787
Total Nacional;02 Albacete;41 años;Hombres;1 de enero de 2020;3.268
Total Nacional;02 Albacete;41 años;Mujeres;1 de enero de 2020;2.942
Total Nacional;02 Albacete;42 años;Hombres;1 de enero de 2020;3.162
Total Nacional;02 Albacete;42 años;Mujeres;1 de enero de 2020;2.936
Total Nacional;02 Albacete;43 años;Hombres;1 de enero de 2020;3.198
Total Nacional;02 Albacete;43 años;Mujeres;1 de enero de 2020;3.103
Total Nacional;02 Albacete;44 años;Hombres;1 de enero de 2020;3.195
Total Nacional;02 Albacete;44 años;Mujeres;1 de enero de 2020;3.108
Total Nacional;02 Albacete;45 años;Hombres;1 de enero de 2020;3.179
Total Nacional;02 Albacete;45 años;Mujeres;1 de enero de 2020;3.032
Total Nacional;02 Albacete;46 años;Hombres;1 de enero de 2020;3.188
Total Nacional;02 Albacete;46 años;Mujeres;1 de enero de 2020;2.955
Total Nacional;02 Albacete;47 años;Hombres;1 de enero de 2020;3.077
Total Nacional;02 Albacete;47 años;Mujeres;1 de enero de 2020;2.998
Total Nacional;02 Albacete;48 años;Hombres;1 de enero de 2020;3.086
Total Nacional;02 Albacete;48 años;Mujeres;1 de enero de 2020;2.937
Total Nacional;02 Albacete;49 años;Hombres;1 de enero de 2020;3.069
Total Nacional;02 Albacete;49 años;Mujeres;1 de enero de 2020;3.075
Total Nacional;02 Albacete;50 años;Hombres;1 de enero de 2020;3.148
Total Nacional;02 Albacete;50 años;Mujeres;1 de enero de 2020;3.157
Total Nacional;02 Albacete;51 años;Hombres;1 de enero de 2020;3.140
Total Nacional;02 Albacete;51 años;Mujeres;1 de enero de 2020;3.105
Total Nacional;02 Albacete;52 años;Hombres;1 de enero de 2020;3.131
Total Nacional;02 Albacete;52 años;Mujeres;1 de enero de 2020;3.050
Total Nacional;02 Albacete;53 años;Hombres;1 de enero de 2020;3.086
Total Nacional;02 Albacete;53 años;Mujeres;1 de enero de 2020;3.039
Total Nacional;02 Albacete;54 años;Hombres;1 de enero de 2020;3.114
Total Nacional;02 Albacete;54 años;Mujeres;1 de enero de 2020;3.066
Total Nacional;02 Albacete;55 años;Hombres;1 de enero de 2020;3.204
Total Nacional;02 Albacete;55 años;Mujeres;1 de enero de 2020;3.157
Total Nacional;02 Albacete;56 años;Hombres;1 de enero de 2020;3.064
Total Nacional;02 Albacete;56 años;Mujeres;1 de enero de 2020;2.995
Total Nacional;02 Albacete;57 años;Hombres;1 de enero de 2020;2.837
Total Nacional;02 Albacete;57 años;Mujeres;1 de enero de 2020;2.904
Total Nacional;02 Albacete;58 años;Hombres;1 de enero de 2020;2.864
Total Nacional;02 Albacete;58 años;Mujeres;1 de enero de 2020;2.753
Total Nacional;02 Albacete;59 años;Hombres;1 de enero de 2020;2.915
Total Nacional;02 Albacete;59 años;Mujeres;1 de enero de 2020;2.797
Total Nacional;02 Albacete;60 años;Hombres;1 de enero de 2020;2.802
Total Nacional;02 Albacete;60 años;Mujeres;1 de enero de 2020;2.657
Total Nacional;02 Albacete;61 años;Hombres;1 de enero de 2020;2.529
Total Nacional;02 Albacete;61 años;Mujeres;1 de enero de 2020;2.584
Total Nacional;02 Albacete;62 años;Hombres;1 de enero de 2020;2.435
Total Nacional;02 Albacete;62 años;Mujeres;1 de enero de 2020;2.431
Total Nacional;02 Albacete;63 años;Hombres;1 de enero de 2020;2.031
Total Nacional;02 Albacete;63 años;Mujeres;1 de enero de 2020;2.092
Total Nacional;02 Albacete;64 años;Hombres;1 de enero de 2020;1.966
Total Nacional;02 Albacete;64 años;Mujeres;1 de enero de 2020;2.085
Total Nacional;02 Albacete;65 años;Hombres;1 de enero de 2020;1.896
Total Nacional;02 Albacete;65 años;Mujeres;1 de enero de 2020;1.994
Total Nacional;02 Albacete;66 años;Hombres;1 de enero de 2020;1.871
Total Nacional;02 Albacete;66 años;Mujeres;1 de enero de 2020;2.011
Total Nacional;02 Albacete;67 años;Hombres;1 de enero de 2020;1.872
Total Nacional;02 Albacete;67 años;Mujeres;1 de enero de 2020;1.924
Total Nacional;02 Albacete;68 años;Hombres;1 de enero de 2020;1.665
Total Nacional;02 Albacete;68 años;Mujeres;1 de enero de 2020;1.752
Total Nacional;02 Albacete;69 años;Hombres;1 de enero de 2020;1.669
Total Nacional;02 Albacete;69 años;Mujeres;1 de enero de 2020;1.820
Total Nacional;02 Albacete;70 años;Hombres;1 de enero de 2020;1.717
Total Nacional;02 Albacete;70 años;Mujeres;1 de enero de 2020;1.780
Total Nacional;02 Albacete;71 años;Hombres;1 de enero de 2020;1.764
Total Nacional;02 Albacete;71 años;Mujeres;1 de enero de 2020;1.999
Total Nacional;02 Albacete;72 años;Hombres;1 de enero de 2020;1.532
Total Nacional;02 Albacete;72 años;Mujeres;1 de enero de 2020;1.678
Total Nacional;02 Albacete;73 años;Hombres;1 de enero de 2020;1.365
Total Nacional;02 Albacete;73 años;Mujeres;1 de enero de 2020;1.620
Total Nacional;02 Albacete;74 años;Hombres;1 de enero de 2020;1.467
Total Nacional;02 Albacete;74 años;Mujeres;1 de enero de 2020;1.664
Total Nacional;02 Albacete;75 años;Hombres;1 de enero de 2020;1.346
Total Nacional;02 Albacete;75 años;Mujeres;1 de enero de 2020;1.748
Total Nacional;02 Albacete;76 años;Hombres;1 de enero de 2020;1.421
Total Nacional;02 Albacete;76 años;Mujeres;1 de enero de 2020;1.622
Total Nacional;02 Albacete;77 años;Hombres;1 de enero de 2020;1.199
Total Nacional;02 Albacete;77 años;Mujeres;1 de enero de 2020;1.489
Total Nacional;02 Albacete;78 años;Hombres;1 de enero de 2020;1.060
Total Nacional;02 Albacete;78 años;Mujeres;1 de enero de 2020;1.349
Total Nacional;02 Albacete;79 años;Hombres;1 de enero de 2020;1.572
Total Nacional;02 Albacete;79 años;Mujeres;1 de enero de 2020;1.932
Total Nacional;02 Albacete;80 años;Hombres;1 de enero de 2020;724
Total Nacional;02 Albacete;80 años;Mujeres;1 de enero de 2020;977
Total Nacional;02 Albacete;81 años;Hombres;1 de enero de 2020;1.023
Total Nacional;02 Albacete;81 años;Mujeres;1 de enero de 2020;1.389
Total Nacional;02 Albacete;82 años;Hombres;1 de enero de 2020;1.099
Total Nacional;02 Albacete;82 años;Mujeres;1 de enero de 2020;1.408
Total Nacional;02 Albacete;83 años;Hombres;1 de enero de 2020;1.028
Total Nacional;02 Albacete;83 años;Mujeres;1 de enero de 2020;1.451
Total Nacional;02 Albacete;84 años;Hombres;1 de enero de 2020;961
Total Nacional;02 Albacete;84 años;Mujeres;1 de enero de 2020;1.358
Total Nacional;02 Albacete;85 años;Hombres;1 de enero de 2020;852
Total Nacional;02 Albacete;85 años;Mujeres;1 de enero de 2020;1.230
Total Nacional;02 Albacete;86 años;Hombres;1 de enero de 2020;803
Total Nacional;02 Albacete;86 años;Mujeres;1 de enero de 2020;1.252
Total Nacional;02 Albacete;87 años;Hombres;1 de enero de 2020;739
Total Nacional;02 Albacete;87 años;Mujeres;1 de enero de 2020;1.060
Total Nacional;02 Albacete;88 años;Hombres;1 de enero de 2020;636
Total Nacional;02 Albacete;88 años;Mujeres;1 de enero de 2020;980
Total Nacional;02 Albacete;89 años;Hombres;1 de enero de 2020;554
Total Nacional;02 Albacete;89 años;Mujeres;1 de enero de 2020;968
Total Nacional;02 Albacete;90 años;Hombres;1 de enero de 2020;449
Total Nacional;02 Albacete;90 años;Mujeres;1 de enero de 2020;777
Total Nacional;02 Albacete;91 años;Hombres;1 de enero de 2020;359
Total Nacional;02 Albacete;91 años;Mujeres;1 de enero de 2020;599
Total Nacional;02 Albacete;92 años;Hombres;1 de enero de 2020;277
Total Nacional;02 Albacete;92 años;Mujeres;1 de enero de 2020;503
Total Nacional;02 Albacete;93 años;Hombres;1 de enero de 2020;203
Total Nacional;02 Albacete;93 años;Mujeres;1 de enero de 2020;377
Total Nacional;02 Albacete;94 años;Hombres;1 de enero de 2020;155
Total Nacional;02 Albacete;94 años;Mujeres;1 de enero de 2020;289
Total Nacional;02 Albacete;95 años;Hombres;1 de enero de 2020;98
Total Nacional;02 Albacete;95 años;Mujeres;1 de enero de 2020;229
Total Nacional;02 Albacete;96 años;Hombres;1 de enero de 2020;76
Total Nacional;02 Albacete;96 años;Mujeres;1 de enero de 2020;153
Total Nacional;02 Albacete;97 años;Hombres;1 de enero de 2020;40
Total Nacional;02 Albacete;97 años;Mujeres;1 de enero de 2020;122
Total Nacional;02 Albacete;98 años;Hombres;1 de enero de 2020;32
Total Nacional;02 Albacete;98 años;Mujeres;1 de enero de 2020;75
Total Nacional;02 Albacete;99 años;Hombres;1 de enero de 2020;23
Total Nacional;02 Albacete;99 años;Mujeres;1 de enero de 2020;44
Total Nacional;02 Albacete;100 y más años;Hombres;1 de enero de 2020;28
Total Nacional;02 Albacete;100 y más años;Mujeres;1 de enero de 2020;65
Total Nacional;03 Alicante/Alacant;0 años;Hombres;1 de enero de 2020;7.361
Total Nacional;03 Alicante/Alacant;0 años;Mujeres;1 de enero de 2020;6.824
Total Nacional;03 Alicante/Alacant;1 año;Hombres;1 de enero de 2020;7.431
Total Nacional;03 Alicante/Alacant;1 año;Mujeres;1 de enero de 2020;6.969
Total Nacional;03 Alicante/Alacant;2 años;Hombres;1 de enero de 2020;8.142
Total Nacional;03 Alicante/Alacant;2 años;Mujeres;1 de enero de 2020;7.683
Total Nacional;03 Alicante/Alacant;3 años;Hombres;1 de enero de 2020;8.614
Total Nacional;03 Alicante/Alacant;3 años;Mujeres;1 de enero de 2020;7.847
Total Nacional;03 Alicante/Alacant;4 años;Hombres;1 de enero de 2020;8.928
Total Nacional;03 Alicante/Alacant;4 años;Mujeres;1 de enero de 2020;8.295
Total Nacional;03 Alicante/Alacant;5 años;Hombres;1 de enero de 2020;8.883
Total Nacional;03 Alicante/Alacant;5 años;Mujeres;1 de enero de 2020;8.543
Total Nacional;03 Alicante/Alacant;6 años;Hombres;1 de enero de 2020;9.051
Total Nacional;03 Alicante/Alacant;6 años;Mujeres;1 de enero de 2020;8.315
Total Nacional;03 Alicante/Alacant;7 años;Hombres;1 de enero de 2020;9.296
Total Nacional;03 Alicante/Alacant;7 años;Mujeres;1 de enero de 2020;8.917
Total Nacional;03 Alicante/Alacant;8 años;Hombres;1 de enero de 2020;9.786
Total Nacional;03 Alicante/Alacant;8 años;Mujeres;1 de enero de 2020;8.951
Total Nacional;03 Alicante/Alacant;9 años;Hombres;1 de enero de 2020;10.069
Total Nacional;03 Alicante/Alacant;9 años;Mujeres;1 de enero de 2020;9.372
Total Nacional;03 Alicante/Alacant;10 años;Hombres;1 de enero de 2020;10.293
Total Nacional;03 Alicante/Alacant;10 años;Mujeres;1 de enero de 2020;9.636
Total Nacional;03 Alicante/Alacant;11 años;Hombres;1 de enero de 2020;10.959
Total Nacional;03 Alicante/Alacant;11 años;Mujeres;1 de enero de 2020;10.394
Total Nacional;03 Alicante/Alacant;12 años;Hombres;1 de enero de 2020;10.545
Total Nacional;03 Alicante/Alacant;12 años;Mujeres;1 de enero de 2020;9.984
Total Nacional;03 Alicante/Alacant;13 años;Hombres;1 de enero de 2020;10.453
Total Nacional;03 Alicante/Alacant;13 años;Mujeres;1 de enero de 2020;9.908
Total Nacional;03 Alicante/Alacant;14 años;Hombres;1 de enero de 2020;10.211
Total Nacional;03 Alicante/Alacant;14 años;Mujeres;1 de enero de 2020;9.663
Total Nacional;03 Alicante/Alacant;15 años;Hombres;1 de enero de 2020;10.225
Total Nacional;03 Alicante/Alacant;15 años;Mujeres;1 de enero de 2020;9.539
Total Nacional;03 Alicante/Alacant;16 años;Hombres;1 de enero de 2020;10.055
Total Nacional;03 Alicante/Alacant;16 años;Mujeres;1 de enero de 2020;9.432
Total Nacional;03 Alicante/Alacant;17 años;Hombres;1 de enero de 2020;9.554
Total Nacional;03 Alicante/Alacant;17 años;Mujeres;1 de enero de 2020;8.980
Total Nacional;03 Alicante/Alacant;18 años;Hombres;1 de enero de 2020;9.864
Total Nacional;03 Alicante/Alacant;18 años;Mujeres;1 de enero de 2020;9.052
Total Nacional;03 Alicante/Alacant;19 años;Hombres;1 de enero de 2020;9.905
Total Nacional;03 Alicante/Alacant;19 años;Mujeres;1 de enero de 2020;9.055
Total Nacional;03 Alicante/Alacant;20 años;Hombres;1 de enero de 2020;9.298
Total Nacional;03 Alicante/Alacant;20 años;Mujeres;1 de enero de 2020;9.133
Total Nacional;03 Alicante/Alacant;21 años;Hombres;1 de enero de 2020;9.474
Total Nacional;03 Alicante/Alacant;21 años;Mujeres;1 de enero de 2020;8.731
Total Nacional;03 Alicante/Alacant;22 años;Hombres;1 de enero de 2020;9.478
Total Nacional;03 Alicante/Alacant;22 años;Mujeres;1 de enero de 2020;8.851
Total Nacional;03 Alicante/Alacant;23 años;Hombres;1 de enero de 2020;9.474
Total Nacional;03 Alicante/Alacant;23 años;Mujeres;1 de enero de 2020;9.059
Total Nacional;03 Alicante/Alacant;24 años;Hombres;1 de enero de 2020;9.577
Total Nacional;03 Alicante/Alacant;24 años;Mujeres;1 de enero de 2020;9.010
Total Nacional;03 Alicante/Alacant;25 años;Hombres;1 de enero de 2020;9.516
Total Nacional;03 Alicante/Alacant;25 años;Mujeres;1 de enero de 2020;9.041
Total Nacional;03 Alicante/Alacant;26 años;Hombres;1 de enero de 2020;9.795
Total Nacional;03 Alicante/Alacant;26 años;Mujeres;1 de enero de 2020;9.052
Total Nacional;03 Alicante/Alacant;27 años;Hombres;1 de enero de 2020;10.125
Total Nacional;03 Alicante/Alacant;27 años;Mujeres;1 de enero de 2020;9.650
Total Nacional;03 Alicante/Alacant;28 años;Hombres;1 de enero de 2020;10.357
Total Nacional;03 Alicante/Alacant;28 años;Mujeres;1 de enero de 2020;9.764
Total Nacional;03 Alicante/Alacant;29 años;Hombres;1 de enero de 2020;10.484
Total Nacional;03 Alicante/Alacant;29 años;Mujeres;1 de enero de 2020;9.984
Total Nacional;03 Alicante/Alacant;30 años;Hombres;1 de enero de 2020;10.461
Total Nacional;03 Alicante/Alacant;30 años;Mujeres;1 de enero de 2020;10.250
Total Nacional;03 Alicante/Alacant;31 años;Hombres;1 de enero de 2020;10.964
Total Nacional;03 Alicante/Alacant;31 años;Mujeres;1 de enero de 2020;10.713
Total Nacional;03 Alicante/Alacant;32 años;Hombres;1 de enero de 2020;10.867
Total Nacional;03 Alicante/Alacant;32 años;Mujeres;1 de enero de 2020;10.812
Total Nacional;03 Alicante/Alacant;33 años;Hombres;1 de enero de 2020;11.219
Total Nacional;03 Alicante/Alacant;33 años;Mujeres;1 de enero de 2020;11.200
Total Nacional;03 Alicante/Alacant;34 años;Hombres;1 de enero de 2020;11.463
Total Nacional;03 Alicante/Alacant;34 años;Mujeres;1 de enero de 2020;11.509
Total Nacional;03 Alicante/Alacant;35 años;Hombres;1 de enero de 2020;11.898
Total Nacional;03 Alicante/Alacant;35 años;Mujeres;1 de enero de 2020;11.878
Total Nacional;03 Alicante/Alacant;36 años;Hombres;1 de enero de 2020;12.351
Total Nacional;03 Alicante/Alacant;36 años;Mujeres;1 de enero de 2020;12.475
Total Nacional;03 Alicante/Alacant;37 años;Hombres;1 de enero de 2020;13.267
Total Nacional;03 Alicante/Alacant;37 años;Mujeres;1 de enero de 2020;13.040
Total Nacional;03 Alicante/Alacant;38 años;Hombres;1 de enero de 2020;14.124
Total Nacional;03 Alicante/Alacant;38 años;Mujeres;1 de enero de 2020;13.679
Total Nacional;03 Alicante/Alacant;39 años;Hombres;1 de enero de 2020;14.788
Total Nacional;03 Alicante/Alacant;39 años;Mujeres;1 de enero de 2020;14.432
Total Nacional;03 Alicante/Alacant;40 años;Hombres;1 de enero de 2020;15.209
Total Nacional;03 Alicante/Alacant;40 años;Mujeres;1 de enero de 2020;14.703
Total Nacional;03 Alicante/Alacant;41 años;Hombres;1 de enero de 2020;15.918
Total Nacional;03 Alicante/Alacant;41 años;Mujeres;1 de enero de 2020;15.191
Total Nacional;03 Alicante/Alacant;42 años;Hombres;1 de enero de 2020;16.376
Total Nacional;03 Alicante/Alacant;42 años;Mujeres;1 de enero de 2020;15.320
Total Nacional;03 Alicante/Alacant;43 años;Hombres;1 de enero de 2020;16.358
Total Nacional;03 Alicante/Alacant;43 años;Mujeres;1 de enero de 2020;15.624
Total Nacional;03 Alicante/Alacant;44 años;Hombres;1 de enero de 2020;16.079
Total Nacional;03 Alicante/Alacant;44 años;Mujeres;1 de enero de 2020;15.288
Total Nacional;03 Alicante/Alacant;45 años;Hombres;1 de enero de 2020;16.169
Total Nacional;03 Alicante/Alacant;45 años;Mujeres;1 de enero de 2020;15.399
Total Nacional;03 Alicante/Alacant;46 años;Hombres;1 de enero de 2020;15.829
Total Nacional;03 Alicante/Alacant;46 años;Mujeres;1 de enero de 2020;14.934
Total Nacional;03 Alicante/Alacant;47 años;Hombres;1 de enero de 2020;15.477
Total Nacional;03 Alicante/Alacant;47 años;Mujeres;1 de enero de 2020;14.811
Total Nacional;03 Alicante/Alacant;48 años;Hombres;1 de enero de 2020;15.380
Total Nacional;03 Alicante/Alacant;48 años;Mujeres;1 de enero de 2020;14.726
Total Nacional;03 Alicante/Alacant;49 años;Hombres;1 de enero de 2020;15.174
Total Nacional;03 Alicante/Alacant;49 años;Mujeres;1 de enero de 2020;14.732
Total Nacional;03 Alicante/Alacant;50 años;Hombres;1 de enero de 2020;15.108
Total Nacional;03 Alicante/Alacant;50 años;Mujeres;1 de enero de 2020;14.512
Total Nacional;03 Alicante/Alacant;51 años;Hombres;1 de enero de 2020;14.653
Total Nacional;03 Alicante/Alacant;51 años;Mujeres;1 de enero de 2020;14.442
Total Nacional;03 Alicante/Alacant;52 años;Hombres;1 de enero de 2020;14.461
Total Nacional;03 Alicante/Alacant;52 años;Mujeres;1 de enero de 2020;14.691
Total Nacional;03 Alicante/Alacant;53 años;Hombres;1 de enero de 2020;14.255
Total Nacional;03 Alicante/Alacant;53 años;Mujeres;1 de enero de 2020;14.151
Total Nacional;03 Alicante/Alacant;54 años;Hombres;1 de enero de 2020;13.917
Total Nacional;03 Alicante/Alacant;54 años;Mujeres;1 de enero de 2020;13.912
Total Nacional;03 Alicante/Alacant;55 años;Hombres;1 de enero de 2020;14.332
Total Nacional;03 Alicante/Alacant;55 años;Mujeres;1 de enero de 2020;14.683
Total Nacional;03 Alicante/Alacant;56 años;Hombres;1 de enero de 2020;13.600
Total Nacional;03 Alicante/Alacant;56 años;Mujeres;1 de enero de 2020;13.714
Total Nacional;03 Alicante/Alacant;57 años;Hombres;1 de enero de 2020;13.047
Total Nacional;03 Alicante/Alacant;57 años;Mujeres;1 de enero de 2020;13.287
Total Nacional;03 Alicante/Alacant;58 años;Hombres;1 de enero de 2020;12.604
Total Nacional;03 Alicante/Alacant;58 años;Mujeres;1 de enero de 2020;13.100
Total Nacional;03 Alicante/Alacant;59 años;Hombres;1 de enero de 2020;12.522
Total Nacional;03 Alicante/Alacant;59 años;Mujeres;1 de enero de 2020;13.009
Total Nacional;03 Alicante/Alacant;60 años;Hombres;1 de enero de 2020;12.155
Total Nacional;03 Alicante/Alacant;60 años;Mujeres;1 de enero de 2020;12.907
Total Nacional;03 Alicante/Alacant;61 años;Hombres;1 de enero de 2020;12.066
Total Nacional;03 Alicante/Alacant;61 años;Mujeres;1 de enero de 2020;12.659
Total Nacional;03 Alicante/Alacant;62 años;Hombres;1 de enero de 2020;11.632
Total Nacional;03 Alicante/Alacant;62 años;Mujeres;1 de enero de 2020;12.470
Total Nacional;03 Alicante/Alacant;63 años;Hombres;1 de enero de 2020;10.524
Total Nacional;03 Alicante/Alacant;63 años;Mujeres;1 de enero de 2020;11.561
Total Nacional;03 Alicante/Alacant;64 años;Hombres;1 de enero de 2020;10.560
Total Nacional;03 Alicante/Alacant;64 años;Mujeres;1 de enero de 2020;11.565
Total Nacional;03 Alicante/Alacant;65 años;Hombres;1 de enero de 2020;10.004
Total Nacional;03 Alicante/Alacant;65 años;Mujeres;1 de enero de 2020;10.841
Total Nacional;03 Alicante/Alacant;66 años;Hombres;1 de enero de 2020;10.214
Total Nacional;03 Alicante/Alacant;66 años;Mujeres;1 de enero de 2020;10.982
Total Nacional;03 Alicante/Alacant;67 años;Hombres;1 de enero de 2020;10.356
Total Nacional;03 Alicante/Alacant;67 años;Mujeres;1 de enero de 2020;11.083
Total Nacional;03 Alicante/Alacant;68 años;Hombres;1 de enero de 2020;9.740
Total Nacional;03 Alicante/Alacant;68 años;Mujeres;1 de enero de 2020;10.525
Total Nacional;03 Alicante/Alacant;69 años;Hombres;1 de enero de 2020;9.394
Total Nacional;03 Alicante/Alacant;69 años;Mujeres;1 de enero de 2020;10.326
Total Nacional;03 Alicante/Alacant;70 años;Hombres;1 de enero de 2020;9.253
Total Nacional;03 Alicante/Alacant;70 años;Mujeres;1 de enero de 2020;10.543
Total Nacional;03 Alicante/Alacant;71 años;Hombres;1 de enero de 2020;9.927
Total Nacional;03 Alicante/Alacant;71 años;Mujeres;1 de enero de 2020;10.910
Total Nacional;03 Alicante/Alacant;72 años;Hombres;1 de enero de 2020;9.240
Total Nacional;03 Alicante/Alacant;72 años;Mujeres;1 de enero de 2020;10.282
Total Nacional;03 Alicante/Alacant;73 años;Hombres;1 de enero de 2020;8.601
Total Nacional;03 Alicante/Alacant;73 años;Mujeres;1 de enero de 2020;9.632
Total Nacional;03 Alicante/Alacant;74 años;Hombres;1 de enero de 2020;8.224
Total Nacional;03 Alicante/Alacant;74 años;Mujeres;1 de enero de 2020;9.414
Total Nacional;03 Alicante/Alacant;75 años;Hombres;1 de enero de 2020;8.106
