Total Nacional;Provincias;Edad simple;Sexo;Periodo;Total
Total Nacional;05 Ávila;23 años;Hombres;1 de enero de 2020;736
Total Nacional;05 Ávila;23 años;Mujeres;1 de enero de 2020;705
Total Nacional;05 Ávila;24 años;Hombres;1 de enero de 2020;787
Total Nacional;05 Ávila;24 años;Mujeres;1 de enero de 2020;716
Total Nacional;05 Ávila;25 años;Hombres;1 de enero de 2020;741
Total Nacional;05 Ávila;25 años;Mujeres;1 de enero de 2020;674
Total Nacional;05 Ávila;26 años;Hombres;1 de enero de 2020;764
Total Nacional;05 Ávila;26 años;Mujeres;1 de enero de 2020;674
Total Nacional;05 Ávila;27 años;Hombres;1 de enero de 2020;742
Total Nacional;05 Ávila;27 años;Mujeres;1 de enero de 2020;677
Total Nacional;05 Ávila;28 años;Hombres;1 de enero de 2020;800
Total Nacional;05 Ávila;28 años;Mujeres;1 de enero de 2020;667
Total Nacional;05 Ávila;29 años;Hombres;1 de enero de 2020;778
Total Nacional;05 Ávila;29 años;Mujeres;1 de enero de 2020;747
Total Nacional;05 Ávila;30 años;Hombres;1 de enero de 2020;779
Total Nacional;05 Ávila;30 años;Mujeres;1 de enero de 2020;754
Total Nacional;05 Ávila;31 años;Hombres;1 de enero de 2020;837
Total Nacional;05 Ávila;31 años;Mujeres;1 de enero de 2020;723
Total Nacional;05 Ávila;32 años;Hombres;1 de enero de 2020;818
Total Nacional;05 Ávila;32 años;Mujeres;1 de enero de 2020;778
Total Nacional;05 Ávila;33 años;Hombres;1 de enero de 2020;836
Total Nacional;05 Ávila;33 años;Mujeres;1 de enero de 2020;800
Total Nacional;05 Ávila;34 años;Hombres;1 de enero de 2020;827
Total Nacional;05 Ávila;34 años;Mujeres;1 de enero de 2020;808
Total Nacional;05 Ávila;35 años;Hombres;1 de enero de 2020;882
Total Nacional;05 Ávila;35 años;Mujeres;1 de enero de 2020;857
Total Nacional;05 Ávila;36 años;Hombres;1 de enero de 2020;860
Total Nacional;05 Ávila;36 años;Mujeres;1 de enero de 2020;899
Total Nacional;05 Ávila;37 años;Hombres;1 de enero de 2020;940
Total Nacional;05 Ávila;37 años;Mujeres;1 de enero de 2020;902
Total Nacional;05 Ávila;38 años;Hombres;1 de enero de 2020;994
Total Nacional;05 Ávila;38 años;Mujeres;1 de enero de 2020;963
Total Nacional;05 Ávila;39 años;Hombres;1 de enero de 2020;1.034
Total Nacional;05 Ávila;39 años;Mujeres;1 de enero de 2020;967
Total Nacional;05 Ávila;40 años;Hombres;1 de enero de 2020;1.064
Total Nacional;05 Ávila;40 años;Mujeres;1 de enero de 2020;1.061
Total Nacional;05 Ávila;41 años;Hombres;1 de enero de 2020;1.163
Total Nacional;05 Ávila;41 años;Mujeres;1 de enero de 2020;1.110
Total Nacional;05 Ávila;42 años;Hombres;1 de enero de 2020;1.194
Total Nacional;05 Ávila;42 años;Mujeres;1 de enero de 2020;1.123
Total Nacional;05 Ávila;43 años;Hombres;1 de enero de 2020;1.207
Total Nacional;05 Ávila;43 años;Mujeres;1 de enero de 2020;1.105
Total Nacional;05 Ávila;44 años;Hombres;1 de enero de 2020;1.263
Total Nacional;05 Ávila;44 años;Mujeres;1 de enero de 2020;1.183
Total Nacional;05 Ávila;45 años;Hombres;1 de enero de 2020;1.201
Total Nacional;05 Ávila;45 años;Mujeres;1 de enero de 2020;1.089
Total Nacional;05 Ávila;46 años;Hombres;1 de enero de 2020;1.168
Total Nacional;05 Ávila;46 años;Mujeres;1 de enero de 2020;1.154
Total Nacional;05 Ávila;47 años;Hombres;1 de enero de 2020;1.171
Total Nacional;05 Ávila;47 años;Mujeres;1 de enero de 2020;1.148
Total Nacional;05 Ávila;48 años;Hombres;1 de enero de 2020;1.230
Total Nacional;05 Ávila;48 años;Mujeres;1 de enero de 2020;1.144
Total Nacional;05 Ávila;49 años;Hombres;1 de enero de 2020;1.227
Total Nacional;05 Ávila;49 años;Mujeres;1 de enero de 2020;1.140
Total Nacional;05 Ávila;50 años;Hombres;1 de enero de 2020;1.254
Total Nacional;05 Ávila;50 años;Mujeres;1 de enero de 2020;1.207
Total Nacional;05 Ávila;51 años;Hombres;1 de enero de 2020;1.181
Total Nacional;05 Ávila;51 años;Mujeres;1 de enero de 2020;1.245
Total Nacional;05 Ávila;52 años;Hombres;1 de enero de 2020;1.266
Total Nacional;05 Ávila;52 años;Mujeres;1 de enero de 2020;1.216
Total Nacional;05 Ávila;53 años;Hombres;1 de enero de 2020;1.276
Total Nacional;05 Ávila;53 años;Mujeres;1 de enero de 2020;1.283
Total Nacional;05 Ávila;54 años;Hombres;1 de enero de 2020;1.278
Total Nacional;05 Ávila;54 años;Mujeres;1 de enero de 2020;1.179
Total Nacional;05 Ávila;55 años;Hombres;1 de enero de 2020;1.332
Total Nacional;05 Ávila;55 años;Mujeres;1 de enero de 2020;1.250
Total Nacional;05 Ávila;56 años;Hombres;1 de enero de 2020;1.362
Total Nacional;05 Ávila;56 años;Mujeres;1 de enero de 2020;1.233
Total Nacional;05 Ávila;57 años;Hombres;1 de enero de 2020;1.348
Total Nacional;05 Ávila;57 años;Mujeres;1 de enero de 2020;1.270
Total Nacional;05 Ávila;58 años;Hombres;1 de enero de 2020;1.331
Total Nacional;05 Ávila;58 años;Mujeres;1 de enero de 2020;1.254
Total Nacional;05 Ávila;59 años;Hombres;1 de enero de 2020;1.350
Total Nacional;05 Ávila;59 años;Mujeres;1 de enero de 2020;1.256
Total Nacional;05 Ávila;60 años;Hombres;1 de enero de 2020;1.308
Total Nacional;05 Ávila;60 años;Mujeres;1 de enero de 2020;1.118
Total Nacional;05 Ávila;61 años;Hombres;1 de enero de 2020;1.262
Total Nacional;05 Ávila;61 años;Mujeres;1 de enero de 2020;1.149
Total Nacional;05 Ávila;62 años;Hombres;1 de enero de 2020;1.202
Total Nacional;05 Ávila;62 años;Mujeres;1 de enero de 2020;1.074
Total Nacional;05 Ávila;63 años;Hombres;1 de enero de 2020;1.174
Total Nacional;05 Ávila;63 años;Mujeres;1 de enero de 2020;1.010
Total Nacional;05 Ávila;64 años;Hombres;1 de enero de 2020;1.128
Total Nacional;05 Ávila;64 años;Mujeres;1 de enero de 2020;937
Total Nacional;05 Ávila;65 años;Hombres;1 de enero de 2020;1.010
Total Nacional;05 Ávila;65 años;Mujeres;1 de enero de 2020;915
Total Nacional;05 Ávila;66 años;Hombres;1 de enero de 2020;1.040
Total Nacional;05 Ávila;66 años;Mujeres;1 de enero de 2020;866
Total Nacional;05 Ávila;67 años;Hombres;1 de enero de 2020;1.026
Total Nacional;05 Ávila;67 años;Mujeres;1 de enero de 2020;902
Total Nacional;05 Ávila;68 años;Hombres;1 de enero de 2020;946
Total Nacional;05 Ávila;68 años;Mujeres;1 de enero de 2020;821
Total Nacional;05 Ávila;69 años;Hombres;1 de enero de 2020;887
Total Nacional;05 Ávila;69 años;Mujeres;1 de enero de 2020;874
Total Nacional;05 Ávila;70 años;Hombres;1 de enero de 2020;924
Total Nacional;05 Ávila;70 años;Mujeres;1 de enero de 2020;885
Total Nacional;05 Ávila;71 años;Hombres;1 de enero de 2020;920
Total Nacional;05 Ávila;71 años;Mujeres;1 de enero de 2020;944
Total Nacional;05 Ávila;72 años;Hombres;1 de enero de 2020;921
Total Nacional;05 Ávila;72 años;Mujeres;1 de enero de 2020;820
Total Nacional;05 Ávila;73 años;Hombres;1 de enero de 2020;757
Total Nacional;05 Ávila;73 años;Mujeres;1 de enero de 2020;835
Total Nacional;05 Ávila;74 años;Hombres;1 de enero de 2020;826
Total Nacional;05 Ávila;74 años;Mujeres;1 de enero de 2020;876
Total Nacional;05 Ávila;75 años;Hombres;1 de enero de 2020;788
Total Nacional;05 Ávila;75 años;Mujeres;1 de enero de 2020;815
Total Nacional;05 Ávila;76 años;Hombres;1 de enero de 2020;747
Total Nacional;05 Ávila;76 años;Mujeres;1 de enero de 2020;838
Total Nacional;05 Ávila;77 años;Hombres;1 de enero de 2020;661
Total Nacional;05 Ávila;77 años;Mujeres;1 de enero de 2020;755
Total Nacional;05 Ávila;78 años;Hombres;1 de enero de 2020;583
Total Nacional;05 Ávila;78 años;Mujeres;1 de enero de 2020;749
Total Nacional;05 Ávila;79 años;Hombres;1 de enero de 2020;724
Total Nacional;05 Ávila;79 años;Mujeres;1 de enero de 2020;857
Total Nacional;05 Ávila;80 años;Hombres;1 de enero de 2020;466
Total Nacional;05 Ávila;80 años;Mujeres;1 de enero de 2020;602
Total Nacional;05 Ávila;81 años;Hombres;1 de enero de 2020;514
Total Nacional;05 Ávila;81 años;Mujeres;1 de enero de 2020;633
Total Nacional;05 Ávila;82 años;Hombres;1 de enero de 2020;557
Total Nacional;05 Ávila;82 años;Mujeres;1 de enero de 2020;676
Total Nacional;05 Ávila;83 años;Hombres;1 de enero de 2020;625
Total Nacional;05 Ávila;83 años;Mujeres;1 de enero de 2020;843
Total Nacional;05 Ávila;84 años;Hombres;1 de enero de 2020;568
Total Nacional;05 Ávila;84 años;Mujeres;1 de enero de 2020;724
Total Nacional;05 Ávila;85 años;Hombres;1 de enero de 2020;558
Total Nacional;05 Ávila;85 años;Mujeres;1 de enero de 2020;808
Total Nacional;05 Ávila;86 años;Hombres;1 de enero de 2020;496
Total Nacional;05 Ávila;86 años;Mujeres;1 de enero de 2020;719
Total Nacional;05 Ávila;87 años;Hombres;1 de enero de 2020;454
Total Nacional;05 Ávila;87 años;Mujeres;1 de enero de 2020;691
Total Nacional;05 Ávila;88 años;Hombres;1 de enero de 2020;430
Total Nacional;05 Ávila;88 años;Mujeres;1 de enero de 2020;630
Total Nacional;05 Ávila;89 años;Hombres;1 de enero de 2020;368
Total Nacional;05 Ávila;89 años;Mujeres;1 de enero de 2020;576
Total Nacional;05 Ávila;90 años;Hombres;1 de enero de 2020;295
Total Nacional;05 Ávila;90 años;Mujeres;1 de enero de 2020;521
Total Nacional;05 Ávila;91 años;Hombres;1 de enero de 2020;249
Total Nacional;05 Ávila;91 años;Mujeres;1 de enero de 2020;401
Total Nacional;05 Ávila;92 años;Hombres;1 de enero de 2020;170
Total Nacional;05 Ávila;92 años;Mujeres;1 de enero de 2020;372
Total Nacional;05 Ávila;93 años;Hombres;1 de enero de 2020;165
Total Nacional;05 Ávila;93 años;Mujeres;1 de enero de 2020;328
Total Nacional;05 Ávila;94 años;Hombres;1 de enero de 2020;119
Total Nacional;05 Ávila;94 años;Mujeres;1 de enero de 2020;210
Total Nacional;05 Ávila;95 años;Hombres;1 de enero de 2020;97
Total Nacional;05 Ávila;95 años;Mujeres;1 de enero de 2020;179
Total Nacional;05 Ávila;96 años;Hombres;1 de enero de 2020;51
Total Nacional;05 Ávila;96 años;Mujeres;1 de enero de 2020;158
Total Nacional;05 Ávila;97 años;Hombres;1 de enero de 2020;51
Total Nacional;05 Ávila;97 años;Mujeres;1 de enero de 2020;115
Total Nacional;05 Ávila;98 años;Hombres;1 de enero de 2020;32
Total Nacional;05 Ávila;98 años;Mujeres;1 de enero de 2020;92
Total Nacional;05 Ávila;99 años;Hombres;1 de enero de 2020;21
Total Nacional;05 Ávila;99 años;Mujeres;1 de enero de 2020;47
Total Nacional;05 Ávila;100 y más años;Hombres;1 de enero de 2020;15
Total Nacional;05 Ávila;100 y más años;Mujeres;1 de enero de 2020;62
Total Nacional;06 Badajoz;0 años;Hombres;1 de enero de 2020;2.687
Total Nacional;06 Badajoz;0 años;Mujeres;1 de enero de 2020;2.545
Total Nacional;06 Badajoz;1 año;Hombres;1 de enero de 2020;2.708
Total Nacional;06 Badajoz;1 año;Mujeres;1 de enero de 2020;2.535
Total Nacional;06 Badajoz;2 años;Hombres;1 de enero de 2020;2.968
Total Nacional;06 Badajoz;2 años;Mujeres;1 de enero de 2020;2.835
Total Nacional;06 Badajoz;3 años;Hombres;1 de enero de 2020;3.079
Total Nacional;06 Badajoz;3 años;Mujeres;1 de enero de 2020;2.837
Total Nacional;06 Badajoz;4 años;Hombres;1 de enero de 2020;3.063
Total Nacional;06 Badajoz;4 años;Mujeres;1 de enero de 2020;2.859
Total Nacional;06 Badajoz;5 años;Hombres;1 de enero de 2020;3.123
Total Nacional;06 Badajoz;5 años;Mujeres;1 de enero de 2020;2.996
Total Nacional;06 Badajoz;6 años;Hombres;1 de enero de 2020;3.046
Total Nacional;06 Badajoz;6 años;Mujeres;1 de enero de 2020;2.948
Total Nacional;06 Badajoz;7 años;Hombres;1 de enero de 2020;3.322
Total Nacional;06 Badajoz;7 años;Mujeres;1 de enero de 2020;3.168
Total Nacional;06 Badajoz;8 años;Hombres;1 de enero de 2020;3.440
Total Nacional;06 Badajoz;8 años;Mujeres;1 de enero de 2020;3.134
Total Nacional;06 Badajoz;9 años;Hombres;1 de enero de 2020;3.487
Total Nacional;06 Badajoz;9 años;Mujeres;1 de enero de 2020;3.321
Total Nacional;06 Badajoz;10 años;Hombres;1 de enero de 2020;3.626
Total Nacional;06 Badajoz;10 años;Mujeres;1 de enero de 2020;3.389
Total Nacional;06 Badajoz;11 años;Hombres;1 de enero de 2020;3.770
Total Nacional;06 Badajoz;11 años;Mujeres;1 de enero de 2020;3.532
Total Nacional;06 Badajoz;12 años;Hombres;1 de enero de 2020;3.623
Total Nacional;06 Badajoz;12 años;Mujeres;1 de enero de 2020;3.366
Total Nacional;06 Badajoz;13 años;Hombres;1 de enero de 2020;3.557
Total Nacional;06 Badajoz;13 años;Mujeres;1 de enero de 2020;3.453
Total Nacional;06 Badajoz;14 años;Hombres;1 de enero de 2020;3.456
Total Nacional;06 Badajoz;14 años;Mujeres;1 de enero de 2020;3.337
Total Nacional;06 Badajoz;15 años;Hombres;1 de enero de 2020;3.411
Total Nacional;06 Badajoz;15 años;Mujeres;1 de enero de 2020;3.348
Total Nacional;06 Badajoz;16 años;Hombres;1 de enero de 2020;3.559
Total Nacional;06 Badajoz;16 años;Mujeres;1 de enero de 2020;3.418
Total Nacional;06 Badajoz;17 años;Hombres;1 de enero de 2020;3.479
Total Nacional;06 Badajoz;17 años;Mujeres;1 de enero de 2020;3.392
Total Nacional;06 Badajoz;18 años;Hombres;1 de enero de 2020;3.586
Total Nacional;06 Badajoz;18 años;Mujeres;1 de enero de 2020;3.411
Total Nacional;06 Badajoz;19 años;Hombres;1 de enero de 2020;3.609
Total Nacional;06 Badajoz;19 años;Mujeres;1 de enero de 2020;3.455
Total Nacional;06 Badajoz;20 años;Hombres;1 de enero de 2020;3.606
Total Nacional;06 Badajoz;20 años;Mujeres;1 de enero de 2020;3.507
Total Nacional;06 Badajoz;21 años;Hombres;1 de enero de 2020;3.535
Total Nacional;06 Badajoz;21 años;Mujeres;1 de enero de 2020;3.413
Total Nacional;06 Badajoz;22 años;Hombres;1 de enero de 2020;3.714
Total Nacional;06 Badajoz;22 años;Mujeres;1 de enero de 2020;3.510
Total Nacional;06 Badajoz;23 años;Hombres;1 de enero de 2020;3.615
Total Nacional;06 Badajoz;23 años;Mujeres;1 de enero de 2020;3.553
Total Nacional;06 Badajoz;24 años;Hombres;1 de enero de 2020;3.723
Total Nacional;06 Badajoz;24 años;Mujeres;1 de enero de 2020;3.551
Total Nacional;06 Badajoz;25 años;Hombres;1 de enero de 2020;3.796
Total Nacional;06 Badajoz;25 años;Mujeres;1 de enero de 2020;3.616
Total Nacional;06 Badajoz;26 años;Hombres;1 de enero de 2020;3.824
Total Nacional;06 Badajoz;26 años;Mujeres;1 de enero de 2020;3.755
Total Nacional;06 Badajoz;27 años;Hombres;1 de enero de 2020;4.034
Total Nacional;06 Badajoz;27 años;Mujeres;1 de enero de 2020;3.841
Total Nacional;06 Badajoz;28 años;Hombres;1 de enero de 2020;4.087
Total Nacional;06 Badajoz;28 años;Mujeres;1 de enero de 2020;3.884
Total Nacional;06 Badajoz;29 años;Hombres;1 de enero de 2020;4.074
Total Nacional;06 Badajoz;29 años;Mujeres;1 de enero de 2020;3.899
Total Nacional;06 Badajoz;30 años;Hombres;1 de enero de 2020;4.135
Total Nacional;06 Badajoz;30 años;Mujeres;1 de enero de 2020;3.933
Total Nacional;06 Badajoz;31 años;Hombres;1 de enero de 2020;4.207
Total Nacional;06 Badajoz;31 años;Mujeres;1 de enero de 2020;3.950
Total Nacional;06 Badajoz;32 años;Hombres;1 de enero de 2020;4.310
Total Nacional;06 Badajoz;32 años;Mujeres;1 de enero de 2020;3.963
Total Nacional;06 Badajoz;33 años;Hombres;1 de enero de 2020;4.219
Total Nacional;06 Badajoz;33 años;Mujeres;1 de enero de 2020;3.987
Total Nacional;06 Badajoz;34 años;Hombres;1 de enero de 2020;4.195
Total Nacional;06 Badajoz;34 años;Mujeres;1 de enero de 2020;3.982
Total Nacional;06 Badajoz;35 años;Hombres;1 de enero de 2020;4.332
Total Nacional;06 Badajoz;35 años;Mujeres;1 de enero de 2020;4.191
Total Nacional;06 Badajoz;36 años;Hombres;1 de enero de 2020;4.460
Total Nacional;06 Badajoz;36 años;Mujeres;1 de enero de 2020;4.360
Total Nacional;06 Badajoz;37 años;Hombres;1 de enero de 2020;4.676
Total Nacional;06 Badajoz;37 años;Mujeres;1 de enero de 2020;4.619
Total Nacional;06 Badajoz;38 años;Hombres;1 de enero de 2020;4.744
Total Nacional;06 Badajoz;38 años;Mujeres;1 de enero de 2020;4.516
Total Nacional;06 Badajoz;39 años;Hombres;1 de enero de 2020;4.753
Total Nacional;06 Badajoz;39 años;Mujeres;1 de enero de 2020;4.920
Total Nacional;06 Badajoz;40 años;Hombres;1 de enero de 2020;4.968
Total Nacional;06 Badajoz;40 años;Mujeres;1 de enero de 2020;4.872
Total Nacional;06 Badajoz;41 años;Hombres;1 de enero de 2020;4.993
Total Nacional;06 Badajoz;41 años;Mujeres;1 de enero de 2020;5.081
Total Nacional;06 Badajoz;42 años;Hombres;1 de enero de 2020;4.992
Total Nacional;06 Badajoz;42 años;Mujeres;1 de enero de 2020;4.995
Total Nacional;06 Badajoz;43 años;Hombres;1 de enero de 2020;5.253
Total Nacional;06 Badajoz;43 años;Mujeres;1 de enero de 2020;5.153
Total Nacional;06 Badajoz;44 años;Hombres;1 de enero de 2020;5.229
Total Nacional;06 Badajoz;44 años;Mujeres;1 de enero de 2020;5.093
Total Nacional;06 Badajoz;45 años;Hombres;1 de enero de 2020;5.240
Total Nacional;06 Badajoz;45 años;Mujeres;1 de enero de 2020;5.076
Total Nacional;06 Badajoz;46 años;Hombres;1 de enero de 2020;5.344
Total Nacional;06 Badajoz;46 años;Mujeres;1 de enero de 2020;5.017
Total Nacional;06 Badajoz;47 años;Hombres;1 de enero de 2020;5.365
Total Nacional;06 Badajoz;47 años;Mujeres;1 de enero de 2020;5.192
Total Nacional;06 Badajoz;48 años;Hombres;1 de enero de 2020;5.189
Total Nacional;06 Badajoz;48 años;Mujeres;1 de enero de 2020;5.192
Total Nacional;06 Badajoz;49 años;Hombres;1 de enero de 2020;5.164
Total Nacional;06 Badajoz;49 años;Mujeres;1 de enero de 2020;5.172
Total Nacional;06 Badajoz;50 años;Hombres;1 de enero de 2020;5.242
Total Nacional;06 Badajoz;50 años;Mujeres;1 de enero de 2020;5.220
Total Nacional;06 Badajoz;51 años;Hombres;1 de enero de 2020;5.371
Total Nacional;06 Badajoz;51 años;Mujeres;1 de enero de 2020;5.246
Total Nacional;06 Badajoz;52 años;Hombres;1 de enero de 2020;5.255
Total Nacional;06 Badajoz;52 años;Mujeres;1 de enero de 2020;5.477
Total Nacional;06 Badajoz;53 años;Hombres;1 de enero de 2020;5.266
Total Nacional;06 Badajoz;53 años;Mujeres;1 de enero de 2020;5.229
Total Nacional;06 Badajoz;54 años;Hombres;1 de enero de 2020;5.380
Total Nacional;06 Badajoz;54 años;Mujeres;1 de enero de 2020;5.296
Total Nacional;06 Badajoz;55 años;Hombres;1 de enero de 2020;5.584
Total Nacional;06 Badajoz;55 años;Mujeres;1 de enero de 2020;5.537
Total Nacional;06 Badajoz;56 años;Hombres;1 de enero de 2020;5.349
Total Nacional;06 Badajoz;56 años;Mujeres;1 de enero de 2020;5.196
Total Nacional;06 Badajoz;57 años;Hombres;1 de enero de 2020;5.176
Total Nacional;06 Badajoz;57 años;Mujeres;1 de enero de 2020;5.047
Total Nacional;06 Badajoz;58 años;Hombres;1 de enero de 2020;4.985
Total Nacional;06 Badajoz;58 años;Mujeres;1 de enero de 2020;4.899
Total Nacional;06 Badajoz;59 años;Hombres;1 de enero de 2020;5.071
Total Nacional;06 Badajoz;59 años;Mujeres;1 de enero de 2020;4.867
Total Nacional;06 Badajoz;60 años;Hombres;1 de enero de 2020;4.714
Total Nacional;06 Badajoz;60 años;Mujeres;1 de enero de 2020;4.691
Total Nacional;06 Badajoz;61 años;Hombres;1 de enero de 2020;4.684
Total Nacional;06 Badajoz;61 años;Mujeres;1 de enero de 2020;4.443
Total Nacional;06 Badajoz;62 años;Hombres;1 de enero de 2020;4.262
Total Nacional;06 Badajoz;62 años;Mujeres;1 de enero de 2020;4.092
Total Nacional;06 Badajoz;63 años;Hombres;1 de enero de 2020;3.942
Total Nacional;06 Badajoz;63 años;Mujeres;1 de enero de 2020;3.815
Total Nacional;06 Badajoz;64 años;Hombres;1 de enero de 2020;3.688
Total Nacional;06 Badajoz;64 años;Mujeres;1 de enero de 2020;3.693
Total Nacional;06 Badajoz;65 años;Hombres;1 de enero de 2020;3.392
Total Nacional;06 Badajoz;65 años;Mujeres;1 de enero de 2020;3.469
Total Nacional;06 Badajoz;66 años;Hombres;1 de enero de 2020;3.512
Total Nacional;06 Badajoz;66 años;Mujeres;1 de enero de 2020;3.446
Total Nacional;06 Badajoz;67 años;Hombres;1 de enero de 2020;3.496
Total Nacional;06 Badajoz;67 años;Mujeres;1 de enero de 2020;3.436
Total Nacional;06 Badajoz;68 años;Hombres;1 de enero de 2020;3.302
Total Nacional;06 Badajoz;68 años;Mujeres;1 de enero de 2020;3.350
Total Nacional;06 Badajoz;69 años;Hombres;1 de enero de 2020;2.890
Total Nacional;06 Badajoz;69 años;Mujeres;1 de enero de 2020;3.056
Total Nacional;06 Badajoz;70 años;Hombres;1 de enero de 2020;3.057
Total Nacional;06 Badajoz;70 años;Mujeres;1 de enero de 2020;3.299
Total Nacional;06 Badajoz;71 años;Hombres;1 de enero de 2020;3.239
Total Nacional;06 Badajoz;71 años;Mujeres;1 de enero de 2020;3.653
Total Nacional;06 Badajoz;72 años;Hombres;1 de enero de 2020;2.923
Total Nacional;06 Badajoz;72 años;Mujeres;1 de enero de 2020;3.287
Total Nacional;06 Badajoz;73 años;Hombres;1 de enero de 2020;2.447
Total Nacional;06 Badajoz;73 años;Mujeres;1 de enero de 2020;2.802
Total Nacional;06 Badajoz;74 años;Hombres;1 de enero de 2020;2.718
Total Nacional;06 Badajoz;74 años;Mujeres;1 de enero de 2020;3.179
Total Nacional;06 Badajoz;75 años;Hombres;1 de enero de 2020;2.787
Total Nacional;06 Badajoz;75 años;Mujeres;1 de enero de 2020;3.182
Total Nacional;06 Badajoz;76 años;Hombres;1 de enero de 2020;2.658
Total Nacional;06 Badajoz;76 años;Mujeres;1 de enero de 2020;3.227
Total Nacional;06 Badajoz;77 años;Hombres;1 de enero de 2020;2.030
Total Nacional;06 Badajoz;77 años;Mujeres;1 de enero de 2020;2.623
Total Nacional;06 Badajoz;78 años;Hombres;1 de enero de 2020;1.566
Total Nacional;06 Badajoz;78 años;Mujeres;1 de enero de 2020;2.091
Total Nacional;06 Badajoz;79 años;Hombres;1 de enero de 2020;2.112
Total Nacional;06 Badajoz;79 años;Mujeres;1 de enero de 2020;3.055
Total Nacional;06 Badajoz;80 años;Hombres;1 de enero de 2020;1.380
Total Nacional;06 Badajoz;80 años;Mujeres;1 de enero de 2020;2.057
Total Nacional;06 Badajoz;81 años;Hombres;1 de enero de 2020;1.486
Total Nacional;06 Badajoz;81 años;Mujeres;1 de enero de 2020;2.097
Total Nacional;06 Badajoz;82 años;Hombres;1 de enero de 2020;1.637
Total Nacional;06 Badajoz;82 años;Mujeres;1 de enero de 2020;2.305
Total Nacional;06 Badajoz;83 años;Hombres;1 de enero de 2020;1.758
Total Nacional;06 Badajoz;83 años;Mujeres;1 de enero de 2020;2.816
Total Nacional;06 Badajoz;84 años;Hombres;1 de enero de 2020;1.667
Total Nacional;06 Badajoz;84 años;Mujeres;1 de enero de 2020;2.566
Total Nacional;06 Badajoz;85 años;Hombres;1 de enero de 2020;1.397
Total Nacional;06 Badajoz;85 años;Mujeres;1 de enero de 2020;2.311
Total Nacional;06 Badajoz;86 años;Hombres;1 de enero de 2020;1.292
Total Nacional;06 Badajoz;86 años;Mujeres;1 de enero de 2020;2.158
Total Nacional;06 Badajoz;87 años;Hombres;1 de enero de 2020;1.229
Total Nacional;06 Badajoz;87 años;Mujeres;1 de enero de 2020;2.043
Total Nacional;06 Badajoz;88 años;Hombres;1 de enero de 2020;988
Total Nacional;06 Badajoz;88 años;Mujeres;1 de enero de 2020;1.727
Total Nacional;06 Badajoz;89 años;Hombres;1 de enero de 2020;699
Total Nacional;06 Badajoz;89 años;Mujeres;1 de enero de 2020;1.427
Total Nacional;06 Badajoz;90 años;Hombres;1 de enero de 2020;643
Total Nacional;06 Badajoz;90 años;Mujeres;1 de enero de 2020;1.247
Total Nacional;06 Badajoz;91 años;Hombres;1 de enero de 2020;506
Total Nacional;06 Badajoz;91 años;Mujeres;1 de enero de 2020;946
Total Nacional;06 Badajoz;92 años;Hombres;1 de enero de 2020;365
Total Nacional;06 Badajoz;92 años;Mujeres;1 de enero de 2020;746
Total Nacional;06 Badajoz;93 años;Hombres;1 de enero de 2020;288
Total Nacional;06 Badajoz;93 años;Mujeres;1 de enero de 2020;623
Total Nacional;06 Badajoz;94 años;Hombres;1 de enero de 2020;219
Total Nacional;06 Badajoz;94 años;Mujeres;1 de enero de 2020;496
Total Nacional;06 Badajoz;95 años;Hombres;1 de enero de 2020;146
Total Nacional;06 Badajoz;95 años;Mujeres;1 de enero de 2020;381
Total Nacional;06 Badajoz;96 años;Hombres;1 de enero de 2020;86
Total Nacional;06 Badajoz;96 años;Mujeres;1 de enero de 2020;256
Total Nacional;06 Badajoz;97 años;Hombres;1 de enero de 2020;59
Total Nacional;06 Badajoz;97 años;Mujeres;1 de enero de 2020;172
Total Nacional;06 Badajoz;98 años;Hombres;1 de enero de 2020;32
Total Nacional;06 Badajoz;98 años;Mujeres;1 de enero de 2020;113
Total Nacional;06 Badajoz;99 años;Hombres;1 de enero de 2020;29
Total Nacional;06 Badajoz;99 años;Mujeres;1 de enero de 2020;74
Total Nacional;06 Badajoz;100 y más años;Hombres;1 de enero de 2020;23
Total Nacional;06 Badajoz;100 y más años;Mujeres;1 de enero de 2020;107
Total Nacional;07 Balears, Illes;0 años;Hombres;1 de enero de 2020;5.042
Total Nacional;07 Balears, Illes;0 años;Mujeres;1 de enero de 2020;4.759
Total Nacional;07 Balears, Illes;1 año;Hombres;1 de enero de 2020;5.384
Total Nacional;07 Balears, Illes;1 año;Mujeres;1 de enero de 2020;5.016
Total Nacional;07 Balears, Illes;2 años;Hombres;1 de enero de 2020;5.460
Total Nacional;07 Balears, Illes;2 años;Mujeres;1 de enero de 2020;5.135
Total Nacional;07 Balears, Illes;3 años;Hombres;1 de enero de 2020;5.752
Total Nacional;07 Balears, Illes;3 años;Mujeres;1 de enero de 2020;5.411
Total Nacional;07 Balears, Illes;4 años;Hombres;1 de enero de 2020;5.809
Total Nacional;07 Balears, Illes;4 años;Mujeres;1 de enero de 2020;5.519
Total Nacional;07 Balears, Illes;5 años;Hombres;1 de enero de 2020;6.004
Total Nacional;07 Balears, Illes;5 años;Mujeres;1 de enero de 2020;5.431
Total Nacional;07 Balears, Illes;6 años;Hombres;1 de enero de 2020;5.778
Total Nacional;07 Balears, Illes;6 años;Mujeres;1 de enero de 2020;5.488
