Total Nacional;Provincias;Edad simple;Sexo;Periodo;Total
Total Nacional;48 Bizkaia;51 años;Mujeres;1 de enero de 2022;9.122
Total Nacional;48 Bizkaia;52 años;Hombres;1 de enero de 2022;9.078
Total Nacional;48 Bizkaia;52 años;Mujeres;1 de enero de 2022;9.025
Total Nacional;48 Bizkaia;53 años;Hombres;1 de enero de 2022;8.855
Total Nacional;48 Bizkaia;53 años;Mujeres;1 de enero de 2022;9.045
Total Nacional;48 Bizkaia;54 años;Hombres;1 de enero de 2022;9.078
Total Nacional;48 Bizkaia;54 años;Mujeres;1 de enero de 2022;9.127
Total Nacional;48 Bizkaia;55 años;Hombres;1 de enero de 2022;8.831
Total Nacional;48 Bizkaia;55 años;Mujeres;1 de enero de 2022;9.227
Total Nacional;48 Bizkaia;56 años;Hombres;1 de enero de 2022;8.937
Total Nacional;48 Bizkaia;56 años;Mujeres;1 de enero de 2022;9.377
Total Nacional;48 Bizkaia;57 años;Hombres;1 de enero de 2022;9.181
Total Nacional;48 Bizkaia;57 años;Mujeres;1 de enero de 2022;9.494
Total Nacional;48 Bizkaia;58 años;Hombres;1 de enero de 2022;8.653
Total Nacional;48 Bizkaia;58 años;Mujeres;1 de enero de 2022;9.298
Total Nacional;48 Bizkaia;59 años;Hombres;1 de enero de 2022;8.482
Total Nacional;48 Bizkaia;59 años;Mujeres;1 de enero de 2022;8.988
Total Nacional;48 Bizkaia;60 años;Hombres;1 de enero de 2022;8.113
Total Nacional;48 Bizkaia;60 años;Mujeres;1 de enero de 2022;8.905
Total Nacional;48 Bizkaia;61 años;Hombres;1 de enero de 2022;8.271
Total Nacional;48 Bizkaia;61 años;Mujeres;1 de enero de 2022;8.965
Total Nacional;48 Bizkaia;62 años;Hombres;1 de enero de 2022;8.293
Total Nacional;48 Bizkaia;62 años;Mujeres;1 de enero de 2022;8.999
Total Nacional;48 Bizkaia;63 años;Hombres;1 de enero de 2022;7.875
Total Nacional;48 Bizkaia;63 años;Mujeres;1 de enero de 2022;8.679
Total Nacional;48 Bizkaia;64 años;Hombres;1 de enero de 2022;7.867
Total Nacional;48 Bizkaia;64 años;Mujeres;1 de enero de 2022;8.570
Total Nacional;48 Bizkaia;65 años;Hombres;1 de enero de 2022;7.174
Total Nacional;48 Bizkaia;65 años;Mujeres;1 de enero de 2022;8.018
Total Nacional;48 Bizkaia;66 años;Hombres;1 de enero de 2022;6.873
Total Nacional;48 Bizkaia;66 años;Mujeres;1 de enero de 2022;7.749
Total Nacional;48 Bizkaia;67 años;Hombres;1 de enero de 2022;6.505
Total Nacional;48 Bizkaia;67 años;Mujeres;1 de enero de 2022;7.290
Total Nacional;48 Bizkaia;68 años;Hombres;1 de enero de 2022;6.375
Total Nacional;48 Bizkaia;68 años;Mujeres;1 de enero de 2022;7.296
Total Nacional;48 Bizkaia;69 años;Hombres;1 de enero de 2022;6.289
Total Nacional;48 Bizkaia;69 años;Mujeres;1 de enero de 2022;7.193
Total Nacional;48 Bizkaia;70 años;Hombres;1 de enero de 2022;5.750
Total Nacional;48 Bizkaia;70 años;Mujeres;1 de enero de 2022;6.595
Total Nacional;48 Bizkaia;71 años;Hombres;1 de enero de 2022;5.749
Total Nacional;48 Bizkaia;71 años;Mujeres;1 de enero de 2022;6.938
Total Nacional;48 Bizkaia;72 años;Hombres;1 de enero de 2022;5.904
Total Nacional;48 Bizkaia;72 años;Mujeres;1 de enero de 2022;6.890
Total Nacional;48 Bizkaia;73 años;Hombres;1 de enero de 2022;5.842
Total Nacional;48 Bizkaia;73 años;Mujeres;1 de enero de 2022;7.102
Total Nacional;48 Bizkaia;74 años;Hombres;1 de enero de 2022;5.269
Total Nacional;48 Bizkaia;74 años;Mujeres;1 de enero de 2022;6.438
Total Nacional;48 Bizkaia;75 años;Hombres;1 de enero de 2022;5.079
Total Nacional;48 Bizkaia;75 años;Mujeres;1 de enero de 2022;6.359
Total Nacional;48 Bizkaia;76 años;Hombres;1 de enero de 2022;4.793
Total Nacional;48 Bizkaia;76 años;Mujeres;1 de enero de 2022;6.571
Total Nacional;48 Bizkaia;77 años;Hombres;1 de enero de 2022;4.656
Total Nacional;48 Bizkaia;77 años;Mujeres;1 de enero de 2022;6.136
Total Nacional;48 Bizkaia;78 años;Hombres;1 de enero de 2022;4.327
Total Nacional;48 Bizkaia;78 años;Mujeres;1 de enero de 2022;5.878
Total Nacional;48 Bizkaia;79 años;Hombres;1 de enero de 2022;3.656
Total Nacional;48 Bizkaia;79 años;Mujeres;1 de enero de 2022;4.903
Total Nacional;48 Bizkaia;80 años;Hombres;1 de enero de 2022;3.331
Total Nacional;48 Bizkaia;80 años;Mujeres;1 de enero de 2022;4.714
Total Nacional;48 Bizkaia;81 años;Hombres;1 de enero de 2022;3.476
Total Nacional;48 Bizkaia;81 años;Mujeres;1 de enero de 2022;5.037
Total Nacional;48 Bizkaia;82 años;Hombres;1 de enero de 2022;2.366
Total Nacional;48 Bizkaia;82 años;Mujeres;1 de enero de 2022;3.723
Total Nacional;48 Bizkaia;83 años;Hombres;1 de enero de 2022;2.454
Total Nacional;48 Bizkaia;83 años;Mujeres;1 de enero de 2022;3.994
Total Nacional;48 Bizkaia;84 años;Hombres;1 de enero de 2022;2.583
Total Nacional;48 Bizkaia;84 años;Mujeres;1 de enero de 2022;4.271
Total Nacional;48 Bizkaia;85 años;Hombres;1 de enero de 2022;2.568
Total Nacional;48 Bizkaia;85 años;Mujeres;1 de enero de 2022;4.806
Total Nacional;48 Bizkaia;86 años;Hombres;1 de enero de 2022;2.469
Total Nacional;48 Bizkaia;86 años;Mujeres;1 de enero de 2022;4.149
Total Nacional;48 Bizkaia;87 años;Hombres;1 de enero de 2022;2.268
Total Nacional;48 Bizkaia;87 años;Mujeres;1 de enero de 2022;4.106
Total Nacional;48 Bizkaia;88 años;Hombres;1 de enero de 2022;1.949
Total Nacional;48 Bizkaia;88 años;Mujeres;1 de enero de 2022;3.790
Total Nacional;48 Bizkaia;89 años;Hombres;1 de enero de 2022;1.641
Total Nacional;48 Bizkaia;89 años;Mujeres;1 de enero de 2022;3.563
Total Nacional;48 Bizkaia;90 años;Hombres;1 de enero de 2022;1.296
Total Nacional;48 Bizkaia;90 años;Mujeres;1 de enero de 2022;2.989
Total Nacional;48 Bizkaia;91 años;Hombres;1 de enero de 2022;1.049
Total Nacional;48 Bizkaia;91 años;Mujeres;1 de enero de 2022;2.552
Total Nacional;48 Bizkaia;92 años;Hombres;1 de enero de 2022;830
Total Nacional;48 Bizkaia;92 años;Mujeres;1 de enero de 2022;2.050
Total Nacional;48 Bizkaia;93 años;Hombres;1 de enero de 2022;648
Total Nacional;48 Bizkaia;93 años;Mujeres;1 de enero de 2022;1.686
Total Nacional;48 Bizkaia;94 años;Hombres;1 de enero de 2022;427
Total Nacional;48 Bizkaia;94 años;Mujeres;1 de enero de 2022;1.338
Total Nacional;48 Bizkaia;95 años;Hombres;1 de enero de 2022;301
Total Nacional;48 Bizkaia;95 años;Mujeres;1 de enero de 2022;993
Total Nacional;48 Bizkaia;96 años;Hombres;1 de enero de 2022;207
Total Nacional;48 Bizkaia;96 años;Mujeres;1 de enero de 2022;797
Total Nacional;48 Bizkaia;97 años;Hombres;1 de enero de 2022;117
Total Nacional;48 Bizkaia;97 años;Mujeres;1 de enero de 2022;545
Total Nacional;48 Bizkaia;98 años;Hombres;1 de enero de 2022;85
Total Nacional;48 Bizkaia;98 años;Mujeres;1 de enero de 2022;410
Total Nacional;48 Bizkaia;99 años;Hombres;1 de enero de 2022;54
Total Nacional;48 Bizkaia;99 años;Mujeres;1 de enero de 2022;255
Total Nacional;48 Bizkaia;100 y más años;Hombres;1 de enero de 2022;44
Total Nacional;48 Bizkaia;100 y más años;Mujeres;1 de enero de 2022;374
Total Nacional;09 Burgos;0 años;Hombres;1 de enero de 2022;1.074
Total Nacional;09 Burgos;0 años;Mujeres;1 de enero de 2022;987
Total Nacional;09 Burgos;1 año;Hombres;1 de enero de 2022;1.121
Total Nacional;09 Burgos;1 año;Mujeres;1 de enero de 2022;1.061
Total Nacional;09 Burgos;2 años;Hombres;1 de enero de 2022;1.281
Total Nacional;09 Burgos;2 años;Mujeres;1 de enero de 2022;1.203
Total Nacional;09 Burgos;3 años;Hombres;1 de enero de 2022;1.272
Total Nacional;09 Burgos;3 años;Mujeres;1 de enero de 2022;1.181
Total Nacional;09 Burgos;4 años;Hombres;1 de enero de 2022;1.326
Total Nacional;09 Burgos;4 años;Mujeres;1 de enero de 2022;1.263
Total Nacional;09 Burgos;5 años;Hombres;1 de enero de 2022;1.467
Total Nacional;09 Burgos;5 años;Mujeres;1 de enero de 2022;1.342
Total Nacional;09 Burgos;6 años;Hombres;1 de enero de 2022;1.492
Total Nacional;09 Burgos;6 años;Mujeres;1 de enero de 2022;1.461
Total Nacional;09 Burgos;7 años;Hombres;1 de enero de 2022;1.537
Total Nacional;09 Burgos;7 años;Mujeres;1 de enero de 2022;1.454
Total Nacional;09 Burgos;8 años;Hombres;1 de enero de 2022;1.613
Total Nacional;09 Burgos;8 años;Mujeres;1 de enero de 2022;1.515
Total Nacional;09 Burgos;9 años;Hombres;1 de enero de 2022;1.654
Total Nacional;09 Burgos;9 años;Mujeres;1 de enero de 2022;1.554
Total Nacional;09 Burgos;10 años;Hombres;1 de enero de 2022;1.724
Total Nacional;09 Burgos;10 años;Mujeres;1 de enero de 2022;1.611
Total Nacional;09 Burgos;11 años;Hombres;1 de enero de 2022;1.741
Total Nacional;09 Burgos;11 años;Mujeres;1 de enero de 2022;1.606
Total Nacional;09 Burgos;12 años;Hombres;1 de enero de 2022;1.727
Total Nacional;09 Burgos;12 años;Mujeres;1 de enero de 2022;1.626
Total Nacional;09 Burgos;13 años;Hombres;1 de enero de 2022;1.827
Total Nacional;09 Burgos;13 años;Mujeres;1 de enero de 2022;1.788
Total Nacional;09 Burgos;14 años;Hombres;1 de enero de 2022;1.729
Total Nacional;09 Burgos;14 años;Mujeres;1 de enero de 2022;1.635
Total Nacional;09 Burgos;15 años;Hombres;1 de enero de 2022;1.681
Total Nacional;09 Burgos;15 años;Mujeres;1 de enero de 2022;1.585
Total Nacional;09 Burgos;16 años;Hombres;1 de enero de 2022;1.689
Total Nacional;09 Burgos;16 años;Mujeres;1 de enero de 2022;1.613
Total Nacional;09 Burgos;17 años;Hombres;1 de enero de 2022;1.662
Total Nacional;09 Burgos;17 años;Mujeres;1 de enero de 2022;1.601
Total Nacional;09 Burgos;18 años;Hombres;1 de enero de 2022;1.597
Total Nacional;09 Burgos;18 años;Mujeres;1 de enero de 2022;1.553
Total Nacional;09 Burgos;19 años;Hombres;1 de enero de 2022;1.696
Total Nacional;09 Burgos;19 años;Mujeres;1 de enero de 2022;1.519
Total Nacional;09 Burgos;20 años;Hombres;1 de enero de 2022;1.680
Total Nacional;09 Burgos;20 años;Mujeres;1 de enero de 2022;1.550
Total Nacional;09 Burgos;21 años;Hombres;1 de enero de 2022;1.760
Total Nacional;09 Burgos;21 años;Mujeres;1 de enero de 2022;1.557
Total Nacional;09 Burgos;22 años;Hombres;1 de enero de 2022;1.699
Total Nacional;09 Burgos;22 años;Mujeres;1 de enero de 2022;1.602
Total Nacional;09 Burgos;23 años;Hombres;1 de enero de 2022;1.653
Total Nacional;09 Burgos;23 años;Mujeres;1 de enero de 2022;1.445
Total Nacional;09 Burgos;24 años;Hombres;1 de enero de 2022;1.688
Total Nacional;09 Burgos;24 años;Mujeres;1 de enero de 2022;1.581
Total Nacional;09 Burgos;25 años;Hombres;1 de enero de 2022;1.603
Total Nacional;09 Burgos;25 años;Mujeres;1 de enero de 2022;1.461
Total Nacional;09 Burgos;26 años;Hombres;1 de enero de 2022;1.567
Total Nacional;09 Burgos;26 años;Mujeres;1 de enero de 2022;1.424
Total Nacional;09 Burgos;27 años;Hombres;1 de enero de 2022;1.663
Total Nacional;09 Burgos;27 años;Mujeres;1 de enero de 2022;1.493
Total Nacional;09 Burgos;28 años;Hombres;1 de enero de 2022;1.660
Total Nacional;09 Burgos;28 años;Mujeres;1 de enero de 2022;1.577
Total Nacional;09 Burgos;29 años;Hombres;1 de enero de 2022;1.738
Total Nacional;09 Burgos;29 años;Mujeres;1 de enero de 2022;1.524
Total Nacional;09 Burgos;30 años;Hombres;1 de enero de 2022;1.705
Total Nacional;09 Burgos;30 años;Mujeres;1 de enero de 2022;1.544
Total Nacional;09 Burgos;31 años;Hombres;1 de enero de 2022;1.835
Total Nacional;09 Burgos;31 años;Mujeres;1 de enero de 2022;1.632
Total Nacional;09 Burgos;32 años;Hombres;1 de enero de 2022;1.802
Total Nacional;09 Burgos;32 años;Mujeres;1 de enero de 2022;1.722
Total Nacional;09 Burgos;33 años;Hombres;1 de enero de 2022;1.884
Total Nacional;09 Burgos;33 años;Mujeres;1 de enero de 2022;1.742
Total Nacional;09 Burgos;34 años;Hombres;1 de enero de 2022;1.864
Total Nacional;09 Burgos;34 años;Mujeres;1 de enero de 2022;1.792
Total Nacional;09 Burgos;35 años;Hombres;1 de enero de 2022;2.013
Total Nacional;09 Burgos;35 años;Mujeres;1 de enero de 2022;1.888
Total Nacional;09 Burgos;36 años;Hombres;1 de enero de 2022;2.041
Total Nacional;09 Burgos;36 años;Mujeres;1 de enero de 2022;1.941
Total Nacional;09 Burgos;37 años;Hombres;1 de enero de 2022;2.069
Total Nacional;09 Burgos;37 años;Mujeres;1 de enero de 2022;1.993
Total Nacional;09 Burgos;38 años;Hombres;1 de enero de 2022;2.214
Total Nacional;09 Burgos;38 años;Mujeres;1 de enero de 2022;2.068
Total Nacional;09 Burgos;39 años;Hombres;1 de enero de 2022;2.298
Total Nacional;09 Burgos;39 años;Mujeres;1 de enero de 2022;2.115
Total Nacional;09 Burgos;40 años;Hombres;1 de enero de 2022;2.429
Total Nacional;09 Burgos;40 años;Mujeres;1 de enero de 2022;2.240
Total Nacional;09 Burgos;41 años;Hombres;1 de enero de 2022;2.548
Total Nacional;09 Burgos;41 años;Mujeres;1 de enero de 2022;2.433
Total Nacional;09 Burgos;42 años;Hombres;1 de enero de 2022;2.640
Total Nacional;09 Burgos;42 años;Mujeres;1 de enero de 2022;2.426
Total Nacional;09 Burgos;43 años;Hombres;1 de enero de 2022;2.877
Total Nacional;09 Burgos;43 años;Mujeres;1 de enero de 2022;2.640
Total Nacional;09 Burgos;44 años;Hombres;1 de enero de 2022;2.845
Total Nacional;09 Burgos;44 años;Mujeres;1 de enero de 2022;2.711
Total Nacional;09 Burgos;45 años;Hombres;1 de enero de 2022;2.993
Total Nacional;09 Burgos;45 años;Mujeres;1 de enero de 2022;2.867
Total Nacional;09 Burgos;46 años;Hombres;1 de enero de 2022;2.892
Total Nacional;09 Burgos;46 años;Mujeres;1 de enero de 2022;2.758
Total Nacional;09 Burgos;47 años;Hombres;1 de enero de 2022;2.891
Total Nacional;09 Burgos;47 años;Mujeres;1 de enero de 2022;2.855
Total Nacional;09 Burgos;48 años;Hombres;1 de enero de 2022;2.977
Total Nacional;09 Burgos;48 años;Mujeres;1 de enero de 2022;2.724
Total Nacional;09 Burgos;49 años;Hombres;1 de enero de 2022;2.799
Total Nacional;09 Burgos;49 años;Mujeres;1 de enero de 2022;2.769
Total Nacional;09 Burgos;50 años;Hombres;1 de enero de 2022;2.926
Total Nacional;09 Burgos;50 años;Mujeres;1 de enero de 2022;2.652
Total Nacional;09 Burgos;51 años;Hombres;1 de enero de 2022;2.801
Total Nacional;09 Burgos;51 años;Mujeres;1 de enero de 2022;2.660
Total Nacional;09 Burgos;52 años;Hombres;1 de enero de 2022;2.999
Total Nacional;09 Burgos;52 años;Mujeres;1 de enero de 2022;2.756
Total Nacional;09 Burgos;53 años;Hombres;1 de enero de 2022;2.958
Total Nacional;09 Burgos;53 años;Mujeres;1 de enero de 2022;2.781
Total Nacional;09 Burgos;54 años;Hombres;1 de enero de 2022;2.806
Total Nacional;09 Burgos;54 años;Mujeres;1 de enero de 2022;2.764
Total Nacional;09 Burgos;55 años;Hombres;1 de enero de 2022;2.785
Total Nacional;09 Burgos;55 años;Mujeres;1 de enero de 2022;2.719
Total Nacional;09 Burgos;56 años;Hombres;1 de enero de 2022;2.903
Total Nacional;09 Burgos;56 años;Mujeres;1 de enero de 2022;2.837
Total Nacional;09 Burgos;57 años;Hombres;1 de enero de 2022;2.778
Total Nacional;09 Burgos;57 años;Mujeres;1 de enero de 2022;2.983
Total Nacional;09 Burgos;58 años;Hombres;1 de enero de 2022;2.874
Total Nacional;09 Burgos;58 años;Mujeres;1 de enero de 2022;2.720
Total Nacional;09 Burgos;59 años;Hombres;1 de enero de 2022;2.799
Total Nacional;09 Burgos;59 años;Mujeres;1 de enero de 2022;2.703
Total Nacional;09 Burgos;60 años;Hombres;1 de enero de 2022;2.709
Total Nacional;09 Burgos;60 años;Mujeres;1 de enero de 2022;2.606
Total Nacional;09 Burgos;61 años;Hombres;1 de enero de 2022;2.854
Total Nacional;09 Burgos;61 años;Mujeres;1 de enero de 2022;2.698
Total Nacional;09 Burgos;62 años;Hombres;1 de enero de 2022;2.725
Total Nacional;09 Burgos;62 años;Mujeres;1 de enero de 2022;2.593
Total Nacional;09 Burgos;63 años;Hombres;1 de enero de 2022;2.737
Total Nacional;09 Burgos;63 años;Mujeres;1 de enero de 2022;2.503
Total Nacional;09 Burgos;64 años;Hombres;1 de enero de 2022;2.659
Total Nacional;09 Burgos;64 años;Mujeres;1 de enero de 2022;2.569
Total Nacional;09 Burgos;65 años;Hombres;1 de enero de 2022;2.515
Total Nacional;09 Burgos;65 años;Mujeres;1 de enero de 2022;2.339
Total Nacional;09 Burgos;66 años;Hombres;1 de enero de 2022;2.306
Total Nacional;09 Burgos;66 años;Mujeres;1 de enero de 2022;2.240
Total Nacional;09 Burgos;67 años;Hombres;1 de enero de 2022;2.255
Total Nacional;09 Burgos;67 años;Mujeres;1 de enero de 2022;2.154
Total Nacional;09 Burgos;68 años;Hombres;1 de enero de 2022;2.290
Total Nacional;09 Burgos;68 años;Mujeres;1 de enero de 2022;2.105
Total Nacional;09 Burgos;69 años;Hombres;1 de enero de 2022;2.177
Total Nacional;09 Burgos;69 años;Mujeres;1 de enero de 2022;2.061
Total Nacional;09 Burgos;70 años;Hombres;1 de enero de 2022;2.023
Total Nacional;09 Burgos;70 años;Mujeres;1 de enero de 2022;1.914
Total Nacional;09 Burgos;71 años;Hombres;1 de enero de 2022;1.994
Total Nacional;09 Burgos;71 años;Mujeres;1 de enero de 2022;1.890
Total Nacional;09 Burgos;72 años;Hombres;1 de enero de 2022;1.973
Total Nacional;09 Burgos;72 años;Mujeres;1 de enero de 2022;1.957
Total Nacional;09 Burgos;73 años;Hombres;1 de enero de 2022;2.015
Total Nacional;09 Burgos;73 años;Mujeres;1 de enero de 2022;1.947
Total Nacional;09 Burgos;74 años;Hombres;1 de enero de 2022;1.724
Total Nacional;09 Burgos;74 años;Mujeres;1 de enero de 2022;1.864
Total Nacional;09 Burgos;75 años;Hombres;1 de enero de 2022;1.652
Total Nacional;09 Burgos;75 años;Mujeres;1 de enero de 2022;1.823
Total Nacional;09 Burgos;76 años;Hombres;1 de enero de 2022;1.685
Total Nacional;09 Burgos;76 años;Mujeres;1 de enero de 2022;1.846
Total Nacional;09 Burgos;77 años;Hombres;1 de enero de 2022;1.535
Total Nacional;09 Burgos;77 años;Mujeres;1 de enero de 2022;1.716
Total Nacional;09 Burgos;78 años;Hombres;1 de enero de 2022;1.537
Total Nacional;09 Burgos;78 años;Mujeres;1 de enero de 2022;1.667
Total Nacional;09 Burgos;79 años;Hombres;1 de enero de 2022;1.335
Total Nacional;09 Burgos;79 años;Mujeres;1 de enero de 2022;1.557
Total Nacional;09 Burgos;80 años;Hombres;1 de enero de 2022;1.155
Total Nacional;09 Burgos;80 años;Mujeres;1 de enero de 2022;1.404
Total Nacional;09 Burgos;81 años;Hombres;1 de enero de 2022;1.186
Total Nacional;09 Burgos;81 años;Mujeres;1 de enero de 2022;1.570
Total Nacional;09 Burgos;82 años;Hombres;1 de enero de 2022;863
Total Nacional;09 Burgos;82 años;Mujeres;1 de enero de 2022;1.078
Total Nacional;09 Burgos;83 años;Hombres;1 de enero de 2022;822
Total Nacional;09 Burgos;83 años;Mujeres;1 de enero de 2022;1.160
Total Nacional;09 Burgos;84 años;Hombres;1 de enero de 2022;889
Total Nacional;09 Burgos;84 años;Mujeres;1 de enero de 2022;1.269
Total Nacional;09 Burgos;85 años;Hombres;1 de enero de 2022;945
Total Nacional;09 Burgos;85 años;Mujeres;1 de enero de 2022;1.527
Total Nacional;09 Burgos;86 años;Hombres;1 de enero de 2022;815
Total Nacional;09 Burgos;86 años;Mujeres;1 de enero de 2022;1.310
Total Nacional;09 Burgos;87 años;Hombres;1 de enero de 2022;753
Total Nacional;09 Burgos;87 años;Mujeres;1 de enero de 2022;1.289
Total Nacional;09 Burgos;88 años;Hombres;1 de enero de 2022;675
Total Nacional;09 Burgos;88 años;Mujeres;1 de enero de 2022;1.274
Total Nacional;09 Burgos;89 años;Hombres;1 de enero de 2022;585
Total Nacional;09 Burgos;89 años;Mujeres;1 de enero de 2022;1.168
Total Nacional;09 Burgos;90 años;Hombres;1 de enero de 2022;540
Total Nacional;09 Burgos;90 años;Mujeres;1 de enero de 2022;977
Total Nacional;09 Burgos;91 años;Hombres;1 de enero de 2022;469
Total Nacional;09 Burgos;91 años;Mujeres;1 de enero de 2022;945
Total Nacional;09 Burgos;92 años;Hombres;1 de enero de 2022;328
Total Nacional;09 Burgos;92 años;Mujeres;1 de enero de 2022;779
Total Nacional;09 Burgos;93 años;Hombres;1 de enero de 2022;293
Total Nacional;09 Burgos;93 años;Mujeres;1 de enero de 2022;671
Total Nacional;09 Burgos;94 años;Hombres;1 de enero de 2022;191
Total Nacional;09 Burgos;94 años;Mujeres;1 de enero de 2022;554
Total Nacional;09 Burgos;95 años;Hombres;1 de enero de 2022;145
Total Nacional;09 Burgos;95 años;Mujeres;1 de enero de 2022;442
Total Nacional;09 Burgos;96 años;Hombres;1 de enero de 2022;84
Total Nacional;09 Burgos;96 años;Mujeres;1 de enero de 2022;349
Total Nacional;09 Burgos;97 años;Hombres;1 de enero de 2022;77
Total Nacional;09 Burgos;97 años;Mujeres;1 de enero de 2022;230
Total Nacional;09 Burgos;98 años;Hombres;1 de enero de 2022;59
Total Nacional;09 Burgos;98 años;Mujeres;1 de enero de 2022;185
Total Nacional;09 Burgos;99 años;Hombres;1 de enero de 2022;32
Total Nacional;09 Burgos;99 años;Mujeres;1 de enero de 2022;126
Total Nacional;09 Burgos;100 y más años;Hombres;1 de enero de 2022;37
Total Nacional;09 Burgos;100 y más años;Mujeres;1 de enero de 2022;174
Total Nacional;10 Cáceres;0 años;Hombres;1 de enero de 2022;1.182
Total Nacional;10 Cáceres;0 años;Mujeres;1 de enero de 2022;1.178
Total Nacional;10 Cáceres;1 año;Hombres;1 de enero de 2022;1.282
Total Nacional;10 Cáceres;1 año;Mujeres;1 de enero de 2022;1.216
Total Nacional;10 Cáceres;2 años;Hombres;1 de enero de 2022;1.254
Total Nacional;10 Cáceres;2 años;Mujeres;1 de enero de 2022;1.179
Total Nacional;10 Cáceres;3 años;Hombres;1 de enero de 2022;1.312
Total Nacional;10 Cáceres;3 años;Mujeres;1 de enero de 2022;1.327
Total Nacional;10 Cáceres;4 años;Hombres;1 de enero de 2022;1.466
Total Nacional;10 Cáceres;4 años;Mujeres;1 de enero de 2022;1.341
Total Nacional;10 Cáceres;5 años;Hombres;1 de enero de 2022;1.526
Total Nacional;10 Cáceres;5 años;Mujeres;1 de enero de 2022;1.427
Total Nacional;10 Cáceres;6 años;Hombres;1 de enero de 2022;1.560
Total Nacional;10 Cáceres;6 años;Mujeres;1 de enero de 2022;1.445
Total Nacional;10 Cáceres;7 años;Hombres;1 de enero de 2022;1.534
Total Nacional;10 Cáceres;7 años;Mujeres;1 de enero de 2022;1.530
Total Nacional;10 Cáceres;8 años;Hombres;1 de enero de 2022;1.508
Total Nacional;10 Cáceres;8 años;Mujeres;1 de enero de 2022;1.480
Total Nacional;10 Cáceres;9 años;Hombres;1 de enero de 2022;1.681
Total Nacional;10 Cáceres;9 años;Mujeres;1 de enero de 2022;1.560
Total Nacional;10 Cáceres;10 años;Hombres;1 de enero de 2022;1.849
Total Nacional;10 Cáceres;10 años;Mujeres;1 de enero de 2022;1.590
Total Nacional;10 Cáceres;11 años;Hombres;1 de enero de 2022;1.732
Total Nacional;10 Cáceres;11 años;Mujeres;1 de enero de 2022;1.655
Total Nacional;10 Cáceres;12 años;Hombres;1 de enero de 2022;1.843
Total Nacional;10 Cáceres;12 años;Mujeres;1 de enero de 2022;1.700
Total Nacional;10 Cáceres;13 años;Hombres;1 de enero de 2022;1.953
Total Nacional;10 Cáceres;13 años;Mujeres;1 de enero de 2022;1.786
Total Nacional;10 Cáceres;14 años;Hombres;1 de enero de 2022;1.884
Total Nacional;10 Cáceres;14 años;Mujeres;1 de enero de 2022;1.742
Total Nacional;10 Cáceres;15 años;Hombres;1 de enero de 2022;1.871
Total Nacional;10 Cáceres;15 años;Mujeres;1 de enero de 2022;1.787
Total Nacional;10 Cáceres;16 años;Hombres;1 de enero de 2022;1.920
Total Nacional;10 Cáceres;16 años;Mujeres;1 de enero de 2022;1.824
Total Nacional;10 Cáceres;17 años;Hombres;1 de enero de 2022;1.910
Total Nacional;10 Cáceres;17 años;Mujeres;1 de enero de 2022;1.821
Total Nacional;10 Cáceres;18 años;Hombres;1 de enero de 2022;1.900
Total Nacional;10 Cáceres;18 años;Mujeres;1 de enero de 2022;1.790
Total Nacional;10 Cáceres;19 años;Hombres;1 de enero de 2022;1.922
Total Nacional;10 Cáceres;19 años;Mujeres;1 de enero de 2022;1.768
Total Nacional;10 Cáceres;20 años;Hombres;1 de enero de 2022;1.920
Total Nacional;10 Cáceres;20 años;Mujeres;1 de enero de 2022;1.844
Total Nacional;10 Cáceres;21 años;Hombres;1 de enero de 2022;2.008
Total Nacional;10 Cáceres;21 años;Mujeres;1 de enero de 2022;1.873
Total Nacional;10 Cáceres;22 años;Hombres;1 de enero de 2022;1.905
Total Nacional;10 Cáceres;22 años;Mujeres;1 de enero de 2022;1.846
Total Nacional;10 Cáceres;23 años;Hombres;1 de enero de 2022;1.968
Total Nacional;10 Cáceres;23 años;Mujeres;1 de enero de 2022;1.764
Total Nacional;10 Cáceres;24 años;Hombres;1 de enero de 2022;1.958
Total Nacional;10 Cáceres;24 años;Mujeres;1 de enero de 2022;1.746
Total Nacional;10 Cáceres;25 años;Hombres;1 de enero de 2022;1.899
Total Nacional;10 Cáceres;25 años;Mujeres;1 de enero de 2022;1.800
Total Nacional;10 Cáceres;26 años;Hombres;1 de enero de 2022;1.948
Total Nacional;10 Cáceres;26 años;Mujeres;1 de enero de 2022;1.782
Total Nacional;10 Cáceres;27 años;Hombres;1 de enero de 2022;1.981
Total Nacional;10 Cáceres;27 años;Mujeres;1 de enero de 2022;1.816
Total Nacional;10 Cáceres;28 años;Hombres;1 de enero de 2022;2.004
Total Nacional;10 Cáceres;28 años;Mujeres;1 de enero de 2022;1.875
Total Nacional;10 Cáceres;29 años;Hombres;1 de enero de 2022;2.033
Total Nacional;10 Cáceres;29 años;Mujeres;1 de enero de 2022;1.951
Total Nacional;10 Cáceres;30 años;Hombres;1 de enero de 2022;2.047
Total Nacional;10 Cáceres;30 años;Mujeres;1 de enero de 2022;1.939
Total Nacional;10 Cáceres;31 años;Hombres;1 de enero de 2022;2.115
Total Nacional;10 Cáceres;31 años;Mujeres;1 de enero de 2022;1.981
Total Nacional;10 Cáceres;32 años;Hombres;1 de enero de 2022;2.205
Total Nacional;10 Cáceres;32 años;Mujeres;1 de enero de 2022;2.098
