Total Nacional;Provincias;Edad simple;Sexo;Periodo;Total
Total Nacional;02 Albacete;82 años;Mujeres;1 de enero de 2023;1.750
Total Nacional;02 Albacete;83 años;Hombres;1 de enero de 2023;584
Total Nacional;02 Albacete;83 años;Mujeres;1 de enero de 2023;848
Total Nacional;02 Albacete;84 años;Hombres;1 de enero de 2023;821
Total Nacional;02 Albacete;84 años;Mujeres;1 de enero de 2023;1.193
Total Nacional;02 Albacete;85 años;Hombres;1 de enero de 2023;848
Total Nacional;02 Albacete;85 años;Mujeres;1 de enero de 2023;1.165
Total Nacional;02 Albacete;86 años;Hombres;1 de enero de 2023;784
Total Nacional;02 Albacete;86 años;Mujeres;1 de enero de 2023;1.181
Total Nacional;02 Albacete;87 años;Hombres;1 de enero de 2023;687
Total Nacional;02 Albacete;87 años;Mujeres;1 de enero de 2023;1.075
Total Nacional;02 Albacete;88 años;Hombres;1 de enero de 2023;597
Total Nacional;02 Albacete;88 años;Mujeres;1 de enero de 2023;915
Total Nacional;02 Albacete;89 años;Hombres;1 de enero de 2023;514
Total Nacional;02 Albacete;89 años;Mujeres;1 de enero de 2023;897
Total Nacional;02 Albacete;90 años;Hombres;1 de enero de 2023;457
Total Nacional;02 Albacete;90 años;Mujeres;1 de enero de 2023;745
Total Nacional;02 Albacete;91 años;Hombres;1 de enero de 2023;378
Total Nacional;02 Albacete;91 años;Mujeres;1 de enero de 2023;647
Total Nacional;02 Albacete;92 años;Hombres;1 de enero de 2023;308
Total Nacional;02 Albacete;92 años;Mujeres;1 de enero de 2023;574
Total Nacional;02 Albacete;93 años;Hombres;1 de enero de 2023;237
Total Nacional;02 Albacete;93 años;Mujeres;1 de enero de 2023;424
Total Nacional;02 Albacete;94 años;Hombres;1 de enero de 2023;160
Total Nacional;02 Albacete;94 años;Mujeres;1 de enero de 2023;335
Total Nacional;02 Albacete;95 años;Hombres;1 de enero de 2023;120
Total Nacional;02 Albacete;95 años;Mujeres;1 de enero de 2023;248
Total Nacional;02 Albacete;96 años;Hombres;1 de enero de 2023;63
Total Nacional;02 Albacete;96 años;Mujeres;1 de enero de 2023;184
Total Nacional;02 Albacete;97 años;Hombres;1 de enero de 2023;46
Total Nacional;02 Albacete;97 años;Mujeres;1 de enero de 2023;116
Total Nacional;02 Albacete;98 años;Hombres;1 de enero de 2023;30
Total Nacional;02 Albacete;98 años;Mujeres;1 de enero de 2023;73
Total Nacional;02 Albacete;99 años;Hombres;1 de enero de 2023;25
Total Nacional;02 Albacete;99 años;Mujeres;1 de enero de 2023;50
Total Nacional;02 Albacete;100 y más años;Hombres;1 de enero de 2023;30
Total Nacional;02 Albacete;100 y más años;Mujeres;1 de enero de 2023;84
Total Nacional;03 Alicante/Alacant;0 años;Hombres;1 de enero de 2023;6.924
Total Nacional;03 Alicante/Alacant;0 años;Mujeres;1 de enero de 2023;6.514
Total Nacional;03 Alicante/Alacant;1 año;Hombres;1 de enero de 2023;7.326
Total Nacional;03 Alicante/Alacant;1 año;Mujeres;1 de enero de 2023;6.902
Total Nacional;03 Alicante/Alacant;2 años;Hombres;1 de enero de 2023;7.253
Total Nacional;03 Alicante/Alacant;2 años;Mujeres;1 de enero de 2023;6.917
Total Nacional;03 Alicante/Alacant;3 años;Hombres;1 de enero de 2023;7.878
Total Nacional;03 Alicante/Alacant;3 años;Mujeres;1 de enero de 2023;7.327
Total Nacional;03 Alicante/Alacant;4 años;Hombres;1 de enero de 2023;8.256
Total Nacional;03 Alicante/Alacant;4 años;Mujeres;1 de enero de 2023;7.733
Total Nacional;03 Alicante/Alacant;5 años;Hombres;1 de enero de 2023;8.891
Total Nacional;03 Alicante/Alacant;5 años;Mujeres;1 de enero de 2023;8.456
Total Nacional;03 Alicante/Alacant;6 años;Hombres;1 de enero de 2023;9.330
Total Nacional;03 Alicante/Alacant;6 años;Mujeres;1 de enero de 2023;8.487
Total Nacional;03 Alicante/Alacant;7 años;Hombres;1 de enero de 2023;9.632
Total Nacional;03 Alicante/Alacant;7 años;Mujeres;1 de enero de 2023;9.029
Total Nacional;03 Alicante/Alacant;8 años;Hombres;1 de enero de 2023;9.629
Total Nacional;03 Alicante/Alacant;8 años;Mujeres;1 de enero de 2023;9.255
Total Nacional;03 Alicante/Alacant;9 años;Hombres;1 de enero de 2023;9.784
Total Nacional;03 Alicante/Alacant;9 años;Mujeres;1 de enero de 2023;9.051
Total Nacional;03 Alicante/Alacant;10 años;Hombres;1 de enero de 2023;10.048
Total Nacional;03 Alicante/Alacant;10 años;Mujeres;1 de enero de 2023;9.539
Total Nacional;03 Alicante/Alacant;11 años;Hombres;1 de enero de 2023;10.486
Total Nacional;03 Alicante/Alacant;11 años;Mujeres;1 de enero de 2023;9.585
Total Nacional;03 Alicante/Alacant;12 años;Hombres;1 de enero de 2023;10.713
Total Nacional;03 Alicante/Alacant;12 años;Mujeres;1 de enero de 2023;10.069
Total Nacional;03 Alicante/Alacant;13 años;Hombres;1 de enero de 2023;10.858
Total Nacional;03 Alicante/Alacant;13 años;Mujeres;1 de enero de 2023;10.260
Total Nacional;03 Alicante/Alacant;14 años;Hombres;1 de enero de 2023;11.572
Total Nacional;03 Alicante/Alacant;14 años;Mujeres;1 de enero de 2023;10.975
Total Nacional;03 Alicante/Alacant;15 años;Hombres;1 de enero de 2023;11.126
Total Nacional;03 Alicante/Alacant;15 años;Mujeres;1 de enero de 2023;10.537
Total Nacional;03 Alicante/Alacant;16 años;Hombres;1 de enero de 2023;10.998
Total Nacional;03 Alicante/Alacant;16 años;Mujeres;1 de enero de 2023;10.318
Total Nacional;03 Alicante/Alacant;17 años;Hombres;1 de enero de 2023;10.748
Total Nacional;03 Alicante/Alacant;17 años;Mujeres;1 de enero de 2023;10.103
Total Nacional;03 Alicante/Alacant;18 años;Hombres;1 de enero de 2023;10.850
Total Nacional;03 Alicante/Alacant;18 años;Mujeres;1 de enero de 2023;10.036
Total Nacional;03 Alicante/Alacant;19 años;Hombres;1 de enero de 2023;10.684
Total Nacional;03 Alicante/Alacant;19 años;Mujeres;1 de enero de 2023;9.967
Total Nacional;03 Alicante/Alacant;20 años;Hombres;1 de enero de 2023;10.195
Total Nacional;03 Alicante/Alacant;20 años;Mujeres;1 de enero de 2023;9.610
Total Nacional;03 Alicante/Alacant;21 años;Hombres;1 de enero de 2023;10.522
Total Nacional;03 Alicante/Alacant;21 años;Mujeres;1 de enero de 2023;9.520
Total Nacional;03 Alicante/Alacant;22 años;Hombres;1 de enero de 2023;10.608
Total Nacional;03 Alicante/Alacant;22 años;Mujeres;1 de enero de 2023;9.720
Total Nacional;03 Alicante/Alacant;23 años;Hombres;1 de enero de 2023;9.940
Total Nacional;03 Alicante/Alacant;23 años;Mujeres;1 de enero de 2023;9.696
Total Nacional;03 Alicante/Alacant;24 años;Hombres;1 de enero de 2023;10.144
Total Nacional;03 Alicante/Alacant;24 años;Mujeres;1 de enero de 2023;9.342
Total Nacional;03 Alicante/Alacant;25 años;Hombres;1 de enero de 2023;10.092
Total Nacional;03 Alicante/Alacant;25 años;Mujeres;1 de enero de 2023;9.364
Total Nacional;03 Alicante/Alacant;26 años;Hombres;1 de enero de 2023;10.104
Total Nacional;03 Alicante/Alacant;26 años;Mujeres;1 de enero de 2023;9.616
Total Nacional;03 Alicante/Alacant;27 años;Hombres;1 de enero de 2023;10.161
Total Nacional;03 Alicante/Alacant;27 años;Mujeres;1 de enero de 2023;9.613
Total Nacional;03 Alicante/Alacant;28 años;Hombres;1 de enero de 2023;10.101
Total Nacional;03 Alicante/Alacant;28 años;Mujeres;1 de enero de 2023;9.678
Total Nacional;03 Alicante/Alacant;29 años;Hombres;1 de enero de 2023;10.470
Total Nacional;03 Alicante/Alacant;29 años;Mujeres;1 de enero de 2023;9.809
Total Nacional;03 Alicante/Alacant;30 años;Hombres;1 de enero de 2023;10.764
Total Nacional;03 Alicante/Alacant;30 años;Mujeres;1 de enero de 2023;10.493
Total Nacional;03 Alicante/Alacant;31 años;Hombres;1 de enero de 2023;10.951
Total Nacional;03 Alicante/Alacant;31 años;Mujeres;1 de enero de 2023;10.683
Total Nacional;03 Alicante/Alacant;32 años;Hombres;1 de enero de 2023;11.179
Total Nacional;03 Alicante/Alacant;32 años;Mujeres;1 de enero de 2023;10.776
Total Nacional;03 Alicante/Alacant;33 años;Hombres;1 de enero de 2023;11.098
Total Nacional;03 Alicante/Alacant;33 años;Mujeres;1 de enero de 2023;11.235
Total Nacional;03 Alicante/Alacant;34 años;Hombres;1 de enero de 2023;11.559
Total Nacional;03 Alicante/Alacant;34 años;Mujeres;1 de enero de 2023;11.579
Total Nacional;03 Alicante/Alacant;35 años;Hombres;1 de enero de 2023;11.597
Total Nacional;03 Alicante/Alacant;35 años;Mujeres;1 de enero de 2023;11.794
Total Nacional;03 Alicante/Alacant;36 años;Hombres;1 de enero de 2023;11.982
Total Nacional;03 Alicante/Alacant;36 años;Mujeres;1 de enero de 2023;12.153
Total Nacional;03 Alicante/Alacant;37 años;Hombres;1 de enero de 2023;12.130
Total Nacional;03 Alicante/Alacant;37 años;Mujeres;1 de enero de 2023;12.479
Total Nacional;03 Alicante/Alacant;38 años;Hombres;1 de enero de 2023;12.680
Total Nacional;03 Alicante/Alacant;38 años;Mujeres;1 de enero de 2023;12.883
Total Nacional;03 Alicante/Alacant;39 años;Hombres;1 de enero de 2023;13.123
Total Nacional;03 Alicante/Alacant;39 años;Mujeres;1 de enero de 2023;13.313
Total Nacional;03 Alicante/Alacant;40 años;Hombres;1 de enero de 2023;13.860
Total Nacional;03 Alicante/Alacant;40 años;Mujeres;1 de enero de 2023;13.975
Total Nacional;03 Alicante/Alacant;41 años;Hombres;1 de enero de 2023;14.580
Total Nacional;03 Alicante/Alacant;41 años;Mujeres;1 de enero de 2023;14.458
Total Nacional;03 Alicante/Alacant;42 años;Hombres;1 de enero de 2023;15.320
Total Nacional;03 Alicante/Alacant;42 años;Mujeres;1 de enero de 2023;15.176
Total Nacional;03 Alicante/Alacant;43 años;Hombres;1 de enero de 2023;15.773
Total Nacional;03 Alicante/Alacant;43 años;Mujeres;1 de enero de 2023;15.390
Total Nacional;03 Alicante/Alacant;44 años;Hombres;1 de enero de 2023;16.317
Total Nacional;03 Alicante/Alacant;44 años;Mujeres;1 de enero de 2023;15.886
Total Nacional;03 Alicante/Alacant;45 años;Hombres;1 de enero de 2023;16.649
Total Nacional;03 Alicante/Alacant;45 años;Mujeres;1 de enero de 2023;15.990
Total Nacional;03 Alicante/Alacant;46 años;Hombres;1 de enero de 2023;16.777
Total Nacional;03 Alicante/Alacant;46 años;Mujeres;1 de enero de 2023;16.265
Total Nacional;03 Alicante/Alacant;47 años;Hombres;1 de enero de 2023;16.511
Total Nacional;03 Alicante/Alacant;47 años;Mujeres;1 de enero de 2023;15.825
Total Nacional;03 Alicante/Alacant;48 años;Hombres;1 de enero de 2023;16.441
Total Nacional;03 Alicante/Alacant;48 años;Mujeres;1 de enero de 2023;15.954
Total Nacional;03 Alicante/Alacant;49 años;Hombres;1 de enero de 2023;16.110
Total Nacional;03 Alicante/Alacant;49 años;Mujeres;1 de enero de 2023;15.433
Total Nacional;03 Alicante/Alacant;50 años;Hombres;1 de enero de 2023;15.699
Total Nacional;03 Alicante/Alacant;50 años;Mujeres;1 de enero de 2023;15.398
Total Nacional;03 Alicante/Alacant;51 años;Hombres;1 de enero de 2023;15.722
Total Nacional;03 Alicante/Alacant;51 años;Mujeres;1 de enero de 2023;15.339
Total Nacional;03 Alicante/Alacant;52 años;Hombres;1 de enero de 2023;15.420
Total Nacional;03 Alicante/Alacant;52 años;Mujeres;1 de enero de 2023;15.324
Total Nacional;03 Alicante/Alacant;53 años;Hombres;1 de enero de 2023;15.344
Total Nacional;03 Alicante/Alacant;53 años;Mujeres;1 de enero de 2023;15.007
Total Nacional;03 Alicante/Alacant;54 años;Hombres;1 de enero de 2023;14.834
Total Nacional;03 Alicante/Alacant;54 años;Mujeres;1 de enero de 2023;14.951
Total Nacional;03 Alicante/Alacant;55 años;Hombres;1 de enero de 2023;14.707
Total Nacional;03 Alicante/Alacant;55 años;Mujeres;1 de enero de 2023;15.149
Total Nacional;03 Alicante/Alacant;56 años;Hombres;1 de enero de 2023;14.525
Total Nacional;03 Alicante/Alacant;56 años;Mujeres;1 de enero de 2023;14.708
Total Nacional;03 Alicante/Alacant;57 años;Hombres;1 de enero de 2023;14.162
Total Nacional;03 Alicante/Alacant;57 años;Mujeres;1 de enero de 2023;14.536
Total Nacional;03 Alicante/Alacant;58 años;Hombres;1 de enero de 2023;14.645
Total Nacional;03 Alicante/Alacant;58 años;Mujeres;1 de enero de 2023;15.262
Total Nacional;03 Alicante/Alacant;59 años;Hombres;1 de enero de 2023;13.892
Total Nacional;03 Alicante/Alacant;59 años;Mujeres;1 de enero de 2023;14.246
Total Nacional;03 Alicante/Alacant;60 años;Hombres;1 de enero de 2023;13.327
Total Nacional;03 Alicante/Alacant;60 años;Mujeres;1 de enero de 2023;13.944
Total Nacional;03 Alicante/Alacant;61 años;Hombres;1 de enero de 2023;13.012
Total Nacional;03 Alicante/Alacant;61 años;Mujeres;1 de enero de 2023;13.645
Total Nacional;03 Alicante/Alacant;62 años;Hombres;1 de enero de 2023;12.869
Total Nacional;03 Alicante/Alacant;62 años;Mujeres;1 de enero de 2023;13.593
Total Nacional;03 Alicante/Alacant;63 años;Hombres;1 de enero de 2023;12.497
Total Nacional;03 Alicante/Alacant;63 años;Mujeres;1 de enero de 2023;13.463
Total Nacional;03 Alicante/Alacant;64 años;Hombres;1 de enero de 2023;12.366
Total Nacional;03 Alicante/Alacant;64 años;Mujeres;1 de enero de 2023;13.259
Total Nacional;03 Alicante/Alacant;65 años;Hombres;1 de enero de 2023;11.951
Total Nacional;03 Alicante/Alacant;65 años;Mujeres;1 de enero de 2023;12.991
Total Nacional;03 Alicante/Alacant;66 años;Hombres;1 de enero de 2023;10.790
Total Nacional;03 Alicante/Alacant;66 años;Mujeres;1 de enero de 2023;12.061
Total Nacional;03 Alicante/Alacant;67 años;Hombres;1 de enero de 2023;10.880
Total Nacional;03 Alicante/Alacant;67 años;Mujeres;1 de enero de 2023;11.995
Total Nacional;03 Alicante/Alacant;68 años;Hombres;1 de enero de 2023;10.241
Total Nacional;03 Alicante/Alacant;68 años;Mujeres;1 de enero de 2023;11.261
Total Nacional;03 Alicante/Alacant;69 años;Hombres;1 de enero de 2023;10.365
Total Nacional;03 Alicante/Alacant;69 años;Mujeres;1 de enero de 2023;11.249
Total Nacional;03 Alicante/Alacant;70 años;Hombres;1 de enero de 2023;10.291
Total Nacional;03 Alicante/Alacant;70 años;Mujeres;1 de enero de 2023;11.309
Total Nacional;03 Alicante/Alacant;71 años;Hombres;1 de enero de 2023;9.689
Total Nacional;03 Alicante/Alacant;71 años;Mujeres;1 de enero de 2023;10.598
Total Nacional;03 Alicante/Alacant;72 años;Hombres;1 de enero de 2023;9.134
Total Nacional;03 Alicante/Alacant;72 años;Mujeres;1 de enero de 2023;10.325
Total Nacional;03 Alicante/Alacant;73 años;Hombres;1 de enero de 2023;8.849
Total Nacional;03 Alicante/Alacant;73 años;Mujeres;1 de enero de 2023;10.444
Total Nacional;03 Alicante/Alacant;74 años;Hombres;1 de enero de 2023;9.433
Total Nacional;03 Alicante/Alacant;74 años;Mujeres;1 de enero de 2023;10.684
Total Nacional;03 Alicante/Alacant;75 años;Hombres;1 de enero de 2023;8.822
