Total Nacional;Provincias;Edad simple;Sexo;Periodo;Total
Total Nacional;39 Cantabria;29 años;Hombres;1 de enero de 2019;2.697
Total Nacional;39 Cantabria;29 años;Mujeres;1 de enero de 2019;2.724
Total Nacional;39 Cantabria;30 años;Hombres;1 de enero de 2019;2.870
Total Nacional;39 Cantabria;30 años;Mujeres;1 de enero de 2019;2.966
Total Nacional;39 Cantabria;31 años;Hombres;1 de enero de 2019;2.999
Total Nacional;39 Cantabria;31 años;Mujeres;1 de enero de 2019;2.964
Total Nacional;39 Cantabria;32 años;Hombres;1 de enero de 2019;3.139
Total Nacional;39 Cantabria;32 años;Mujeres;1 de enero de 2019;3.083
Total Nacional;39 Cantabria;33 años;Hombres;1 de enero de 2019;3.296
Total Nacional;39 Cantabria;33 años;Mujeres;1 de enero de 2019;3.321
Total Nacional;39 Cantabria;34 años;Hombres;1 de enero de 2019;3.494
Total Nacional;39 Cantabria;34 años;Mujeres;1 de enero de 2019;3.509
Total Nacional;39 Cantabria;35 años;Hombres;1 de enero de 2019;3.681
Total Nacional;39 Cantabria;35 años;Mujeres;1 de enero de 2019;3.696
Total Nacional;39 Cantabria;36 años;Hombres;1 de enero de 2019;3.957
Total Nacional;39 Cantabria;36 años;Mujeres;1 de enero de 2019;3.936
Total Nacional;39 Cantabria;37 años;Hombres;1 de enero de 2019;4.285
Total Nacional;39 Cantabria;37 años;Mujeres;1 de enero de 2019;4.238
Total Nacional;39 Cantabria;38 años;Hombres;1 de enero de 2019;4.591
Total Nacional;39 Cantabria;38 años;Mujeres;1 de enero de 2019;4.533
Total Nacional;39 Cantabria;39 años;Hombres;1 de enero de 2019;4.712
Total Nacional;39 Cantabria;39 años;Mujeres;1 de enero de 2019;4.676
Total Nacional;39 Cantabria;40 años;Hombres;1 de enero de 2019;4.951
Total Nacional;39 Cantabria;40 años;Mujeres;1 de enero de 2019;4.930
Total Nacional;39 Cantabria;41 años;Hombres;1 de enero de 2019;4.995
Total Nacional;39 Cantabria;41 años;Mujeres;1 de enero de 2019;4.985
Total Nacional;39 Cantabria;42 años;Hombres;1 de enero de 2019;5.113
Total Nacional;39 Cantabria;42 años;Mujeres;1 de enero de 2019;5.156
Total Nacional;39 Cantabria;43 años;Hombres;1 de enero de 2019;5.140
Total Nacional;39 Cantabria;43 años;Mujeres;1 de enero de 2019;5.032
Total Nacional;39 Cantabria;44 años;Hombres;1 de enero de 2019;4.975
Total Nacional;39 Cantabria;44 años;Mujeres;1 de enero de 2019;4.764
Total Nacional;39 Cantabria;45 años;Hombres;1 de enero de 2019;4.828
Total Nacional;39 Cantabria;45 años;Mujeres;1 de enero de 2019;4.800
Total Nacional;39 Cantabria;46 años;Hombres;1 de enero de 2019;4.786
Total Nacional;39 Cantabria;46 años;Mujeres;1 de enero de 2019;4.910
Total Nacional;39 Cantabria;47 años;Hombres;1 de enero de 2019;4.592
Total Nacional;39 Cantabria;47 años;Mujeres;1 de enero de 2019;4.610
Total Nacional;39 Cantabria;48 años;Hombres;1 de enero de 2019;4.812
Total Nacional;39 Cantabria;48 años;Mujeres;1 de enero de 2019;4.779
Total Nacional;39 Cantabria;49 años;Hombres;1 de enero de 2019;4.625
Total Nacional;39 Cantabria;49 años;Mujeres;1 de enero de 2019;4.538
Total Nacional;39 Cantabria;50 años;Hombres;1 de enero de 2019;4.650
Total Nacional;39 Cantabria;50 años;Mujeres;1 de enero de 2019;4.546
Total Nacional;39 Cantabria;51 años;Hombres;1 de enero de 2019;4.650
Total Nacional;39 Cantabria;51 años;Mujeres;1 de enero de 2019;4.650
Total Nacional;39 Cantabria;52 años;Hombres;1 de enero de 2019;4.541
Total Nacional;39 Cantabria;52 años;Mujeres;1 de enero de 2019;4.682
Total Nacional;39 Cantabria;53 años;Hombres;1 de enero de 2019;4.514
Total Nacional;39 Cantabria;53 años;Mujeres;1 de enero de 2019;4.652
Total Nacional;39 Cantabria;54 años;Hombres;1 de enero de 2019;4.439
Total Nacional;39 Cantabria;54 años;Mujeres;1 de enero de 2019;4.452
Total Nacional;39 Cantabria;55 años;Hombres;1 de enero de 2019;4.331
Total Nacional;39 Cantabria;55 años;Mujeres;1 de enero de 2019;4.585
Total Nacional;39 Cantabria;56 años;Hombres;1 de enero de 2019;4.304
Total Nacional;39 Cantabria;56 años;Mujeres;1 de enero de 2019;4.408
Total Nacional;39 Cantabria;57 años;Hombres;1 de enero de 2019;4.302
Total Nacional;39 Cantabria;57 años;Mujeres;1 de enero de 2019;4.447
Total Nacional;39 Cantabria;58 años;Hombres;1 de enero de 2019;4.317
Total Nacional;39 Cantabria;58 años;Mujeres;1 de enero de 2019;4.519
Total Nacional;39 Cantabria;59 años;Hombres;1 de enero de 2019;4.266
Total Nacional;39 Cantabria;59 años;Mujeres;1 de enero de 2019;4.651
Total Nacional;39 Cantabria;60 años;Hombres;1 de enero de 2019;4.348
Total Nacional;39 Cantabria;60 años;Mujeres;1 de enero de 2019;4.425
Total Nacional;39 Cantabria;61 años;Hombres;1 de enero de 2019;4.263
Total Nacional;39 Cantabria;61 años;Mujeres;1 de enero de 2019;4.501
Total Nacional;39 Cantabria;62 años;Hombres;1 de enero de 2019;3.978
Total Nacional;39 Cantabria;62 años;Mujeres;1 de enero de 2019;4.037
Total Nacional;39 Cantabria;63 años;Hombres;1 de enero de 2019;3.799
Total Nacional;39 Cantabria;63 años;Mujeres;1 de enero de 2019;3.940
Total Nacional;39 Cantabria;64 años;Hombres;1 de enero de 2019;3.492
Total Nacional;39 Cantabria;64 años;Mujeres;1 de enero de 2019;3.913
Total Nacional;39 Cantabria;65 años;Hombres;1 de enero de 2019;3.484
Total Nacional;39 Cantabria;65 años;Mujeres;1 de enero de 2019;3.914
Total Nacional;39 Cantabria;66 años;Hombres;1 de enero de 2019;3.479
Total Nacional;39 Cantabria;66 años;Mujeres;1 de enero de 2019;3.723
Total Nacional;39 Cantabria;67 años;Hombres;1 de enero de 2019;3.270
Total Nacional;39 Cantabria;67 años;Mujeres;1 de enero de 2019;3.530
Total Nacional;39 Cantabria;68 años;Hombres;1 de enero de 2019;3.262
Total Nacional;39 Cantabria;68 años;Mujeres;1 de enero de 2019;3.507
Total Nacional;39 Cantabria;69 años;Hombres;1 de enero de 2019;3.152
Total Nacional;39 Cantabria;69 años;Mujeres;1 de enero de 2019;3.581
Total Nacional;39 Cantabria;70 años;Hombres;1 de enero de 2019;3.214
Total Nacional;39 Cantabria;70 años;Mujeres;1 de enero de 2019;3.621
Total Nacional;39 Cantabria;71 años;Hombres;1 de enero de 2019;2.925
Total Nacional;39 Cantabria;71 años;Mujeres;1 de enero de 2019;3.272
Total Nacional;39 Cantabria;72 años;Hombres;1 de enero de 2019;2.723
Total Nacional;39 Cantabria;72 años;Mujeres;1 de enero de 2019;3.095
Total Nacional;39 Cantabria;73 años;Hombres;1 de enero de 2019;2.481
Total Nacional;39 Cantabria;73 años;Mujeres;1 de enero de 2019;3.038
Total Nacional;39 Cantabria;74 años;Hombres;1 de enero de 2019;2.376
Total Nacional;39 Cantabria;74 años;Mujeres;1 de enero de 2019;2.875
Total Nacional;39 Cantabria;75 años;Hombres;1 de enero de 2019;2.260
Total Nacional;39 Cantabria;75 años;Mujeres;1 de enero de 2019;2.692
Total Nacional;39 Cantabria;76 años;Hombres;1 de enero de 2019;1.947
Total Nacional;39 Cantabria;76 años;Mujeres;1 de enero de 2019;2.444
Total Nacional;39 Cantabria;77 años;Hombres;1 de enero de 2019;1.763
Total Nacional;39 Cantabria;77 años;Mujeres;1 de enero de 2019;2.255
Total Nacional;39 Cantabria;78 años;Hombres;1 de enero de 2019;1.840
Total Nacional;39 Cantabria;78 años;Mujeres;1 de enero de 2019;2.405
Total Nacional;39 Cantabria;79 años;Hombres;1 de enero de 2019;1.231
Total Nacional;39 Cantabria;79 años;Mujeres;1 de enero de 2019;1.778
Total Nacional;39 Cantabria;80 años;Hombres;1 de enero de 2019;1.492
Total Nacional;39 Cantabria;80 años;Mujeres;1 de enero de 2019;1.978
Total Nacional;39 Cantabria;81 años;Hombres;1 de enero de 2019;1.489
Total Nacional;39 Cantabria;81 años;Mujeres;1 de enero de 2019;2.246
Total Nacional;39 Cantabria;82 años;Hombres;1 de enero de 2019;1.602
Total Nacional;39 Cantabria;82 años;Mujeres;1 de enero de 2019;2.426
Total Nacional;39 Cantabria;83 años;Hombres;1 de enero de 2019;1.497
Total Nacional;39 Cantabria;83 años;Mujeres;1 de enero de 2019;2.294
Total Nacional;39 Cantabria;84 años;Hombres;1 de enero de 2019;1.428
Total Nacional;39 Cantabria;84 años;Mujeres;1 de enero de 2019;2.290
Total Nacional;39 Cantabria;85 años;Hombres;1 de enero de 2019;1.267
Total Nacional;39 Cantabria;85 años;Mujeres;1 de enero de 2019;2.214
Total Nacional;39 Cantabria;86 años;Hombres;1 de enero de 2019;1.141
Total Nacional;39 Cantabria;86 años;Mujeres;1 de enero de 2019;2.169
Total Nacional;39 Cantabria;87 años;Hombres;1 de enero de 2019;1.024
Total Nacional;39 Cantabria;87 años;Mujeres;1 de enero de 2019;1.872
Total Nacional;39 Cantabria;88 años;Hombres;1 de enero de 2019;895
Total Nacional;39 Cantabria;88 años;Mujeres;1 de enero de 2019;1.772
Total Nacional;39 Cantabria;89 años;Hombres;1 de enero de 2019;712
Total Nacional;39 Cantabria;89 años;Mujeres;1 de enero de 2019;1.544
Total Nacional;39 Cantabria;90 años;Hombres;1 de enero de 2019;587
Total Nacional;39 Cantabria;90 años;Mujeres;1 de enero de 2019;1.354
Total Nacional;39 Cantabria;91 años;Hombres;1 de enero de 2019;444
Total Nacional;39 Cantabria;91 años;Mujeres;1 de enero de 2019;1.098
Total Nacional;39 Cantabria;92 años;Hombres;1 de enero de 2019;373
Total Nacional;39 Cantabria;92 años;Mujeres;1 de enero de 2019;938
Total Nacional;39 Cantabria;93 años;Hombres;1 de enero de 2019;258
Total Nacional;39 Cantabria;93 años;Mujeres;1 de enero de 2019;742
Total Nacional;39 Cantabria;94 años;Hombres;1 de enero de 2019;166
Total Nacional;39 Cantabria;94 años;Mujeres;1 de enero de 2019;626
Total Nacional;39 Cantabria;95 años;Hombres;1 de enero de 2019;145
Total Nacional;39 Cantabria;95 años;Mujeres;1 de enero de 2019;476
Total Nacional;39 Cantabria;96 años;Hombres;1 de enero de 2019;87
Total Nacional;39 Cantabria;96 años;Mujeres;1 de enero de 2019;319
Total Nacional;39 Cantabria;97 años;Hombres;1 de enero de 2019;70
Total Nacional;39 Cantabria;97 años;Mujeres;1 de enero de 2019;246
Total Nacional;39 Cantabria;98 años;Hombres;1 de enero de 2019;41
Total Nacional;39 Cantabria;98 años;Mujeres;1 de enero de 2019;177
Total Nacional;39 Cantabria;99 años;Hombres;1 de enero de 2019;31
Total Nacional;39 Cantabria;99 años;Mujeres;1 de enero de 2019;107
Total Nacional;39 Cantabria;100 y más años;Hombres;1 de enero de 2019;30
Total Nacional;39 Cantabria;100 y más años;Mujeres;1 de enero de 2019;183
Total Nacional;12 Castellón/Castelló;0 años;Hombres;1 de enero de 2019;2.384
Total Nacional;12 Castellón/Castelló;0 años;Mujeres;1 de enero de 2019;2.205
Total Nacional;12 Castellón/Castelló;1 año;Hombres;1 de enero de 2019;2.578
Total Nacional;12 Castellón/Castelló;1 año;Mujeres;1 de enero de 2019;2.321
Total Nacional;12 Castellón/Castelló;2 años;Hombres;1 de enero de 2019;2.678
Total Nacional;12 Castellón/Castelló;2 años;Mujeres;1 de enero de 2019;2.594
Total Nacional;12 Castellón/Castelló;3 años;Hombres;1 de enero de 2019;2.753
Total Nacional;12 Castellón/Castelló;3 años;Mujeres;1 de enero de 2019;2.576
Total Nacional;12 Castellón/Castelló;4 años;Hombres;1 de enero de 2019;2.860
Total Nacional;12 Castellón/Castelló;4 años;Mujeres;1 de enero de 2019;2.620
Total Nacional;12 Castellón/Castelló;5 años;Hombres;1 de enero de 2019;2.874
Total Nacional;12 Castellón/Castelló;5 años;Mujeres;1 de enero de 2019;2.725
Total Nacional;12 Castellón/Castelló;6 años;Hombres;1 de enero de 2019;2.979
Total Nacional;12 Castellón/Castelló;6 años;Mujeres;1 de enero de 2019;2.834
Total Nacional;12 Castellón/Castelló;7 años;Hombres;1 de enero de 2019;3.176
Total Nacional;12 Castellón/Castelló;7 años;Mujeres;1 de enero de 2019;2.866
Total Nacional;12 Castellón/Castelló;8 años;Hombres;1 de enero de 2019;3.104
Total Nacional;12 Castellón/Castelló;8 años;Mujeres;1 de enero de 2019;2.950
Total Nacional;12 Castellón/Castelló;9 años;Hombres;1 de enero de 2019;3.259
Total Nacional;12 Castellón/Castelló;9 años;Mujeres;1 de enero de 2019;3.046
Total Nacional;12 Castellón/Castelló;10 años;Hombres;1 de enero de 2019;3.568
Total Nacional;12 Castellón/Castelló;10 años;Mujeres;1 de enero de 2019;3.156
Total Nacional;12 Castellón/Castelló;11 años;Hombres;1 de enero de 2019;3.281
Total Nacional;12 Castellón/Castelló;11 años;Mujeres;1 de enero de 2019;3.034
Total Nacional;12 Castellón/Castelló;12 años;Hombres;1 de enero de 2019;3.327
Total Nacional;12 Castellón/Castelló;12 años;Mujeres;1 de enero de 2019;3.227
Total Nacional;12 Castellón/Castelló;13 años;Hombres;1 de enero de 2019;3.120
Total Nacional;12 Castellón/Castelló;13 años;Mujeres;1 de enero de 2019;2.965
Total Nacional;12 Castellón/Castelló;14 años;Hombres;1 de enero de 2019;3.068
Total Nacional;12 Castellón/Castelló;14 años;Mujeres;1 de enero de 2019;2.906
Total Nacional;12 Castellón/Castelló;15 años;Hombres;1 de enero de 2019;3.078
Total Nacional;12 Castellón/Castelló;15 años;Mujeres;1 de enero de 2019;2.904
Total Nacional;12 Castellón/Castelló;16 años;Hombres;1 de enero de 2019;3.062
Total Nacional;12 Castellón/Castelló;16 años;Mujeres;1 de enero de 2019;2.863
Total Nacional;12 Castellón/Castelló;17 años;Hombres;1 de enero de 2019;2.896
Total Nacional;12 Castellón/Castelló;17 años;Mujeres;1 de enero de 2019;2.820
Total Nacional;12 Castellón/Castelló;18 años;Hombres;1 de enero de 2019;2.890
Total Nacional;12 Castellón/Castelló;18 años;Mujeres;1 de enero de 2019;2.808
Total Nacional;12 Castellón/Castelló;19 años;Hombres;1 de enero de 2019;2.897
Total Nacional;12 Castellón/Castelló;19 años;Mujeres;1 de enero de 2019;2.787
Total Nacional;12 Castellón/Castelló;20 años;Hombres;1 de enero de 2019;2.892
Total Nacional;12 Castellón/Castelló;20 años;Mujeres;1 de enero de 2019;2.725
Total Nacional;12 Castellón/Castelló;21 años;Hombres;1 de enero de 2019;2.902
Total Nacional;12 Castellón/Castelló;21 años;Mujeres;1 de enero de 2019;2.696
Total Nacional;12 Castellón/Castelló;22 años;Hombres;1 de enero de 2019;2.821
Total Nacional;12 Castellón/Castelló;22 años;Mujeres;1 de enero de 2019;2.629
Total Nacional;12 Castellón/Castelló;23 años;Hombres;1 de enero de 2019;2.881
Total Nacional;12 Castellón/Castelló;23 años;Mujeres;1 de enero de 2019;2.715
Total Nacional;12 Castellón/Castelló;24 años;Hombres;1 de enero de 2019;2.820
Total Nacional;12 Castellón/Castelló;24 años;Mujeres;1 de enero de 2019;2.713
Total Nacional;12 Castellón/Castelló;25 años;Hombres;1 de enero de 2019;2.907
Total Nacional;12 Castellón/Castelló;25 años;Mujeres;1 de enero de 2019;2.816
Total Nacional;12 Castellón/Castelló;26 años;Hombres;1 de enero de 2019;2.960
Total Nacional;12 Castellón/Castelló;26 años;Mujeres;1 de enero de 2019;2.840
Total Nacional;12 Castellón/Castelló;27 años;Hombres;1 de enero de 2019;2.956
Total Nacional;12 Castellón/Castelló;27 años;Mujeres;1 de enero de 2019;2.886
Total Nacional;12 Castellón/Castelló;28 años;Hombres;1 de enero de 2019;2.960
Total Nacional;12 Castellón/Castelló;28 años;Mujeres;1 de enero de 2019;2.955
Total Nacional;12 Castellón/Castelló;29 años;Hombres;1 de enero de 2019;3.093
Total Nacional;12 Castellón/Castelló;29 años;Mujeres;1 de enero de 2019;3.009
Total Nacional;12 Castellón/Castelló;30 años;Hombres;1 de enero de 2019;3.045
Total Nacional;12 Castellón/Castelló;30 años;Mujeres;1 de enero de 2019;3.204
Total Nacional;12 Castellón/Castelló;31 años;Hombres;1 de enero de 2019;3.212
Total Nacional;12 Castellón/Castelló;31 años;Mujeres;1 de enero de 2019;3.281
Total Nacional;12 Castellón/Castelló;32 años;Hombres;1 de enero de 2019;3.377
Total Nacional;12 Castellón/Castelló;32 años;Mujeres;1 de enero de 2019;3.226
Total Nacional;12 Castellón/Castelló;33 años;Hombres;1 de enero de 2019;3.395
Total Nacional;12 Castellón/Castelló;33 años;Mujeres;1 de enero de 2019;3.384
Total Nacional;12 Castellón/Castelló;34 años;Hombres;1 de enero de 2019;3.682
Total Nacional;12 Castellón/Castelló;34 años;Mujeres;1 de enero de 2019;3.586
Total Nacional;12 Castellón/Castelló;35 años;Hombres;1 de enero de 2019;3.700
Total Nacional;12 Castellón/Castelló;35 años;Mujeres;1 de enero de 2019;3.741
Total Nacional;12 Castellón/Castelló;36 años;Hombres;1 de enero de 2019;3.992
Total Nacional;12 Castellón/Castelló;36 años;Mujeres;1 de enero de 2019;4.020
Total Nacional;12 Castellón/Castelló;37 años;Hombres;1 de enero de 2019;4.386
Total Nacional;12 Castellón/Castelló;37 años;Mujeres;1 de enero de 2019;4.179
Total Nacional;12 Castellón/Castelló;38 años;Hombres;1 de enero de 2019;4.657
Total Nacional;12 Castellón/Castelló;38 años;Mujeres;1 de enero de 2019;4.608
Total Nacional;12 Castellón/Castelló;39 años;Hombres;1 de enero de 2019;4.890
Total Nacional;12 Castellón/Castelló;39 años;Mujeres;1 de enero de 2019;4.836
Total Nacional;12 Castellón/Castelló;40 años;Hombres;1 de enero de 2019;5.192
Total Nacional;12 Castellón/Castelló;40 años;Mujeres;1 de enero de 2019;4.960
Total Nacional;12 Castellón/Castelló;41 años;Hombres;1 de enero de 2019;5.279
Total Nacional;12 Castellón/Castelló;41 años;Mujeres;1 de enero de 2019;4.984
Total Nacional;12 Castellón/Castelló;42 años;Hombres;1 de enero de 2019;5.422
Total Nacional;12 Castellón/Castelló;42 años;Mujeres;1 de enero de 2019;4.983
Total Nacional;12 Castellón/Castelló;43 años;Hombres;1 de enero de 2019;5.181
Total Nacional;12 Castellón/Castelló;43 años;Mujeres;1 de enero de 2019;4.967
Total Nacional;12 Castellón/Castelló;44 años;Hombres;1 de enero de 2019;5.176
Total Nacional;12 Castellón/Castelló;44 años;Mujeres;1 de enero de 2019;4.940
Total Nacional;12 Castellón/Castelló;45 años;Hombres;1 de enero de 2019;5.001
Total Nacional;12 Castellón/Castelló;45 años;Mujeres;1 de enero de 2019;4.703
Total Nacional;12 Castellón/Castelló;46 años;Hombres;1 de enero de 2019;4.961
Total Nacional;12 Castellón/Castelló;46 años;Mujeres;1 de enero de 2019;4.735
Total Nacional;12 Castellón/Castelló;47 años;Hombres;1 de enero de 2019;4.989
Total Nacional;12 Castellón/Castelló;47 años;Mujeres;1 de enero de 2019;4.527
Total Nacional;12 Castellón/Castelló;48 años;Hombres;1 de enero de 2019;4.841
Total Nacional;12 Castellón/Castelló;48 años;Mujeres;1 de enero de 2019;4.625
Total Nacional;12 Castellón/Castelló;49 años;Hombres;1 de enero de 2019;4.769
Total Nacional;12 Castellón/Castelló;49 años;Mujeres;1 de enero de 2019;4.690
Total Nacional;12 Castellón/Castelló;50 años;Hombres;1 de enero de 2019;4.789
Total Nacional;12 Castellón/Castelló;50 años;Mujeres;1 de enero de 2019;4.736
Total Nacional;12 Castellón/Castelló;51 años;Hombres;1 de enero de 2019;4.998
Total Nacional;12 Castellón/Castelló;51 años;Mujeres;1 de enero de 2019;4.694
Total Nacional;12 Castellón/Castelló;52 años;Hombres;1 de enero de 2019;4.607
Total Nacional;12 Castellón/Castelló;52 años;Mujeres;1 de enero de 2019;4.349
Total Nacional;12 Castellón/Castelló;53 años;Hombres;1 de enero de 2019;4.529
Total Nacional;12 Castellón/Castelló;53 años;Mujeres;1 de enero de 2019;4.250
Total Nacional;12 Castellón/Castelló;54 años;Hombres;1 de enero de 2019;4.252
Total Nacional;12 Castellón/Castelló;54 años;Mujeres;1 de enero de 2019;4.301
Total Nacional;12 Castellón/Castelló;55 años;Hombres;1 de enero de 2019;4.299
Total Nacional;12 Castellón/Castelló;55 años;Mujeres;1 de enero de 2019;4.139
Total Nacional;12 Castellón/Castelló;56 años;Hombres;1 de enero de 2019;4.112
Total Nacional;12 Castellón/Castelló;56 años;Mujeres;1 de enero de 2019;4.027
Total Nacional;12 Castellón/Castelló;57 años;Hombres;1 de enero de 2019;3.949
Total Nacional;12 Castellón/Castelló;57 años;Mujeres;1 de enero de 2019;3.934
Total Nacional;12 Castellón/Castelló;58 años;Hombres;1 de enero de 2019;4.035
Total Nacional;12 Castellón/Castelló;58 años;Mujeres;1 de enero de 2019;4.111
Total Nacional;12 Castellón/Castelló;59 años;Hombres;1 de enero de 2019;3.861
Total Nacional;12 Castellón/Castelló;59 años;Mujeres;1 de enero de 2019;3.825
Total Nacional;12 Castellón/Castelló;60 años;Hombres;1 de enero de 2019;3.773
Total Nacional;12 Castellón/Castelló;60 años;Mujeres;1 de enero de 2019;3.740
Total Nacional;12 Castellón/Castelló;61 años;Hombres;1 de enero de 2019;3.596
Total Nacional;12 Castellón/Castelló;61 años;Mujeres;1 de enero de 2019;3.609
Total Nacional;12 Castellón/Castelló;62 años;Hombres;1 de enero de 2019;3.297
Total Nacional;12 Castellón/Castelló;62 años;Mujeres;1 de enero de 2019;3.250
Total Nacional;12 Castellón/Castelló;63 años;Hombres;1 de enero de 2019;3.225
Total Nacional;12 Castellón/Castelló;63 años;Mujeres;1 de enero de 2019;3.454
Total Nacional;12 Castellón/Castelló;64 años;Hombres;1 de enero de 2019;3.002
Total Nacional;12 Castellón/Castelló;64 años;Mujeres;1 de enero de 2019;3.153
Total Nacional;12 Castellón/Castelló;65 años;Hombres;1 de enero de 2019;2.961
Total Nacional;12 Castellón/Castelló;65 años;Mujeres;1 de enero de 2019;3.133
Total Nacional;12 Castellón/Castelló;66 años;Hombres;1 de enero de 2019;3.059
Total Nacional;12 Castellón/Castelló;66 años;Mujeres;1 de enero de 2019;3.224
Total Nacional;12 Castellón/Castelló;67 años;Hombres;1 de enero de 2019;2.804
Total Nacional;12 Castellón/Castelló;67 años;Mujeres;1 de enero de 2019;3.086
Total Nacional;12 Castellón/Castelló;68 años;Hombres;1 de enero de 2019;2.731
Total Nacional;12 Castellón/Castelló;68 años;Mujeres;1 de enero de 2019;2.895
Total Nacional;12 Castellón/Castelló;69 años;Hombres;1 de enero de 2019;2.805
Total Nacional;12 Castellón/Castelló;69 años;Mujeres;1 de enero de 2019;3.040
Total Nacional;12 Castellón/Castelló;70 años;Hombres;1 de enero de 2019;2.962
Total Nacional;12 Castellón/Castelló;70 años;Mujeres;1 de enero de 2019;3.175
Total Nacional;12 Castellón/Castelló;71 años;Hombres;1 de enero de 2019;2.651
Total Nacional;12 Castellón/Castelló;71 años;Mujeres;1 de enero de 2019;2.748
Total Nacional;12 Castellón/Castelló;72 años;Hombres;1 de enero de 2019;2.430
Total Nacional;12 Castellón/Castelló;72 años;Mujeres;1 de enero de 2019;2.748
Total Nacional;12 Castellón/Castelló;73 años;Hombres;1 de enero de 2019;2.466
Total Nacional;12 Castellón/Castelló;73 años;Mujeres;1 de enero de 2019;2.749
Total Nacional;12 Castellón/Castelló;74 años;Hombres;1 de enero de 2019;2.297
Total Nacional;12 Castellón/Castelló;74 años;Mujeres;1 de enero de 2019;2.666
Total Nacional;12 Castellón/Castelló;75 años;Hombres;1 de enero de 2019;2.216
Total Nacional;12 Castellón/Castelló;75 años;Mujeres;1 de enero de 2019;2.693
Total Nacional;12 Castellón/Castelló;76 años;Hombres;1 de enero de 2019;1.847
Total Nacional;12 Castellón/Castelló;76 años;Mujeres;1 de enero de 2019;2.213
Total Nacional;12 Castellón/Castelló;77 años;Hombres;1 de enero de 2019;1.744
Total Nacional;12 Castellón/Castelló;77 años;Mujeres;1 de enero de 2019;2.119
Total Nacional;12 Castellón/Castelló;78 años;Hombres;1 de enero de 2019;2.174
Total Nacional;12 Castellón/Castelló;78 años;Mujeres;1 de enero de 2019;2.698
Total Nacional;12 Castellón/Castelló;79 años;Hombres;1 de enero de 2019;1.121
Total Nacional;12 Castellón/Castelló;79 años;Mujeres;1 de enero de 2019;1.406
Total Nacional;12 Castellón/Castelló;80 años;Hombres;1 de enero de 2019;1.345
Total Nacional;12 Castellón/Castelló;80 años;Mujeres;1 de enero de 2019;1.752
Total Nacional;12 Castellón/Castelló;81 años;Hombres;1 de enero de 2019;1.520
Total Nacional;12 Castellón/Castelló;81 años;Mujeres;1 de enero de 2019;2.104
Total Nacional;12 Castellón/Castelló;82 años;Hombres;1 de enero de 2019;1.443
Total Nacional;12 Castellón/Castelló;82 años;Mujeres;1 de enero de 2019;1.975
Total Nacional;12 Castellón/Castelló;83 años;Hombres;1 de enero de 2019;1.348
Total Nacional;12 Castellón/Castelló;83 años;Mujeres;1 de enero de 2019;1.892
Total Nacional;12 Castellón/Castelló;84 años;Hombres;1 de enero de 2019;1.240
Total Nacional;12 Castellón/Castelló;84 años;Mujeres;1 de enero de 2019;1.851
Total Nacional;12 Castellón/Castelló;85 años;Hombres;1 de enero de 2019;1.181
Total Nacional;12 Castellón/Castelló;85 años;Mujeres;1 de enero de 2019;1.799
Total Nacional;12 Castellón/Castelló;86 años;Hombres;1 de enero de 2019;1.068
Total Nacional;12 Castellón/Castelló;86 años;Mujeres;1 de enero de 2019;1.592
Total Nacional;12 Castellón/Castelló;87 años;Hombres;1 de enero de 2019;868
Total Nacional;12 Castellón/Castelló;87 años;Mujeres;1 de enero de 2019;1.324
Total Nacional;12 Castellón/Castelló;88 años;Hombres;1 de enero de 2019;795
Total Nacional;12 Castellón/Castelló;88 años;Mujeres;1 de enero de 2019;1.382
Total Nacional;12 Castellón/Castelló;89 años;Hombres;1 de enero de 2019;577
Total Nacional;12 Castellón/Castelló;89 años;Mujeres;1 de enero de 2019;1.136
Total Nacional;12 Castellón/Castelló;90 años;Hombres;1 de enero de 2019;507
Total Nacional;12 Castellón/Castelló;90 años;Mujeres;1 de enero de 2019;940
Total Nacional;12 Castellón/Castelló;91 años;Hombres;1 de enero de 2019;364
Total Nacional;12 Castellón/Castelló;91 años;Mujeres;1 de enero de 2019;754
Total Nacional;12 Castellón/Castelló;92 años;Hombres;1 de enero de 2019;320
Total Nacional;12 Castellón/Castelló;92 años;Mujeres;1 de enero de 2019;690
Total Nacional;12 Castellón/Castelló;93 años;Hombres;1 de enero de 2019;239
Total Nacional;12 Castellón/Castelló;93 años;Mujeres;1 de enero de 2019;526
Total Nacional;12 Castellón/Castelló;94 años;Hombres;1 de enero de 2019;166
Total Nacional;12 Castellón/Castelló;94 años;Mujeres;1 de enero de 2019;347
Total Nacional;12 Castellón/Castelló;95 años;Hombres;1 de enero de 2019;104
Total Nacional;12 Castellón/Castelló;95 años;Mujeres;1 de enero de 2019;310
Total Nacional;12 Castellón/Castelló;96 años;Hombres;1 de enero de 2019;77
Total Nacional;12 Castellón/Castelló;96 años;Mujeres;1 de enero de 2019;229
Total Nacional;12 Castellón/Castelló;97 años;Hombres;1 de enero de 2019;43
Total Nacional;12 Castellón/Castelló;97 años;Mujeres;1 de enero de 2019;149
Total Nacional;12 Castellón/Castelló;98 años;Hombres;1 de enero de 2019;33
Total Nacional;12 Castellón/Castelló;98 años;Mujeres;1 de enero de 2019;93
Total Nacional;12 Castellón/Castelló;99 años;Hombres;1 de enero de 2019;31
Total Nacional;12 Castellón/Castelló;99 años;Mujeres;1 de enero de 2019;56
