Total Nacional;Provincias;Edad simple;Sexo;Periodo;Total
Total Nacional;02 Albacete;14 años;Hombres;1 de enero de 2021;2.116
Total Nacional;02 Albacete;14 años;Mujeres;1 de enero de 2021;2.004
Total Nacional;02 Albacete;15 años;Hombres;1 de enero de 2021;2.005
Total Nacional;02 Albacete;15 años;Mujeres;1 de enero de 2021;1.897
Total Nacional;02 Albacete;16 años;Hombres;1 de enero de 2021;2.084
Total Nacional;02 Albacete;16 años;Mujeres;1 de enero de 2021;1.848
Total Nacional;02 Albacete;17 años;Hombres;1 de enero de 2021;2.078
Total Nacional;02 Albacete;17 años;Mujeres;1 de enero de 2021;2.006
Total Nacional;02 Albacete;18 años;Hombres;1 de enero de 2021;2.047
Total Nacional;02 Albacete;18 años;Mujeres;1 de enero de 2021;1.997
Total Nacional;02 Albacete;19 años;Hombres;1 de enero de 2021;2.066
Total Nacional;02 Albacete;19 años;Mujeres;1 de enero de 2021;1.999
Total Nacional;02 Albacete;20 años;Hombres;1 de enero de 2021;2.136
Total Nacional;02 Albacete;20 años;Mujeres;1 de enero de 2021;2.068
Total Nacional;02 Albacete;21 años;Hombres;1 de enero de 2021;2.204
Total Nacional;02 Albacete;21 años;Mujeres;1 de enero de 2021;2.036
Total Nacional;02 Albacete;22 años;Hombres;1 de enero de 2021;2.232
Total Nacional;02 Albacete;22 años;Mujeres;1 de enero de 2021;2.049
Total Nacional;02 Albacete;23 años;Hombres;1 de enero de 2021;2.161
Total Nacional;02 Albacete;23 años;Mujeres;1 de enero de 2021;2.023
Total Nacional;02 Albacete;24 años;Hombres;1 de enero de 2021;2.178
Total Nacional;02 Albacete;24 años;Mujeres;1 de enero de 2021;2.020
Total Nacional;02 Albacete;25 años;Hombres;1 de enero de 2021;2.314
Total Nacional;02 Albacete;25 años;Mujeres;1 de enero de 2021;1.944
Total Nacional;02 Albacete;26 años;Hombres;1 de enero de 2021;2.259
Total Nacional;02 Albacete;26 años;Mujeres;1 de enero de 2021;2.003
Total Nacional;02 Albacete;27 años;Hombres;1 de enero de 2021;2.216
Total Nacional;02 Albacete;27 años;Mujeres;1 de enero de 2021;1.931
Total Nacional;02 Albacete;28 años;Hombres;1 de enero de 2021;2.250
Total Nacional;02 Albacete;28 años;Mujeres;1 de enero de 2021;2.147
Total Nacional;02 Albacete;29 años;Hombres;1 de enero de 2021;2.319
Total Nacional;02 Albacete;29 años;Mujeres;1 de enero de 2021;2.120
Total Nacional;02 Albacete;30 años;Hombres;1 de enero de 2021;2.397
Total Nacional;02 Albacete;30 años;Mujeres;1 de enero de 2021;2.202
Total Nacional;02 Albacete;31 años;Hombres;1 de enero de 2021;2.346
Total Nacional;02 Albacete;31 años;Mujeres;1 de enero de 2021;2.132
Total Nacional;02 Albacete;32 años;Hombres;1 de enero de 2021;2.272
Total Nacional;02 Albacete;32 años;Mujeres;1 de enero de 2021;2.123
Total Nacional;02 Albacete;33 años;Hombres;1 de enero de 2021;2.402
Total Nacional;02 Albacete;33 años;Mujeres;1 de enero de 2021;2.283
Total Nacional;02 Albacete;34 años;Hombres;1 de enero de 2021;2.439
Total Nacional;02 Albacete;34 años;Mujeres;1 de enero de 2021;2.252
Total Nacional;02 Albacete;35 años;Hombres;1 de enero de 2021;2.415
Total Nacional;02 Albacete;35 años;Mujeres;1 de enero de 2021;2.261
Total Nacional;02 Albacete;36 años;Hombres;1 de enero de 2021;2.508
Total Nacional;02 Albacete;36 años;Mujeres;1 de enero de 2021;2.349
Total Nacional;02 Albacete;37 años;Hombres;1 de enero de 2021;2.595
Total Nacional;02 Albacete;37 años;Mujeres;1 de enero de 2021;2.380
Total Nacional;02 Albacete;38 años;Hombres;1 de enero de 2021;2.752
Total Nacional;02 Albacete;38 años;Mujeres;1 de enero de 2021;2.547
Total Nacional;02 Albacete;39 años;Hombres;1 de enero de 2021;2.869
Total Nacional;02 Albacete;39 años;Mujeres;1 de enero de 2021;2.649
Total Nacional;02 Albacete;40 años;Hombres;1 de enero de 2021;2.921
Total Nacional;02 Albacete;40 años;Mujeres;1 de enero de 2021;2.723
Total Nacional;02 Albacete;41 años;Hombres;1 de enero de 2021;3.098
Total Nacional;02 Albacete;41 años;Mujeres;1 de enero de 2021;2.807
Total Nacional;02 Albacete;42 años;Hombres;1 de enero de 2021;3.279
Total Nacional;02 Albacete;42 años;Mujeres;1 de enero de 2021;2.954
Total Nacional;02 Albacete;43 años;Hombres;1 de enero de 2021;3.182
Total Nacional;02 Albacete;43 años;Mujeres;1 de enero de 2021;2.936
Total Nacional;02 Albacete;44 años;Hombres;1 de enero de 2021;3.202
Total Nacional;02 Albacete;44 años;Mujeres;1 de enero de 2021;3.116
Total Nacional;02 Albacete;45 años;Hombres;1 de enero de 2021;3.186
Total Nacional;02 Albacete;45 años;Mujeres;1 de enero de 2021;3.111
Total Nacional;02 Albacete;46 años;Hombres;1 de enero de 2021;3.174
Total Nacional;02 Albacete;46 años;Mujeres;1 de enero de 2021;3.037
Total Nacional;02 Albacete;47 años;Hombres;1 de enero de 2021;3.194
Total Nacional;02 Albacete;47 años;Mujeres;1 de enero de 2021;2.959
Total Nacional;02 Albacete;48 años;Hombres;1 de enero de 2021;3.065
Total Nacional;02 Albacete;48 años;Mujeres;1 de enero de 2021;3.003
Total Nacional;02 Albacete;49 años;Hombres;1 de enero de 2021;3.100
Total Nacional;02 Albacete;49 años;Mujeres;1 de enero de 2021;2.934
Total Nacional;02 Albacete;50 años;Hombres;1 de enero de 2021;3.062
Total Nacional;02 Albacete;50 años;Mujeres;1 de enero de 2021;3.072
Total Nacional;02 Albacete;51 años;Hombres;1 de enero de 2021;3.138
Total Nacional;02 Albacete;51 años;Mujeres;1 de enero de 2021;3.146
Total Nacional;02 Albacete;52 años;Hombres;1 de enero de 2021;3.143
Total Nacional;02 Albacete;52 años;Mujeres;1 de enero de 2021;3.094
Total Nacional;02 Albacete;53 años;Hombres;1 de enero de 2021;3.099
Total Nacional;02 Albacete;53 años;Mujeres;1 de enero de 2021;3.045
Total Nacional;02 Albacete;54 años;Hombres;1 de enero de 2021;3.076
Total Nacional;02 Albacete;54 años;Mujeres;1 de enero de 2021;3.034
Total Nacional;02 Albacete;55 años;Hombres;1 de enero de 2021;3.105
Total Nacional;02 Albacete;55 años;Mujeres;1 de enero de 2021;3.068
Total Nacional;02 Albacete;56 años;Hombres;1 de enero de 2021;3.203
Total Nacional;02 Albacete;56 años;Mujeres;1 de enero de 2021;3.152
Total Nacional;02 Albacete;57 años;Hombres;1 de enero de 2021;3.053
Total Nacional;02 Albacete;57 años;Mujeres;1 de enero de 2021;2.994
Total Nacional;02 Albacete;58 años;Hombres;1 de enero de 2021;2.821
Total Nacional;02 Albacete;58 años;Mujeres;1 de enero de 2021;2.901
Total Nacional;02 Albacete;59 años;Hombres;1 de enero de 2021;2.844
Total Nacional;02 Albacete;59 años;Mujeres;1 de enero de 2021;2.758
Total Nacional;02 Albacete;60 años;Hombres;1 de enero de 2021;2.891
Total Nacional;02 Albacete;60 años;Mujeres;1 de enero de 2021;2.788
Total Nacional;02 Albacete;61 años;Hombres;1 de enero de 2021;2.780
Total Nacional;02 Albacete;61 años;Mujeres;1 de enero de 2021;2.662
Total Nacional;02 Albacete;62 años;Hombres;1 de enero de 2021;2.513
Total Nacional;02 Albacete;62 años;Mujeres;1 de enero de 2021;2.581
Total Nacional;02 Albacete;63 años;Hombres;1 de enero de 2021;2.405
Total Nacional;02 Albacete;63 años;Mujeres;1 de enero de 2021;2.411
Total Nacional;02 Albacete;64 años;Hombres;1 de enero de 2021;2.020
Total Nacional;02 Albacete;64 años;Mujeres;1 de enero de 2021;2.080
Total Nacional;02 Albacete;65 años;Hombres;1 de enero de 2021;1.944
Total Nacional;02 Albacete;65 años;Mujeres;1 de enero de 2021;2.082
Total Nacional;02 Albacete;66 años;Hombres;1 de enero de 2021;1.862
Total Nacional;02 Albacete;66 años;Mujeres;1 de enero de 2021;1.986
Total Nacional;02 Albacete;67 años;Hombres;1 de enero de 2021;1.831
Total Nacional;02 Albacete;67 años;Mujeres;1 de enero de 2021;2.001
Total Nacional;02 Albacete;68 años;Hombres;1 de enero de 2021;1.856
Total Nacional;02 Albacete;68 años;Mujeres;1 de enero de 2021;1.916
Total Nacional;02 Albacete;69 años;Hombres;1 de enero de 2021;1.642
Total Nacional;02 Albacete;69 años;Mujeres;1 de enero de 2021;1.739
Total Nacional;02 Albacete;70 años;Hombres;1 de enero de 2021;1.647
Total Nacional;02 Albacete;70 años;Mujeres;1 de enero de 2021;1.811
Total Nacional;02 Albacete;71 años;Hombres;1 de enero de 2021;1.676
Total Nacional;02 Albacete;71 años;Mujeres;1 de enero de 2021;1.751
Total Nacional;02 Albacete;72 años;Hombres;1 de enero de 2021;1.725
Total Nacional;02 Albacete;72 años;Mujeres;1 de enero de 2021;1.971
Total Nacional;02 Albacete;73 años;Hombres;1 de enero de 2021;1.490
Total Nacional;02 Albacete;73 años;Mujeres;1 de enero de 2021;1.655
Total Nacional;02 Albacete;74 años;Hombres;1 de enero de 2021;1.331
Total Nacional;02 Albacete;74 años;Mujeres;1 de enero de 2021;1.593
Total Nacional;02 Albacete;75 años;Hombres;1 de enero de 2021;1.425
Total Nacional;02 Albacete;75 años;Mujeres;1 de enero de 2021;1.635
Total Nacional;02 Albacete;76 años;Hombres;1 de enero de 2021;1.309
Total Nacional;02 Albacete;76 años;Mujeres;1 de enero de 2021;1.714
Total Nacional;02 Albacete;77 años;Hombres;1 de enero de 2021;1.357
Total Nacional;02 Albacete;77 años;Mujeres;1 de enero de 2021;1.602
Total Nacional;02 Albacete;78 años;Hombres;1 de enero de 2021;1.144
Total Nacional;02 Albacete;78 años;Mujeres;1 de enero de 2021;1.467
Total Nacional;02 Albacete;79 años;Hombres;1 de enero de 2021;1.004
Total Nacional;02 Albacete;79 años;Mujeres;1 de enero de 2021;1.312
Total Nacional;02 Albacete;80 años;Hombres;1 de enero de 2021;1.479
Total Nacional;02 Albacete;80 años;Mujeres;1 de enero de 2021;1.857
Total Nacional;02 Albacete;81 años;Hombres;1 de enero de 2021;668
Total Nacional;02 Albacete;81 años;Mujeres;1 de enero de 2021;928
Total Nacional;02 Albacete;82 años;Hombres;1 de enero de 2021;938
Total Nacional;02 Albacete;82 años;Mujeres;1 de enero de 2021;1.327
Total Nacional;02 Albacete;83 años;Hombres;1 de enero de 2021;998
Total Nacional;02 Albacete;83 años;Mujeres;1 de enero de 2021;1.329
Total Nacional;02 Albacete;84 años;Hombres;1 de enero de 2021;925
Total Nacional;02 Albacete;84 años;Mujeres;1 de enero de 2021;1.345
Total Nacional;02 Albacete;85 años;Hombres;1 de enero de 2021;866
Total Nacional;02 Albacete;85 años;Mujeres;1 de enero de 2021;1.255
Total Nacional;02 Albacete;86 años;Hombres;1 de enero de 2021;755
Total Nacional;02 Albacete;86 años;Mujeres;1 de enero de 2021;1.124
Total Nacional;02 Albacete;87 años;Hombres;1 de enero de 2021;696
Total Nacional;02 Albacete;87 años;Mujeres;1 de enero de 2021;1.122
Total Nacional;02 Albacete;88 años;Hombres;1 de enero de 2021;636
Total Nacional;02 Albacete;88 años;Mujeres;1 de enero de 2021;931
Total Nacional;02 Albacete;89 años;Hombres;1 de enero de 2021;536
Total Nacional;02 Albacete;89 años;Mujeres;1 de enero de 2021;851
Total Nacional;02 Albacete;90 años;Hombres;1 de enero de 2021;444
Total Nacional;02 Albacete;90 años;Mujeres;1 de enero de 2021;802
Total Nacional;02 Albacete;91 años;Hombres;1 de enero de 2021;355
Total Nacional;02 Albacete;91 años;Mujeres;1 de enero de 2021;619
Total Nacional;02 Albacete;92 años;Hombres;1 de enero de 2021;266
Total Nacional;02 Albacete;92 años;Mujeres;1 de enero de 2021;486
Total Nacional;02 Albacete;93 años;Hombres;1 de enero de 2021;205
Total Nacional;02 Albacete;93 años;Mujeres;1 de enero de 2021;394
Total Nacional;02 Albacete;94 años;Hombres;1 de enero de 2021;143
Total Nacional;02 Albacete;94 años;Mujeres;1 de enero de 2021;299
Total Nacional;02 Albacete;95 años;Hombres;1 de enero de 2021;109
Total Nacional;02 Albacete;95 años;Mujeres;1 de enero de 2021;203
Total Nacional;02 Albacete;96 años;Hombres;1 de enero de 2021;72
Total Nacional;02 Albacete;96 años;Mujeres;1 de enero de 2021;154
Total Nacional;02 Albacete;97 años;Hombres;1 de enero de 2021;56
Total Nacional;02 Albacete;97 años;Mujeres;1 de enero de 2021;105
Total Nacional;02 Albacete;98 años;Hombres;1 de enero de 2021;26
Total Nacional;02 Albacete;98 años;Mujeres;1 de enero de 2021;81
Total Nacional;02 Albacete;99 años;Hombres;1 de enero de 2021;22
Total Nacional;02 Albacete;99 años;Mujeres;1 de enero de 2021;46
Total Nacional;02 Albacete;100 y más años;Hombres;1 de enero de 2021;27
Total Nacional;02 Albacete;100 y más años;Mujeres;1 de enero de 2021;72
Total Nacional;03 Alicante/Alacant;0 años;Hombres;1 de enero de 2021;6.842
Total Nacional;03 Alicante/Alacant;0 años;Mujeres;1 de enero de 2021;6.549
Total Nacional;03 Alicante/Alacant;1 año;Hombres;1 de enero de 2021;7.518
Total Nacional;03 Alicante/Alacant;1 año;Mujeres;1 de enero de 2021;6.949
Total Nacional;03 Alicante/Alacant;2 años;Hombres;1 de enero de 2021;7.542
Total Nacional;03 Alicante/Alacant;2 años;Mujeres;1 de enero de 2021;7.062
Total Nacional;03 Alicante/Alacant;3 años;Hombres;1 de enero de 2021;8.260
Total Nacional;03 Alicante/Alacant;3 años;Mujeres;1 de enero de 2021;7.803
Total Nacional;03 Alicante/Alacant;4 años;Hombres;1 de enero de 2021;8.750
Total Nacional;03 Alicante/Alacant;4 años;Mujeres;1 de enero de 2021;7.939
Total Nacional;03 Alicante/Alacant;5 años;Hombres;1 de enero de 2021;9.015
Total Nacional;03 Alicante/Alacant;5 años;Mujeres;1 de enero de 2021;8.399
Total Nacional;03 Alicante/Alacant;6 años;Hombres;1 de enero de 2021;8.990
Total Nacional;03 Alicante/Alacant;6 años;Mujeres;1 de enero de 2021;8.621
Total Nacional;03 Alicante/Alacant;7 años;Hombres;1 de enero de 2021;9.149
Total Nacional;03 Alicante/Alacant;7 años;Mujeres;1 de enero de 2021;8.419
Total Nacional;03 Alicante/Alacant;8 años;Hombres;1 de enero de 2021;9.375
Total Nacional;03 Alicante/Alacant;8 años;Mujeres;1 de enero de 2021;9.016
Total Nacional;03 Alicante/Alacant;9 años;Hombres;1 de enero de 2021;9.882
Total Nacional;03 Alicante/Alacant;9 años;Mujeres;1 de enero de 2021;9.034
Total Nacional;03 Alicante/Alacant;10 años;Hombres;1 de enero de 2021;10.168
Total Nacional;03 Alicante/Alacant;10 años;Mujeres;1 de enero de 2021;9.483
Total Nacional;03 Alicante/Alacant;11 años;Hombres;1 de enero de 2021;10.379
Total Nacional;03 Alicante/Alacant;11 años;Mujeres;1 de enero de 2021;9.724
Total Nacional;03 Alicante/Alacant;12 años;Hombres;1 de enero de 2021;11.036
Total Nacional;03 Alicante/Alacant;12 años;Mujeres;1 de enero de 2021;10.439
Total Nacional;03 Alicante/Alacant;13 años;Hombres;1 de enero de 2021;10.666
Total Nacional;03 Alicante/Alacant;13 años;Mujeres;1 de enero de 2021;10.057
Total Nacional;03 Alicante/Alacant;14 años;Hombres;1 de enero de 2021;10.524
Total Nacional;03 Alicante/Alacant;14 años;Mujeres;1 de enero de 2021;9.962
Total Nacional;03 Alicante/Alacant;15 años;Hombres;1 de enero de 2021;10.261
Total Nacional;03 Alicante/Alacant;15 años;Mujeres;1 de enero de 2021;9.723
Total Nacional;03 Alicante/Alacant;16 años;Hombres;1 de enero de 2021;10.294
Total Nacional;03 Alicante/Alacant;16 años;Mujeres;1 de enero de 2021;9.598
Total Nacional;03 Alicante/Alacant;17 años;Hombres;1 de enero de 2021;10.103
Total Nacional;03 Alicante/Alacant;17 años;Mujeres;1 de enero de 2021;9.474
Total Nacional;03 Alicante/Alacant;18 años;Hombres;1 de enero de 2021;9.677
Total Nacional;03 Alicante/Alacant;18 años;Mujeres;1 de enero de 2021;9.052
Total Nacional;03 Alicante/Alacant;19 años;Hombres;1 de enero de 2021;9.966
Total Nacional;03 Alicante/Alacant;19 años;Mujeres;1 de enero de 2021;9.137
Total Nacional;03 Alicante/Alacant;20 años;Hombres;1 de enero de 2021;9.989
Total Nacional;03 Alicante/Alacant;20 años;Mujeres;1 de enero de 2021;9.188
Total Nacional;03 Alicante/Alacant;21 años;Hombres;1 de enero de 2021;9.384
Total Nacional;03 Alicante/Alacant;21 años;Mujeres;1 de enero de 2021;9.215
Total Nacional;03 Alicante/Alacant;22 años;Hombres;1 de enero de 2021;9.592
Total Nacional;03 Alicante/Alacant;22 años;Mujeres;1 de enero de 2021;8.856
Total Nacional;03 Alicante/Alacant;23 años;Hombres;1 de enero de 2021;9.601
Total Nacional;03 Alicante/Alacant;23 años;Mujeres;1 de enero de 2021;8.973
Total Nacional;03 Alicante/Alacant;24 años;Hombres;1 de enero de 2021;9.588
Total Nacional;03 Alicante/Alacant;24 años;Mujeres;1 de enero de 2021;9.175
Total Nacional;03 Alicante/Alacant;25 años;Hombres;1 de enero de 2021;9.697
Total Nacional;03 Alicante/Alacant;25 años;Mujeres;1 de enero de 2021;9.121
Total Nacional;03 Alicante/Alacant;26 años;Hombres;1 de enero de 2021;9.640
Total Nacional;03 Alicante/Alacant;26 años;Mujeres;1 de enero de 2021;9.185
Total Nacional;03 Alicante/Alacant;27 años;Hombres;1 de enero de 2021;9.915
Total Nacional;03 Alicante/Alacant;27 años;Mujeres;1 de enero de 2021;9.225
Total Nacional;03 Alicante/Alacant;28 años;Hombres;1 de enero de 2021;10.233
Total Nacional;03 Alicante/Alacant;28 años;Mujeres;1 de enero de 2021;9.809
Total Nacional;03 Alicante/Alacant;29 años;Hombres;1 de enero de 2021;10.407
Total Nacional;03 Alicante/Alacant;29 años;Mujeres;1 de enero de 2021;9.897
Total Nacional;03 Alicante/Alacant;30 años;Hombres;1 de enero de 2021;10.638
Total Nacional;03 Alicante/Alacant;30 años;Mujeres;1 de enero de 2021;10.069
Total Nacional;03 Alicante/Alacant;31 años;Hombres;1 de enero de 2021;10.520
Total Nacional;03 Alicante/Alacant;31 años;Mujeres;1 de enero de 2021;10.419
Total Nacional;03 Alicante/Alacant;32 años;Hombres;1 de enero de 2021;11.034
Total Nacional;03 Alicante/Alacant;32 años;Mujeres;1 de enero de 2021;10.857
Total Nacional;03 Alicante/Alacant;33 años;Hombres;1 de enero de 2021;10.985
Total Nacional;03 Alicante/Alacant;33 años;Mujeres;1 de enero de 2021;10.996
Total Nacional;03 Alicante/Alacant;34 años;Hombres;1 de enero de 2021;11.326
Total Nacional;03 Alicante/Alacant;34 años;Mujeres;1 de enero de 2021;11.372
Total Nacional;03 Alicante/Alacant;35 años;Hombres;1 de enero de 2021;11.576
Total Nacional;03 Alicante/Alacant;35 años;Mujeres;1 de enero de 2021;11.631
Total Nacional;03 Alicante/Alacant;36 años;Hombres;1 de enero de 2021;12.036
Total Nacional;03 Alicante/Alacant;36 años;Mujeres;1 de enero de 2021;12.040
Total Nacional;03 Alicante/Alacant;37 años;Hombres;1 de enero de 2021;12.493
Total Nacional;03 Alicante/Alacant;37 años;Mujeres;1 de enero de 2021;12.584
Total Nacional;03 Alicante/Alacant;38 años;Hombres;1 de enero de 2021;13.375
Total Nacional;03 Alicante/Alacant;38 años;Mujeres;1 de enero de 2021;13.180
Total Nacional;03 Alicante/Alacant;39 años;Hombres;1 de enero de 2021;14.165
Total Nacional;03 Alicante/Alacant;39 años;Mujeres;1 de enero de 2021;13.770
Total Nacional;03 Alicante/Alacant;40 años;Hombres;1 de enero de 2021;14.827
Total Nacional;03 Alicante/Alacant;40 años;Mujeres;1 de enero de 2021;14.516
Total Nacional;03 Alicante/Alacant;41 años;Hombres;1 de enero de 2021;15.286
Total Nacional;03 Alicante/Alacant;41 años;Mujeres;1 de enero de 2021;14.809
Total Nacional;03 Alicante/Alacant;42 años;Hombres;1 de enero de 2021;15.990
Total Nacional;03 Alicante/Alacant;42 años;Mujeres;1 de enero de 2021;15.313
Total Nacional;03 Alicante/Alacant;43 años;Hombres;1 de enero de 2021;16.390
Total Nacional;03 Alicante/Alacant;43 años;Mujeres;1 de enero de 2021;15.427
Total Nacional;03 Alicante/Alacant;44 años;Hombres;1 de enero de 2021;16.382
Total Nacional;03 Alicante/Alacant;44 años;Mujeres;1 de enero de 2021;15.703
Total Nacional;03 Alicante/Alacant;45 años;Hombres;1 de enero de 2021;16.127
Total Nacional;03 Alicante/Alacant;45 años;Mujeres;1 de enero de 2021;15.331
Total Nacional;03 Alicante/Alacant;46 años;Hombres;1 de enero de 2021;16.157
Total Nacional;03 Alicante/Alacant;46 años;Mujeres;1 de enero de 2021;15.451
Total Nacional;03 Alicante/Alacant;47 años;Hombres;1 de enero de 2021;15.891
Total Nacional;03 Alicante/Alacant;47 años;Mujeres;1 de enero de 2021;15.004
Total Nacional;03 Alicante/Alacant;48 años;Hombres;1 de enero de 2021;15.455
Total Nacional;03 Alicante/Alacant;48 años;Mujeres;1 de enero de 2021;14.901
Total Nacional;03 Alicante/Alacant;49 años;Hombres;1 de enero de 2021;15.411
Total Nacional;03 Alicante/Alacant;49 años;Mujeres;1 de enero de 2021;14.819
Total Nacional;03 Alicante/Alacant;50 años;Hombres;1 de enero de 2021;15.180
Total Nacional;03 Alicante/Alacant;50 años;Mujeres;1 de enero de 2021;14.863
Total Nacional;03 Alicante/Alacant;51 años;Hombres;1 de enero de 2021;15.096
Total Nacional;03 Alicante/Alacant;51 años;Mujeres;1 de enero de 2021;14.591
Total Nacional;03 Alicante/Alacant;52 años;Hombres;1 de enero de 2021;14.650
Total Nacional;03 Alicante/Alacant;52 años;Mujeres;1 de enero de 2021;14.546
Total Nacional;03 Alicante/Alacant;53 años;Hombres;1 de enero de 2021;14.495
Total Nacional;03 Alicante/Alacant;53 años;Mujeres;1 de enero de 2021;14.774
Total Nacional;03 Alicante/Alacant;54 años;Hombres;1 de enero de 2021;14.282
Total Nacional;03 Alicante/Alacant;54 años;Mujeres;1 de enero de 2021;14.276
Total Nacional;03 Alicante/Alacant;55 años;Hombres;1 de enero de 2021;13.959
Total Nacional;03 Alicante/Alacant;55 años;Mujeres;1 de enero de 2021;14.038
Total Nacional;03 Alicante/Alacant;56 años;Hombres;1 de enero de 2021;14.399
Total Nacional;03 Alicante/Alacant;56 años;Mujeres;1 de enero de 2021;14.826
Total Nacional;03 Alicante/Alacant;57 años;Hombres;1 de enero de 2021;13.649
Total Nacional;03 Alicante/Alacant;57 años;Mujeres;1 de enero de 2021;13.848
Total Nacional;03 Alicante/Alacant;58 años;Hombres;1 de enero de 2021;13.090
Total Nacional;03 Alicante/Alacant;58 años;Mujeres;1 de enero de 2021;13.398
Total Nacional;03 Alicante/Alacant;59 años;Hombres;1 de enero de 2021;12.669
Total Nacional;03 Alicante/Alacant;59 años;Mujeres;1 de enero de 2021;13.245
Total Nacional;03 Alicante/Alacant;60 años;Hombres;1 de enero de 2021;12.591
Total Nacional;03 Alicante/Alacant;60 años;Mujeres;1 de enero de 2021;13.121
Total Nacional;03 Alicante/Alacant;61 años;Hombres;1 de enero de 2021;12.220
Total Nacional;03 Alicante/Alacant;61 años;Mujeres;1 de enero de 2021;13.028
Total Nacional;03 Alicante/Alacant;62 años;Hombres;1 de enero de 2021;12.123
Total Nacional;03 Alicante/Alacant;62 años;Mujeres;1 de enero de 2021;12.786
Total Nacional;03 Alicante/Alacant;63 años;Hombres;1 de enero de 2021;11.728
Total Nacional;03 Alicante/Alacant;63 años;Mujeres;1 de enero de 2021;12.593
Total Nacional;03 Alicante/Alacant;64 años;Hombres;1 de enero de 2021;10.570
Total Nacional;03 Alicante/Alacant;64 años;Mujeres;1 de enero de 2021;11.666
Total Nacional;03 Alicante/Alacant;65 años;Hombres;1 de enero de 2021;10.600
Total Nacional;03 Alicante/Alacant;65 años;Mujeres;1 de enero de 2021;11.601
Total Nacional;03 Alicante/Alacant;66 años;Hombres;1 de enero de 2021;10.055
Total Nacional;03 Alicante/Alacant;66 años;Mujeres;1 de enero de 2021;10.957
Total Nacional;03 Alicante/Alacant;67 años;Hombres;1 de enero de 2021;10.282
Total Nacional;03 Alicante/Alacant;67 años;Mujeres;1 de enero de 2021;11.026
Total Nacional;03 Alicante/Alacant;68 años;Hombres;1 de enero de 2021;10.322
Total Nacional;03 Alicante/Alacant;68 años;Mujeres;1 de enero de 2021;11.099
Total Nacional;03 Alicante/Alacant;69 años;Hombres;1 de enero de 2021;9.681
Total Nacional;03 Alicante/Alacant;69 años;Mujeres;1 de enero de 2021;10.515
Total Nacional;03 Alicante/Alacant;70 años;Hombres;1 de enero de 2021;9.295
Total Nacional;03 Alicante/Alacant;70 años;Mujeres;1 de enero de 2021;10.252
Total Nacional;03 Alicante/Alacant;71 años;Hombres;1 de enero de 2021;9.086
Total Nacional;03 Alicante/Alacant;71 años;Mujeres;1 de enero de 2021;10.422
Total Nacional;03 Alicante/Alacant;72 años;Hombres;1 de enero de 2021;9.737
Total Nacional;03 Alicante/Alacant;72 años;Mujeres;1 de enero de 2021;10.785
Total Nacional;03 Alicante/Alacant;73 años;Hombres;1 de enero de 2021;9.037
Total Nacional;03 Alicante/Alacant;73 años;Mujeres;1 de enero de 2021;10.096
Total Nacional;03 Alicante/Alacant;74 años;Hombres;1 de enero de 2021;8.308
Total Nacional;03 Alicante/Alacant;74 años;Mujeres;1 de enero de 2021;9.467
Total Nacional;03 Alicante/Alacant;75 años;Hombres;1 de enero de 2021;7.995
