Total Nacional;Provincias;Edad simple;Sexo;Periodo;Total
Total Nacional;02 Albacete;18 años;Hombres;1 de enero de 2018;2.119
Total Nacional;02 Albacete;18 años;Mujeres;1 de enero de 2018;1.966
Total Nacional;02 Albacete;19 años;Hombres;1 de enero de 2018;2.154
Total Nacional;02 Albacete;19 años;Mujeres;1 de enero de 2018;1.995
Total Nacional;02 Albacete;20 años;Hombres;1 de enero de 2018;2.110
Total Nacional;02 Albacete;20 años;Mujeres;1 de enero de 2018;1.983
Total Nacional;02 Albacete;21 años;Hombres;1 de enero de 2018;2.151
Total Nacional;02 Albacete;21 años;Mujeres;1 de enero de 2018;2.008
Total Nacional;02 Albacete;22 años;Hombres;1 de enero de 2018;2.256
Total Nacional;02 Albacete;22 años;Mujeres;1 de enero de 2018;1.978
Total Nacional;02 Albacete;23 años;Hombres;1 de enero de 2018;2.215
Total Nacional;02 Albacete;23 años;Mujeres;1 de enero de 2018;2.042
Total Nacional;02 Albacete;24 años;Hombres;1 de enero de 2018;2.164
Total Nacional;02 Albacete;24 años;Mujeres;1 de enero de 2018;2.009
Total Nacional;02 Albacete;25 años;Hombres;1 de enero de 2018;2.245
Total Nacional;02 Albacete;25 años;Mujeres;1 de enero de 2018;2.211
Total Nacional;02 Albacete;26 años;Hombres;1 de enero de 2018;2.327
Total Nacional;02 Albacete;26 años;Mujeres;1 de enero de 2018;2.176
Total Nacional;02 Albacete;27 años;Hombres;1 de enero de 2018;2.436
Total Nacional;02 Albacete;27 años;Mujeres;1 de enero de 2018;2.256
Total Nacional;02 Albacete;28 años;Hombres;1 de enero de 2018;2.361
Total Nacional;02 Albacete;28 años;Mujeres;1 de enero de 2018;2.182
Total Nacional;02 Albacete;29 años;Hombres;1 de enero de 2018;2.263
Total Nacional;02 Albacete;29 años;Mujeres;1 de enero de 2018;2.147
Total Nacional;02 Albacete;30 años;Hombres;1 de enero de 2018;2.396
Total Nacional;02 Albacete;30 años;Mujeres;1 de enero de 2018;2.300
Total Nacional;02 Albacete;31 años;Hombres;1 de enero de 2018;2.425
Total Nacional;02 Albacete;31 años;Mujeres;1 de enero de 2018;2.258
Total Nacional;02 Albacete;32 años;Hombres;1 de enero de 2018;2.386
Total Nacional;02 Albacete;32 años;Mujeres;1 de enero de 2018;2.275
Total Nacional;02 Albacete;33 años;Hombres;1 de enero de 2018;2.521
Total Nacional;02 Albacete;33 años;Mujeres;1 de enero de 2018;2.378
Total Nacional;02 Albacete;34 años;Hombres;1 de enero de 2018;2.599
Total Nacional;02 Albacete;34 años;Mujeres;1 de enero de 2018;2.354
Total Nacional;02 Albacete;35 años;Hombres;1 de enero de 2018;2.760
Total Nacional;02 Albacete;35 años;Mujeres;1 de enero de 2018;2.536
Total Nacional;02 Albacete;36 años;Hombres;1 de enero de 2018;2.845
Total Nacional;02 Albacete;36 años;Mujeres;1 de enero de 2018;2.638
Total Nacional;02 Albacete;37 años;Hombres;1 de enero de 2018;2.915
Total Nacional;02 Albacete;37 años;Mujeres;1 de enero de 2018;2.727
Total Nacional;02 Albacete;38 años;Hombres;1 de enero de 2018;3.100
Total Nacional;02 Albacete;38 años;Mujeres;1 de enero de 2018;2.796
Total Nacional;02 Albacete;39 años;Hombres;1 de enero de 2018;3.280
Total Nacional;02 Albacete;39 años;Mujeres;1 de enero de 2018;2.963
Total Nacional;02 Albacete;40 años;Hombres;1 de enero de 2018;3.197
Total Nacional;02 Albacete;40 años;Mujeres;1 de enero de 2018;2.948
Total Nacional;02 Albacete;41 años;Hombres;1 de enero de 2018;3.221
Total Nacional;02 Albacete;41 años;Mujeres;1 de enero de 2018;3.117
Total Nacional;02 Albacete;42 años;Hombres;1 de enero de 2018;3.212
Total Nacional;02 Albacete;42 años;Mujeres;1 de enero de 2018;3.105
Total Nacional;02 Albacete;43 años;Hombres;1 de enero de 2018;3.230
Total Nacional;02 Albacete;43 años;Mujeres;1 de enero de 2018;3.019
Total Nacional;02 Albacete;44 años;Hombres;1 de enero de 2018;3.206
Total Nacional;02 Albacete;44 años;Mujeres;1 de enero de 2018;2.930
Total Nacional;02 Albacete;45 años;Hombres;1 de enero de 2018;3.095
Total Nacional;02 Albacete;45 años;Mujeres;1 de enero de 2018;2.978
Total Nacional;02 Albacete;46 años;Hombres;1 de enero de 2018;3.121
Total Nacional;02 Albacete;46 años;Mujeres;1 de enero de 2018;2.960
Total Nacional;02 Albacete;47 años;Hombres;1 de enero de 2018;3.099
Total Nacional;02 Albacete;47 años;Mujeres;1 de enero de 2018;3.088
Total Nacional;02 Albacete;48 años;Hombres;1 de enero de 2018;3.183
Total Nacional;02 Albacete;48 años;Mujeres;1 de enero de 2018;3.160
Total Nacional;02 Albacete;49 años;Hombres;1 de enero de 2018;3.157
Total Nacional;02 Albacete;49 años;Mujeres;1 de enero de 2018;3.124
Total Nacional;02 Albacete;50 años;Hombres;1 de enero de 2018;3.178
Total Nacional;02 Albacete;50 años;Mujeres;1 de enero de 2018;3.060
Total Nacional;02 Albacete;51 años;Hombres;1 de enero de 2018;3.108
Total Nacional;02 Albacete;51 años;Mujeres;1 de enero de 2018;3.032
Total Nacional;02 Albacete;52 años;Hombres;1 de enero de 2018;3.137
Total Nacional;02 Albacete;52 años;Mujeres;1 de enero de 2018;3.073
Total Nacional;02 Albacete;53 años;Hombres;1 de enero de 2018;3.249
Total Nacional;02 Albacete;53 años;Mujeres;1 de enero de 2018;3.166
Total Nacional;02 Albacete;54 años;Hombres;1 de enero de 2018;3.096
Total Nacional;02 Albacete;54 años;Mujeres;1 de enero de 2018;3.011
Total Nacional;02 Albacete;55 años;Hombres;1 de enero de 2018;2.880
Total Nacional;02 Albacete;55 años;Mujeres;1 de enero de 2018;2.916
Total Nacional;02 Albacete;56 años;Hombres;1 de enero de 2018;2.900
Total Nacional;02 Albacete;56 años;Mujeres;1 de enero de 2018;2.764
Total Nacional;02 Albacete;57 años;Hombres;1 de enero de 2018;2.945
Total Nacional;02 Albacete;57 años;Mujeres;1 de enero de 2018;2.800
Total Nacional;02 Albacete;58 años;Hombres;1 de enero de 2018;2.835
Total Nacional;02 Albacete;58 años;Mujeres;1 de enero de 2018;2.668
Total Nacional;02 Albacete;59 años;Hombres;1 de enero de 2018;2.576
Total Nacional;02 Albacete;59 años;Mujeres;1 de enero de 2018;2.594
Total Nacional;02 Albacete;60 años;Hombres;1 de enero de 2018;2.461
Total Nacional;02 Albacete;60 años;Mujeres;1 de enero de 2018;2.437
Total Nacional;02 Albacete;61 años;Hombres;1 de enero de 2018;2.071
Total Nacional;02 Albacete;61 años;Mujeres;1 de enero de 2018;2.099
Total Nacional;02 Albacete;62 años;Hombres;1 de enero de 2018;2.006
Total Nacional;02 Albacete;62 años;Mujeres;1 de enero de 2018;2.084
Total Nacional;02 Albacete;63 años;Hombres;1 de enero de 2018;1.932
Total Nacional;02 Albacete;63 años;Mujeres;1 de enero de 2018;1.989
Total Nacional;02 Albacete;64 años;Hombres;1 de enero de 2018;1.912
Total Nacional;02 Albacete;64 años;Mujeres;1 de enero de 2018;2.037
Total Nacional;02 Albacete;65 años;Hombres;1 de enero de 2018;1.928
Total Nacional;02 Albacete;65 años;Mujeres;1 de enero de 2018;1.929
Total Nacional;02 Albacete;66 años;Hombres;1 de enero de 2018;1.709
Total Nacional;02 Albacete;66 años;Mujeres;1 de enero de 2018;1.769
Total Nacional;02 Albacete;67 años;Hombres;1 de enero de 2018;1.722
Total Nacional;02 Albacete;67 años;Mujeres;1 de enero de 2018;1.829
Total Nacional;02 Albacete;68 años;Hombres;1 de enero de 2018;1.762
Total Nacional;02 Albacete;68 años;Mujeres;1 de enero de 2018;1.793
Total Nacional;02 Albacete;69 años;Hombres;1 de enero de 2018;1.816
Total Nacional;02 Albacete;69 años;Mujeres;1 de enero de 2018;2.024
Total Nacional;02 Albacete;70 años;Hombres;1 de enero de 2018;1.592
Total Nacional;02 Albacete;70 años;Mujeres;1 de enero de 2018;1.711
Total Nacional;02 Albacete;71 años;Hombres;1 de enero de 2018;1.417
Total Nacional;02 Albacete;71 años;Mujeres;1 de enero de 2018;1.652
Total Nacional;02 Albacete;72 años;Hombres;1 de enero de 2018;1.532
Total Nacional;02 Albacete;72 años;Mujeres;1 de enero de 2018;1.687
Total Nacional;02 Albacete;73 años;Hombres;1 de enero de 2018;1.420
Total Nacional;02 Albacete;73 años;Mujeres;1 de enero de 2018;1.788
Total Nacional;02 Albacete;74 años;Hombres;1 de enero de 2018;1.502
Total Nacional;02 Albacete;74 años;Mujeres;1 de enero de 2018;1.657
Total Nacional;02 Albacete;75 años;Hombres;1 de enero de 2018;1.274
Total Nacional;02 Albacete;75 años;Mujeres;1 de enero de 2018;1.532
Total Nacional;02 Albacete;76 años;Hombres;1 de enero de 2018;1.139
Total Nacional;02 Albacete;76 años;Mujeres;1 de enero de 2018;1.402
Total Nacional;02 Albacete;77 años;Hombres;1 de enero de 2018;1.706
Total Nacional;02 Albacete;77 años;Mujeres;1 de enero de 2018;2.029
Total Nacional;02 Albacete;78 años;Hombres;1 de enero de 2018;777
Total Nacional;02 Albacete;78 años;Mujeres;1 de enero de 2018;1.028
Total Nacional;02 Albacete;79 años;Hombres;1 de enero de 2018;1.121
Total Nacional;02 Albacete;79 años;Mujeres;1 de enero de 2018;1.461
Total Nacional;02 Albacete;80 años;Hombres;1 de enero de 2018;1.225
Total Nacional;02 Albacete;80 años;Mujeres;1 de enero de 2018;1.513
Total Nacional;02 Albacete;81 años;Hombres;1 de enero de 2018;1.155
Total Nacional;02 Albacete;81 años;Mujeres;1 de enero de 2018;1.571
Total Nacional;02 Albacete;82 años;Hombres;1 de enero de 2018;1.136
Total Nacional;02 Albacete;82 años;Mujeres;1 de enero de 2018;1.515
Total Nacional;02 Albacete;83 años;Hombres;1 de enero de 2018;978
Total Nacional;02 Albacete;83 años;Mujeres;1 de enero de 2018;1.360
Total Nacional;02 Albacete;84 años;Hombres;1 de enero de 2018;966
Total Nacional;02 Albacete;84 años;Mujeres;1 de enero de 2018;1.427
Total Nacional;02 Albacete;85 años;Hombres;1 de enero de 2018;911
Total Nacional;02 Albacete;85 años;Mujeres;1 de enero de 2018;1.229
Total Nacional;02 Albacete;86 años;Hombres;1 de enero de 2018;807
Total Nacional;02 Albacete;86 años;Mujeres;1 de enero de 2018;1.180
Total Nacional;02 Albacete;87 años;Hombres;1 de enero de 2018;710
Total Nacional;02 Albacete;87 años;Mujeres;1 de enero de 2018;1.198
Total Nacional;02 Albacete;88 años;Hombres;1 de enero de 2018;602
Total Nacional;02 Albacete;88 años;Mujeres;1 de enero de 2018;997
Total Nacional;02 Albacete;89 años;Hombres;1 de enero de 2018;508
Total Nacional;02 Albacete;89 años;Mujeres;1 de enero de 2018;821
Total Nacional;02 Albacete;90 años;Hombres;1 de enero de 2018;417
Total Nacional;02 Albacete;90 años;Mujeres;1 de enero de 2018;687
Total Nacional;02 Albacete;91 años;Hombres;1 de enero de 2018;341
Total Nacional;02 Albacete;91 años;Mujeres;1 de enero de 2018;563
Total Nacional;02 Albacete;92 años;Hombres;1 de enero de 2018;238
Total Nacional;02 Albacete;92 años;Mujeres;1 de enero de 2018;443
Total Nacional;02 Albacete;93 años;Hombres;1 de enero de 2018;164
Total Nacional;02 Albacete;93 años;Mujeres;1 de enero de 2018;360
Total Nacional;02 Albacete;94 años;Hombres;1 de enero de 2018;131
Total Nacional;02 Albacete;94 años;Mujeres;1 de enero de 2018;246
Total Nacional;02 Albacete;95 años;Hombres;1 de enero de 2018;90
Total Nacional;02 Albacete;95 años;Mujeres;1 de enero de 2018;214
Total Nacional;02 Albacete;96 años;Hombres;1 de enero de 2018;60
Total Nacional;02 Albacete;96 años;Mujeres;1 de enero de 2018;139
Total Nacional;02 Albacete;97 años;Hombres;1 de enero de 2018;40
Total Nacional;02 Albacete;97 años;Mujeres;1 de enero de 2018;102
Total Nacional;02 Albacete;98 años;Hombres;1 de enero de 2018;26
Total Nacional;02 Albacete;98 años;Mujeres;1 de enero de 2018;62
Total Nacional;02 Albacete;99 años;Hombres;1 de enero de 2018;23
Total Nacional;02 Albacete;99 años;Mujeres;1 de enero de 2018;30
Total Nacional;02 Albacete;100 y más años;Hombres;1 de enero de 2018;17
Total Nacional;02 Albacete;100 y más años;Mujeres;1 de enero de 2018;61
Total Nacional;03 Alicante/Alacant;0 años;Hombres;1 de enero de 2018;7.742
Total Nacional;03 Alicante/Alacant;0 años;Mujeres;1 de enero de 2018;7.354
Total Nacional;03 Alicante/Alacant;1 año;Hombres;1 de enero de 2018;8.172
Total Nacional;03 Alicante/Alacant;1 año;Mujeres;1 de enero de 2018;7.478
Total Nacional;03 Alicante/Alacant;2 años;Hombres;1 de enero de 2018;8.542
Total Nacional;03 Alicante/Alacant;2 años;Mujeres;1 de enero de 2018;7.916
Total Nacional;03 Alicante/Alacant;3 años;Hombres;1 de enero de 2018;8.490
Total Nacional;03 Alicante/Alacant;3 años;Mujeres;1 de enero de 2018;8.138
Total Nacional;03 Alicante/Alacant;4 años;Hombres;1 de enero de 2018;8.628
Total Nacional;03 Alicante/Alacant;4 años;Mujeres;1 de enero de 2018;7.985
Total Nacional;03 Alicante/Alacant;5 años;Hombres;1 de enero de 2018;8.954
Total Nacional;03 Alicante/Alacant;5 años;Mujeres;1 de enero de 2018;8.574
Total Nacional;03 Alicante/Alacant;6 años;Hombres;1 de enero de 2018;9.449
Total Nacional;03 Alicante/Alacant;6 años;Mujeres;1 de enero de 2018;8.640
Total Nacional;03 Alicante/Alacant;7 años;Hombres;1 de enero de 2018;9.768
Total Nacional;03 Alicante/Alacant;7 años;Mujeres;1 de enero de 2018;9.043
Total Nacional;03 Alicante/Alacant;8 años;Hombres;1 de enero de 2018;9.936
Total Nacional;03 Alicante/Alacant;8 años;Mujeres;1 de enero de 2018;9.369
Total Nacional;03 Alicante/Alacant;9 años;Hombres;1 de enero de 2018;10.662
Total Nacional;03 Alicante/Alacant;9 años;Mujeres;1 de enero de 2018;10.111
Total Nacional;03 Alicante/Alacant;10 años;Hombres;1 de enero de 2018;10.289
Total Nacional;03 Alicante/Alacant;10 años;Mujeres;1 de enero de 2018;9.711
Total Nacional;03 Alicante/Alacant;11 años;Hombres;1 de enero de 2018;10.226
Total Nacional;03 Alicante/Alacant;11 años;Mujeres;1 de enero de 2018;9.636
Total Nacional;03 Alicante/Alacant;12 años;Hombres;1 de enero de 2018;9.955
Total Nacional;03 Alicante/Alacant;12 años;Mujeres;1 de enero de 2018;9.440
Total Nacional;03 Alicante/Alacant;13 años;Hombres;1 de enero de 2018;9.991
Total Nacional;03 Alicante/Alacant;13 años;Mujeres;1 de enero de 2018;9.278
Total Nacional;03 Alicante/Alacant;14 años;Hombres;1 de enero de 2018;9.875
Total Nacional;03 Alicante/Alacant;14 años;Mujeres;1 de enero de 2018;9.229
Total Nacional;03 Alicante/Alacant;15 años;Hombres;1 de enero de 2018;9.298
Total Nacional;03 Alicante/Alacant;15 años;Mujeres;1 de enero de 2018;8.835
Total Nacional;03 Alicante/Alacant;16 años;Hombres;1 de enero de 2018;9.506
Total Nacional;03 Alicante/Alacant;16 años;Mujeres;1 de enero de 2018;8.808
Total Nacional;03 Alicante/Alacant;17 años;Hombres;1 de enero de 2018;9.482
Total Nacional;03 Alicante/Alacant;17 años;Mujeres;1 de enero de 2018;8.681
Total Nacional;03 Alicante/Alacant;18 años;Hombres;1 de enero de 2018;8.941
Total Nacional;03 Alicante/Alacant;18 años;Mujeres;1 de enero de 2018;8.798
Total Nacional;03 Alicante/Alacant;19 años;Hombres;1 de enero de 2018;9.085
Total Nacional;03 Alicante/Alacant;19 años;Mujeres;1 de enero de 2018;8.393
Total Nacional;03 Alicante/Alacant;20 años;Hombres;1 de enero de 2018;9.078
Total Nacional;03 Alicante/Alacant;20 años;Mujeres;1 de enero de 2018;8.512
Total Nacional;03 Alicante/Alacant;21 años;Hombres;1 de enero de 2018;8.993
Total Nacional;03 Alicante/Alacant;21 años;Mujeres;1 de enero de 2018;8.644
Total Nacional;03 Alicante/Alacant;22 años;Hombres;1 de enero de 2018;9.042
Total Nacional;03 Alicante/Alacant;22 años;Mujeres;1 de enero de 2018;8.583
Total Nacional;03 Alicante/Alacant;23 años;Hombres;1 de enero de 2018;9.014
Total Nacional;03 Alicante/Alacant;23 años;Mujeres;1 de enero de 2018;8.719
Total Nacional;03 Alicante/Alacant;24 años;Hombres;1 de enero de 2018;9.277
Total Nacional;03 Alicante/Alacant;24 años;Mujeres;1 de enero de 2018;8.812
Total Nacional;03 Alicante/Alacant;25 años;Hombres;1 de enero de 2018;9.641
Total Nacional;03 Alicante/Alacant;25 años;Mujeres;1 de enero de 2018;9.331
Total Nacional;03 Alicante/Alacant;26 años;Hombres;1 de enero de 2018;9.790
Total Nacional;03 Alicante/Alacant;26 años;Mujeres;1 de enero de 2018;9.375
Total Nacional;03 Alicante/Alacant;27 años;Hombres;1 de enero de 2018;10.015
Total Nacional;03 Alicante/Alacant;27 años;Mujeres;1 de enero de 2018;9.463
Total Nacional;03 Alicante/Alacant;28 años;Hombres;1 de enero de 2018;9.968
Total Nacional;03 Alicante/Alacant;28 años;Mujeres;1 de enero de 2018;9.761
Total Nacional;03 Alicante/Alacant;29 años;Hombres;1 de enero de 2018;10.345
Total Nacional;03 Alicante/Alacant;29 años;Mujeres;1 de enero de 2018;10.278
Total Nacional;03 Alicante/Alacant;30 años;Hombres;1 de enero de 2018;10.326
Total Nacional;03 Alicante/Alacant;30 años;Mujeres;1 de enero de 2018;10.352
Total Nacional;03 Alicante/Alacant;31 años;Hombres;1 de enero de 2018;10.745
Total Nacional;03 Alicante/Alacant;31 años;Mujeres;1 de enero de 2018;10.714
Total Nacional;03 Alicante/Alacant;32 años;Hombres;1 de enero de 2018;11.040
Total Nacional;03 Alicante/Alacant;32 años;Mujeres;1 de enero de 2018;11.080
Total Nacional;03 Alicante/Alacant;33 años;Hombres;1 de enero de 2018;11.449
Total Nacional;03 Alicante/Alacant;33 años;Mujeres;1 de enero de 2018;11.400
Total Nacional;03 Alicante/Alacant;34 años;Hombres;1 de enero de 2018;11.951
Total Nacional;03 Alicante/Alacant;34 años;Mujeres;1 de enero de 2018;11.922
Total Nacional;03 Alicante/Alacant;35 años;Hombres;1 de enero de 2018;12.879
Total Nacional;03 Alicante/Alacant;35 años;Mujeres;1 de enero de 2018;12.601
Total Nacional;03 Alicante/Alacant;36 años;Hombres;1 de enero de 2018;13.719
Total Nacional;03 Alicante/Alacant;36 años;Mujeres;1 de enero de 2018;13.271
Total Nacional;03 Alicante/Alacant;37 años;Hombres;1 de enero de 2018;14.379
Total Nacional;03 Alicante/Alacant;37 años;Mujeres;1 de enero de 2018;14.033
Total Nacional;03 Alicante/Alacant;38 años;Hombres;1 de enero de 2018;14.943
Total Nacional;03 Alicante/Alacant;38 años;Mujeres;1 de enero de 2018;14.288
Total Nacional;03 Alicante/Alacant;39 años;Hombres;1 de enero de 2018;15.760
Total Nacional;03 Alicante/Alacant;39 años;Mujeres;1 de enero de 2018;14.840
Total Nacional;03 Alicante/Alacant;40 años;Hombres;1 de enero de 2018;16.154
Total Nacional;03 Alicante/Alacant;40 años;Mujeres;1 de enero de 2018;15.005
Total Nacional;03 Alicante/Alacant;41 años;Hombres;1 de enero de 2018;16.119
Total Nacional;03 Alicante/Alacant;41 años;Mujeres;1 de enero de 2018;15.304
Total Nacional;03 Alicante/Alacant;42 años;Hombres;1 de enero de 2018;15.901
Total Nacional;03 Alicante/Alacant;42 años;Mujeres;1 de enero de 2018;14.969
Total Nacional;03 Alicante/Alacant;43 años;Hombres;1 de enero de 2018;15.969
Total Nacional;03 Alicante/Alacant;43 años;Mujeres;1 de enero de 2018;15.142
Total Nacional;03 Alicante/Alacant;44 años;Hombres;1 de enero de 2018;15.619
Total Nacional;03 Alicante/Alacant;44 años;Mujeres;1 de enero de 2018;14.694
Total Nacional;03 Alicante/Alacant;45 años;Hombres;1 de enero de 2018;15.388
Total Nacional;03 Alicante/Alacant;45 años;Mujeres;1 de enero de 2018;14.548
Total Nacional;03 Alicante/Alacant;46 años;Hombres;1 de enero de 2018;15.303
Total Nacional;03 Alicante/Alacant;46 años;Mujeres;1 de enero de 2018;14.445
Total Nacional;03 Alicante/Alacant;47 años;Hombres;1 de enero de 2018;15.009
Total Nacional;03 Alicante/Alacant;47 años;Mujeres;1 de enero de 2018;14.435
Total Nacional;03 Alicante/Alacant;48 años;Hombres;1 de enero de 2018;15.073
Total Nacional;03 Alicante/Alacant;48 años;Mujeres;1 de enero de 2018;14.223
Total Nacional;03 Alicante/Alacant;49 años;Hombres;1 de enero de 2018;14.541
Total Nacional;03 Alicante/Alacant;49 años;Mujeres;1 de enero de 2018;14.179
Total Nacional;03 Alicante/Alacant;50 años;Hombres;1 de enero de 2018;14.330
Total Nacional;03 Alicante/Alacant;50 años;Mujeres;1 de enero de 2018;14.396
Total Nacional;03 Alicante/Alacant;51 años;Hombres;1 de enero de 2018;14.113
Total Nacional;03 Alicante/Alacant;51 años;Mujeres;1 de enero de 2018;13.974
Total Nacional;03 Alicante/Alacant;52 años;Hombres;1 de enero de 2018;13.813
Total Nacional;03 Alicante/Alacant;52 años;Mujeres;1 de enero de 2018;13.681
Total Nacional;03 Alicante/Alacant;53 años;Hombres;1 de enero de 2018;14.187
Total Nacional;03 Alicante/Alacant;53 años;Mujeres;1 de enero de 2018;14.359
Total Nacional;03 Alicante/Alacant;54 años;Hombres;1 de enero de 2018;13.523
Total Nacional;03 Alicante/Alacant;54 años;Mujeres;1 de enero de 2018;13.428
Total Nacional;03 Alicante/Alacant;55 años;Hombres;1 de enero de 2018;12.935
Total Nacional;03 Alicante/Alacant;55 años;Mujeres;1 de enero de 2018;13.092
Total Nacional;03 Alicante/Alacant;56 años;Hombres;1 de enero de 2018;12.513
Total Nacional;03 Alicante/Alacant;56 años;Mujeres;1 de enero de 2018;12.801
Total Nacional;03 Alicante/Alacant;57 años;Hombres;1 de enero de 2018;12.444
Total Nacional;03 Alicante/Alacant;57 años;Mujeres;1 de enero de 2018;12.738
Total Nacional;03 Alicante/Alacant;58 años;Hombres;1 de enero de 2018;12.022
Total Nacional;03 Alicante/Alacant;58 años;Mujeres;1 de enero de 2018;12.651
Total Nacional;03 Alicante/Alacant;59 años;Hombres;1 de enero de 2018;11.927
Total Nacional;03 Alicante/Alacant;59 años;Mujeres;1 de enero de 2018;12.399
Total Nacional;03 Alicante/Alacant;60 años;Hombres;1 de enero de 2018;11.508
Total Nacional;03 Alicante/Alacant;60 años;Mujeres;1 de enero de 2018;12.160
Total Nacional;03 Alicante/Alacant;61 años;Hombres;1 de enero de 2018;10.350
Total Nacional;03 Alicante/Alacant;61 años;Mujeres;1 de enero de 2018;11.272
Total Nacional;03 Alicante/Alacant;62 años;Hombres;1 de enero de 2018;10.473
Total Nacional;03 Alicante/Alacant;62 años;Mujeres;1 de enero de 2018;11.337
Total Nacional;03 Alicante/Alacant;63 años;Hombres;1 de enero de 2018;9.837
Total Nacional;03 Alicante/Alacant;63 años;Mujeres;1 de enero de 2018;10.612
Total Nacional;03 Alicante/Alacant;64 años;Hombres;1 de enero de 2018;9.976
Total Nacional;03 Alicante/Alacant;64 años;Mujeres;1 de enero de 2018;10.706
Total Nacional;03 Alicante/Alacant;65 años;Hombres;1 de enero de 2018;10.182
Total Nacional;03 Alicante/Alacant;65 años;Mujeres;1 de enero de 2018;10.905
Total Nacional;03 Alicante/Alacant;66 años;Hombres;1 de enero de 2018;9.683
Total Nacional;03 Alicante/Alacant;66 años;Mujeres;1 de enero de 2018;10.462
Total Nacional;03 Alicante/Alacant;67 años;Hombres;1 de enero de 2018;9.342
Total Nacional;03 Alicante/Alacant;67 años;Mujeres;1 de enero de 2018;10.309
Total Nacional;03 Alicante/Alacant;68 años;Hombres;1 de enero de 2018;9.375
Total Nacional;03 Alicante/Alacant;68 años;Mujeres;1 de enero de 2018;10.708
Total Nacional;03 Alicante/Alacant;69 años;Hombres;1 de enero de 2018;10.166
Total Nacional;03 Alicante/Alacant;69 años;Mujeres;1 de enero de 2018;11.068
Total Nacional;03 Alicante/Alacant;70 años;Hombres;1 de enero de 2018;9.603
Total Nacional;03 Alicante/Alacant;70 años;Mujeres;1 de enero de 2018;10.565
Total Nacional;03 Alicante/Alacant;71 años;Hombres;1 de enero de 2018;9.000
Total Nacional;03 Alicante/Alacant;71 años;Mujeres;1 de enero de 2018;9.924
Total Nacional;03 Alicante/Alacant;72 años;Hombres;1 de enero de 2018;8.720
Total Nacional;03 Alicante/Alacant;72 años;Mujeres;1 de enero de 2018;9.774
Total Nacional;03 Alicante/Alacant;73 años;Hombres;1 de enero de 2018;8.663
Total Nacional;03 Alicante/Alacant;73 años;Mujeres;1 de enero de 2018;9.582
Total Nacional;03 Alicante/Alacant;74 años;Hombres;1 de enero de 2018;8.069
Total Nacional;03 Alicante/Alacant;74 años;Mujeres;1 de enero de 2018;8.964
Total Nacional;03 Alicante/Alacant;75 años;Hombres;1 de enero de 2018;6.942
